days, cars_request, car1, car2, car3, car4, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
45, 3, 2, 2, 1, 2, 4, 0, 1, 1400, 0, 200
46, 2, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
47, 4, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
48, 2, 1, 1, 4, 1, 4, 0, 0, 1400, 0, 0
49, 3, 1, 3, 3, 1, 4, 0, 0, 1400, 0, 0
50, 3, 1, 2, 2, 1, 4, 0, 1, 1400, 0, 200
51, 4, 1, 1, 1, 4, 4, 0, 2, 1400, 0, 400
52, 4, 2, 1, 1, 3, 4, 0, 1, 1400, 0, 200
53, 4, 1, 3, 1, 2, 4, 0, 2, 1400, 0, 400
54, 1, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
55, 3, 1, 1, 2, 2, 4, 0, 0, 1400, 0, 0
56, 3, 4, 1, 1, 1, 4, 0, 1, 1400, 0, 200
57, 3, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
58, 3, 2, 4, 4, 2, 4, 0, 0, 1400, 0, 0
59, 3, 1, 3, 3, 1, 4, 0, 3, 1400, 0, 600
60, 3, 3, 2, 2, 3, 4, 0, 1, 1400, 0, 200
61, 4, 2, 1, 1, 2, 4, 0, 4, 1400, 0, 800
62, 0, 1, 0, 0, 1, 2, 2, 0, 700, 100, 0
63, 3, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
64, 4, 4, 1, 2, 1, 4, 0, 0, 1400, 0, 0
65, 4, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
66, 3, 2, 1, 3, 1, 4, 0, 0, 1400, 0, 0
67, 2, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
68, 0, 0, 0, 1, 0, 1, 3, 0, 350, 150, 0
69, 3, 2, 2, 1, 0, 3, 1, 0, 1050, 50, 0
70, 1, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
71, 0, 0, 0, 1, 0, 1, 3, 0, 350, 150, 0
72, 3, 2, 3, 1, 0, 3, 1, 0, 1050, 50, 0
73, 4, 1, 2, 3, 3, 4, 0, 2, 1400, 0, 400
74, 3, 1, 1, 2, 2, 4, 0, 2, 1400, 0, 400
75, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
76, 4, 4, 2, 1, 2, 4, 0, 0, 1400, 0, 0
77, 2, 3, 1, 4, 1, 4, 0, 1, 1400, 0, 200
78, 3, 2, 2, 3, 3, 4, 0, 1, 1400, 0, 200
79, 4, 1, 1, 2, 2, 4, 0, 4, 1400, 0, 800
80, 4, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
81, 1, 1, 3, 0, 0, 2, 2, 0, 700, 100, 0
82, 3, 2, 2, 2, 4, 4, 0, 0, 1400, 0, 0
83, 2, 1, 1, 1, 3, 4, 0, 2, 1400, 0, 400
84, 2, 4, 2, 0, 2, 3, 1, 0, 1050, 50, 0
85, 4, 3, 1, 3, 1, 4, 0, 3, 1400, 0, 600
86, 1, 2, 3, 2, 0, 3, 1, 0, 1050, 50, 0
87, 2, 1, 2, 1, 2, 4, 0, 1, 1400, 0, 200
88, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
89, 3, 2, 1, 3, 0, 3, 1, 0, 1050, 50, 0
90, 4, 1, 3, 2, 3, 4, 0, 2, 1400, 0, 400
91, 4, 1, 2, 1, 2, 4, 0, 3, 1400, 0, 600
92, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
93, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
94, 0, 1, 0, 0, 1, 2, 2, 0, 700, 100, 0
95, 4, 1, 4, 2, 2, 4, 0, 0, 1400, 0, 0
96, 2, 2, 3, 1, 1, 4, 0, 1, 1400, 0, 200
97, 1, 1, 2, 4, 0, 3, 1, 0, 1050, 50, 0
98, 4, 4, 1, 3, 4, 4, 0, 2, 1400, 0, 400
99, 3, 3, 1, 2, 3, 4, 0, 2, 1400, 0, 400
100, 3, 2, 1, 1, 2, 4, 0, 2, 1400, 0, 400
101, 1, 1, 3, 0, 1, 3, 1, 0, 1050, 50, 0
102, 4, 4, 2, 2, 1, 4, 0, 1, 1400, 0, 200
103, 3, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
104, 4, 2, 2, 2, 3, 4, 0, 1, 1400, 0, 200
105, 2, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
106, 4, 2, 1, 2, 1, 4, 0, 1, 1400, 0, 200
107, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
108, 1, 3, 0, 0, 1, 2, 2, 0, 700, 100, 0
109, 2, 2, 4, 1, 0, 3, 1, 0, 1050, 50, 0
110, 2, 1, 3, 1, 4, 4, 0, 0, 1400, 0, 0
111, 3, 3, 2, 1, 3, 4, 0, 1, 1400, 0, 200
112, 4, 2, 1, 4, 2, 4, 0, 3, 1400, 0, 600
113, 4, 1, 2, 3, 1, 4, 0, 3, 1400, 0, 600
114, 1, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
115, 2, 1, 2, 1, 3, 4, 0, 0, 1400, 0, 0
116, 3, 3, 1, 2, 2, 4, 0, 1, 1400, 0, 200
117, 3, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
118, 2, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
119, 3, 3, 3, 2, 1, 4, 0, 0, 1400, 0, 0
120, 3, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
121, 4, 1, 1, 1, 3, 4, 0, 2, 1400, 0, 400
122, 2, 1, 1, 0, 2, 3, 1, 0, 1050, 50, 0
123, 4, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
124, 3, 3, 2, 2, 0, 3, 1, 0, 1050, 50, 0
125, 3, 2, 1, 1, 2, 4, 0, 2, 1400, 0, 400
126, 4, 1, 2, 3, 1, 4, 0, 2, 1400, 0, 400
127, 3, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
128, 1, 3, 0, 1, 0, 2, 2, 0, 700, 100, 0
129, 2, 2, 2, 1, 0, 3, 1, 0, 1050, 50, 0
130, 1, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
131, 2, 4, 1, 1, 0, 3, 1, 0, 1050, 50, 0
132, 2, 3, 1, 4, 0, 3, 1, 0, 1050, 50, 0
133, 4, 2, 1, 3, 1, 4, 0, 2, 1400, 0, 400
134, 4, 1, 4, 2, 1, 4, 0, 2, 1400, 0, 400
135, 3, 2, 3, 1, 2, 4, 0, 1, 1400, 0, 200
136, 4, 1, 2, 2, 1, 4, 0, 3, 1400, 0, 600
137, 4, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
138, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
139, 3, 1, 2, 1, 0, 3, 1, 0, 1050, 50, 0
140, 4, 4, 1, 1, 1, 4, 0, 1, 1400, 0, 200
141, 2, 3, 1, 1, 0, 3, 1, 0, 1050, 50, 0
142, 2, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
143, 1, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
144, 4, 1, 3, 1, 3, 4, 0, 0, 1400, 0, 0
145, 3, 2, 2, 1, 2, 4, 0, 1, 1400, 0, 200
146, 2, 1, 1, 3, 1, 4, 0, 1, 1400, 0, 200
147, 2, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
148, 1, 3, 0, 1, 0, 2, 2, 0, 700, 100, 0
149, 4, 2, 2, 3, 1, 4, 0, 1, 1400, 0, 200
150, 0, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
151, 0, 0, 0, 1, 0, 1, 3, 0, 350, 150, 0
152, 4, 2, 3, 2, 1, 4, 0, 0, 1400, 0, 0
153, 4, 1, 2, 1, 3, 4, 0, 3, 1400, 0, 600
154, 0, 0, 1, 0, 2, 2, 2, 0, 700, 100, 0
155, 4, 1, 1, 3, 1, 4, 0, 1, 1400, 0, 200
156, 4, 4, 3, 2, 2, 4, 0, 1, 1400, 0, 200
157, 3, 3, 2, 1, 1, 4, 0, 3, 1400, 0, 600
158, 3, 2, 1, 1, 3, 4, 0, 1, 1400, 0, 200
159, 4, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
160, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
161, 3, 2, 1, 3, 0, 3, 1, 0, 1050, 50, 0
162, 0, 1, 0, 2, 0, 2, 2, 0, 700, 100, 0
163, 3, 3, 1, 1, 2, 4, 0, 0, 1400, 0, 0
164, 0, 2, 0, 0, 1, 2, 2, 0, 700, 100, 0
165, 3, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
166, 1, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
167, 2, 1, 2, 3, 0, 3, 1, 0, 1050, 50, 0
168, 4, 4, 1, 2, 1, 4, 0, 2, 1400, 0, 400
169, 1, 3, 2, 1, 0, 3, 1, 0, 1050, 50, 0
170, 0, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
171, 4, 1, 4, 1, 2, 4, 0, 1, 1400, 0, 200
172, 4, 1, 3, 2, 1, 4, 0, 2, 1400, 0, 400
173, 3, 1, 2, 1, 3, 4, 0, 1, 1400, 0, 200
174, 2, 4, 1, 2, 2, 4, 0, 0, 1400, 0, 0
175, 3, 3, 2, 1, 1, 4, 0, 2, 1400, 0, 400
176, 2, 2, 1, 2, 3, 4, 0, 0, 1400, 0, 0
177, 3, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
178, 4, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
179, 1, 2, 0, 0, 0, 1, 3, 0, 350, 150, 0
180, 2, 1, 1, 3, 0, 3, 1, 0, 1050, 50, 0
181, 3, 4, 1, 2, 3, 4, 0, 0, 1400, 0, 0
182, 3, 3, 1, 1, 2, 4, 0, 2, 1400, 0, 400
183, 4, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
184, 3, 1, 2, 1, 2, 4, 0, 0, 1400, 0, 0
185, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
186, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
187, 2, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
188, 3, 1, 2, 4, 1, 4, 0, 0, 1400, 0, 0
189, 3, 3, 1, 3, 1, 4, 0, 1, 1400, 0, 200
190, 1, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
191, 3, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
192, 3, 2, 1, 2, 1, 4, 0, 0, 1400, 0, 0
193, 2, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
194, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
195, 3, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
196, 4, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
197, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
198, 2, 2, 3, 0, 0, 2, 2, 0, 700, 100, 0
199, 2, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
200, 2, 3, 1, 3, 0, 3, 1, 0, 1050, 50, 0
201, 1, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
202, 2, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
203, 2, 1, 2, 0, 2, 3, 1, 0, 1050, 50, 0
204, 4, 1, 1, 4, 1, 4, 0, 2, 1400, 0, 400
205, 2, 3, 4, 3, 0, 3, 1, 0, 1050, 50, 0
206, 4, 2, 3, 2, 3, 4, 0, 3, 1400, 0, 600
207, 3, 1, 2, 1, 2, 4, 0, 3, 1400, 0, 600
208, 4, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
209, 2, 2, 2, 1, 0, 3, 1, 0, 1050, 50, 0
210, 4, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
211, 0, 0, 0, 0, 1, 1, 3, 0, 350, 150, 0
212, 4, 2, 2, 1, 1, 4, 0, 0, 1400, 0, 0
213, 0, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
214, 4, 2, 3, 1, 1, 4, 0, 0, 1400, 0, 0
215, 2, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
216, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
217, 1, 1, 0, 0, 1, 2, 2, 0, 700, 100, 0
218, 3, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
219, 3, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
220, 4, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
221, 3, 1, 3, 1, 2, 4, 0, 0, 1400, 0, 0
222, 3, 4, 2, 1, 1, 4, 0, 1, 1400, 0, 200
223, 3, 3, 1, 4, 2, 4, 0, 1, 1400, 0, 200
224, 1, 2, 2, 3, 1, 4, 0, 0, 1400, 0, 0
225, 2, 1, 1, 2, 4, 4, 0, 1, 1400, 0, 200
226, 3, 1, 2, 1, 3, 4, 0, 1, 1400, 0, 200
227, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
228, 2, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
229, 0, 0, 1, 0, 0, 1, 3, 0, 350, 150, 0
230, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
231, 2, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
232, 3, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
233, 4, 2, 1, 1, 1, 4, 0, 0, 1400, 0, 0
234, 3, 1, 3, 2, 2, 4, 0, 0, 1400, 0, 0
235, 4, 1, 2, 1, 1, 4, 0, 3, 1400, 0, 600
236, 0, 0, 1, 0, 0, 1, 3, 0, 350, 150, 0
237, 3, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
238, 1, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
239, 3, 2, 1, 3, 0, 3, 1, 0, 1050, 50, 0
240, 3, 1, 2, 2, 2, 4, 0, 1, 1400, 0, 200
241, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
242, 3, 2, 3, 2, 0, 3, 1, 0, 1050, 50, 0
243, 2, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
244, 3, 1, 1, 2, 4, 4, 0, 0, 1400, 0, 0
245, 3, 2, 3, 1, 3, 4, 0, 1, 1400, 0, 200
246, 3, 1, 2, 2, 2, 4, 0, 2, 1400, 0, 400
247, 0, 0, 1, 1, 1, 3, 1, 0, 1050, 50, 0
248, 2, 2, 4, 0, 0, 2, 2, 0, 700, 100, 0
249, 3, 1, 3, 1, 2, 4, 0, 1, 1400, 0, 200
250, 3, 1, 2, 2, 1, 4, 0, 1, 1400, 0, 200
251, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
252, 3, 1, 1, 2, 2, 4, 0, 0, 1400, 0, 0
253, 1, 1, 0, 1, 1, 3, 1, 0, 1050, 50, 0
254, 4, 3, 2, 4, 4, 4, 0, 0, 1400, 0, 0
255, 4, 2, 1, 3, 3, 4, 0, 4, 1400, 0, 800
256, 3, 1, 2, 2, 2, 4, 0, 2, 1400, 0, 400
257, 4, 2, 1, 1, 1, 4, 0, 3, 1400, 0, 600
258, 0, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
259, 2, 2, 2, 0, 0, 2, 2, 0, 700, 100, 0
260, 2, 1, 1, 2, 2, 4, 0, 0, 1400, 0, 0
261, 4, 1, 3, 1, 1, 4, 0, 2, 1400, 0, 400
262, 2, 3, 2, 1, 0, 3, 1, 0, 1050, 50, 0
263, 0, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
264, 4, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
265, 2, 2, 2, 1, 0, 3, 1, 0, 1050, 50, 0
266, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
267, 4, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
268, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
269, 4, 1, 3, 2, 2, 4, 0, 0, 1400, 0, 0
270, 3, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
271, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
272, 3, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
273, 2, 1, 4, 1, 2, 4, 0, 0, 1400, 0, 0
274, 2, 1, 3, 3, 1, 4, 0, 0, 1400, 0, 0
275, 3, 2, 2, 2, 1, 4, 0, 1, 1400, 0, 200
276, 2, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
277, 2, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
278, 3, 1, 1, 3, 3, 4, 0, 0, 1400, 0, 0
279, 1, 1, 0, 2, 2, 3, 1, 0, 1050, 50, 0
280, 3, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
281, 3, 1, 2, 1, 2, 4, 0, 0, 1400, 0, 0
282, 2, 2, 1, 1, 1, 4, 0, 0, 1400, 0, 0
283, 0, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
284, 3, 2, 3, 1, 0, 3, 1, 0, 1050, 50, 0
285, 1, 1, 2, 1, 0, 3, 1, 0, 1050, 50, 0
286, 4, 4, 1, 2, 2, 4, 0, 1, 1400, 0, 200
287, 3, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
288, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
289, 4, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
290, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
291, 4, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
292, 2, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
293, 4, 1, 1, 2, 4, 4, 0, 1, 1400, 0, 200
294, 2, 1, 2, 1, 3, 4, 0, 0, 1400, 0, 0
295, 2, 1, 1, 3, 2, 4, 0, 0, 1400, 0, 0
296, 1, 1, 0, 2, 1, 3, 1, 0, 1050, 50, 0
297, 4, 2, 3, 1, 1, 4, 0, 1, 1400, 0, 200
298, 3, 1, 2, 3, 1, 4, 0, 1, 1400, 0, 200
299, 3, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
300, 4, 3, 2, 1, 1, 4, 0, 2, 1400, 0, 400
301, 0, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
302, 3, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
303, 3, 2, 2, 1, 1, 4, 0, 0, 1400, 0, 0
304, 2, 1, 1, 1, 4, 4, 0, 0, 1400, 0, 0
305, 2, 2, 2, 0, 3, 3, 1, 0, 1050, 50, 0
306, 4, 1, 1, 2, 2, 4, 0, 3, 1400, 0, 600
307, 0, 0, 0, 1, 1, 2, 2, 0, 700, 100, 0
308, 3, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
309, 4, 4, 1, 1, 3, 4, 0, 2, 1400, 0, 400
310, 3, 3, 1, 2, 2, 4, 0, 1, 1400, 0, 200
311, 1, 2, 4, 1, 1, 4, 0, 0, 1400, 0, 0
312, 3, 1, 3, 2, 1, 4, 0, 1, 1400, 0, 200
313, 4, 3, 2, 1, 4, 4, 0, 2, 1400, 0, 400
314, 2, 2, 1, 1, 3, 4, 0, 1, 1400, 0, 200
315, 3, 1, 2, 2, 2, 4, 0, 1, 1400, 0, 200
316, 4, 3, 1, 1, 1, 4, 0, 3, 1400, 0, 600
317, 3, 2, 2, 1, 4, 4, 0, 0, 1400, 0, 0
318, 2, 1, 1, 1, 3, 4, 0, 1, 1400, 0, 200
319, 1, 2, 0, 0, 2, 2, 2, 0, 700, 100, 0
320, 0, 1, 0, 0, 1, 2, 2, 0, 700, 100, 0
321, 3, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
322, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
323, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
324, 4, 1, 4, 1, 1, 4, 0, 0, 1400, 0, 0
325, 0, 0, 3, 0, 0, 1, 3, 0, 350, 150, 0
326, 0, 0, 2, 0, 0, 1, 3, 0, 350, 150, 0
327, 3, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
328, 3, 2, 1, 2, 3, 4, 0, 0, 1400, 0, 0
329, 0, 1, 0, 1, 2, 3, 1, 0, 1050, 50, 0
330, 1, 4, 0, 0, 1, 2, 2, 0, 700, 100, 0
331, 3, 3, 2, 3, 1, 4, 0, 0, 1400, 0, 0
332, 4, 2, 1, 2, 1, 4, 0, 3, 1400, 0, 600
333, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
334, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
335, 3, 3, 1, 2, 0, 3, 1, 0, 1050, 50, 0
336, 4, 2, 1, 1, 2, 4, 0, 2, 1400, 0, 400
337, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
338, 2, 1, 3, 1, 0, 3, 1, 0, 1050, 50, 0
339, 4, 2, 2, 2, 2, 4, 0, 1, 1400, 0, 200
340, 4, 1, 1, 1, 1, 4, 0, 4, 1400, 0, 800
341, 2, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
342, 2, 2, 2, 0, 0, 2, 2, 0, 700, 100, 0
343, 2, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
344, 4, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
345, 0, 0, 2, 0, 0, 1, 3, 0, 350, 150, 0
346, 0, 0, 1, 0, 0, 1, 3, 0, 350, 150, 0
347, 4, 1, 4, 1, 1, 4, 0, 0, 1400, 0, 0
348, 3, 2, 3, 4, 1, 4, 0, 0, 1400, 0, 0
349, 3, 1, 2, 3, 2, 4, 0, 2, 1400, 0, 400
350, 4, 4, 1, 2, 1, 4, 0, 3, 1400, 0, 600
351, 4, 3, 2, 1, 3, 4, 0, 2, 1400, 0, 400
352, 4, 2, 1, 1, 2, 4, 0, 3, 1400, 0, 600
353, 2, 1, 4, 2, 1, 4, 0, 0, 1400, 0, 0
354, 2, 2, 3, 1, 2, 4, 0, 0, 1400, 0, 0
355, 4, 1, 2, 2, 1, 4, 0, 3, 1400, 0, 600
356, 3, 2, 1, 1, 4, 4, 0, 1, 1400, 0, 200
357, 1, 1, 1, 0, 3, 3, 1, 0, 1050, 50, 0
358, 3, 2, 1, 2, 2, 4, 0, 0, 1400, 0, 0
359, 2, 1, 4, 1, 1, 4, 0, 1, 1400, 0, 200
360, 3, 3, 3, 1, 1, 4, 0, 0, 1400, 0, 0
361, 3, 2, 2, 4, 1, 4, 0, 1, 1400, 0, 200
362, 2, 1, 1, 3, 2, 4, 0, 1, 1400, 0, 200
363, 2, 2, 3, 2, 1, 4, 0, 0, 1400, 0, 0
364, 0, 1, 2, 1, 0, 3, 1, 0, 1050, 50, 0
365, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
