days, cars_request, car1, car2, car3, car4, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
45, 3, 3, 2, 1, 0, 3, 1, 1, 1050, 50, 0
46, 4, 2, 1, 4, 1, 4, 0, 2, 1400, 0, 400
47, 4, 1, 1, 3, 1, 4, 0, 2, 1400, 0, 400
48, 4, 4, 1, 2, 4, 4, 0, 1, 1400, 0, 200
49, 2, 3, 3, 1, 3, 4, 0, 1, 1400, 0, 200
50, 4, 2, 2, 2, 2, 4, 0, 3, 1400, 0, 600
51, 3, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
52, 1, 2, 0, 0, 0, 1, 3, 3, 350, 150, 0
53, 4, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
54, 2, 4, 1, 1, 0, 3, 1, 1, 1050, 50, 0
55, 2, 3, 2, 2, 0, 3, 1, 1, 1050, 50, 0
56, 3, 2, 1, 1, 3, 4, 0, 2, 1400, 0, 400
57, 2, 1, 2, 1, 2, 4, 0, 0, 1400, 0, 0
58, 2, 3, 1, 4, 1, 4, 0, 0, 1400, 0, 0
59, 2, 2, 4, 3, 1, 4, 0, 0, 1400, 0, 0
60, 1, 1, 3, 2, 3, 4, 0, 0, 1400, 0, 0
61, 3, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
62, 0, 0, 1, 0, 1, 2, 2, 2, 700, 100, 0
63, 4, 4, 1, 2, 1, 4, 0, 0, 1400, 0, 0
64, 4, 3, 1, 1, 2, 4, 0, 2, 1400, 0, 400
65, 0, 2, 0, 0, 1, 2, 2, 2, 700, 100, 0
66, 4, 1, 2, 1, 2, 4, 0, 1, 1400, 0, 200
67, 1, 2, 1, 0, 1, 3, 1, 1, 1050, 50, 0
68, 1, 1, 2, 0, 0, 2, 2, 2, 700, 100, 0
69, 2, 2, 1, 2, 0, 3, 1, 1, 1050, 50, 0
70, 0, 1, 0, 1, 0, 2, 2, 2, 700, 100, 0
71, 4, 4, 4, 4, 1, 4, 0, 0, 1400, 0, 0
72, 3, 3, 3, 3, 4, 4, 0, 2, 1400, 0, 400
73, 0, 2, 2, 2, 3, 4, 0, 0, 1400, 0, 0
74, 3, 1, 1, 1, 2, 4, 0, 3, 1400, 0, 600
75, 2, 1, 4, 0, 1, 3, 1, 1, 1050, 50, 0
76, 3, 4, 3, 2, 1, 4, 0, 0, 1400, 0, 0
77, 0, 3, 2, 1, 0, 3, 1, 1, 1050, 50, 0
78, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
79, 1, 1, 4, 0, 0, 2, 2, 2, 700, 100, 0
80, 4, 1, 3, 3, 2, 4, 0, 1, 1400, 0, 200
81, 1, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
82, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
83, 1, 1, 2, 0, 1, 3, 1, 1, 1050, 50, 0
84, 0, 0, 1, 0, 0, 1, 3, 3, 350, 150, 0
85, 2, 3, 1, 0, 0, 2, 2, 2, 700, 100, 0
86, 2, 2, 3, 2, 0, 3, 1, 1, 1050, 50, 0
87, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
88, 3, 2, 1, 2, 3, 4, 0, 0, 1400, 0, 0
89, 3, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
90, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
91, 2, 1, 1, 1, 0, 3, 1, 1, 1050, 50, 0
92, 3, 4, 3, 2, 0, 3, 1, 1, 1050, 50, 0
93, 4, 3, 2, 1, 2, 4, 0, 3, 1400, 0, 600
94, 3, 2, 1, 3, 1, 4, 0, 2, 1400, 0, 400
95, 4, 1, 1, 2, 2, 4, 0, 2, 1400, 0, 400
96, 2, 4, 2, 1, 1, 4, 0, 0, 1400, 0, 0
97, 3, 3, 1, 1, 2, 4, 0, 1, 1400, 0, 200
98, 4, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
99, 4, 1, 1, 1, 4, 4, 0, 1, 1400, 0, 200
100, 3, 2, 1, 2, 3, 4, 0, 0, 1400, 0, 0
101, 4, 1, 1, 1, 2, 4, 0, 3, 1400, 0, 600
102, 3, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
103, 2, 4, 3, 1, 0, 3, 1, 1, 1050, 50, 0
104, 2, 3, 2, 2, 3, 4, 0, 0, 1400, 0, 0
105, 4, 2, 1, 1, 2, 4, 0, 4, 1400, 0, 800
106, 3, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
107, 2, 1, 1, 1, 0, 3, 1, 1, 1050, 50, 0
108, 3, 1, 2, 2, 0, 3, 1, 1, 1050, 50, 0
109, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
110, 3, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
111, 4, 3, 2, 1, 1, 4, 0, 1, 1400, 0, 200
112, 2, 2, 1, 1, 3, 4, 0, 0, 1400, 0, 0
113, 3, 1, 2, 2, 2, 4, 0, 1, 1400, 0, 200
114, 4, 2, 1, 1, 1, 4, 0, 3, 1400, 0, 600
115, 3, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
116, 3, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
117, 3, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
118, 2, 2, 1, 0, 1, 3, 1, 1, 1050, 50, 0
119, 2, 1, 1, 1, 0, 3, 1, 1, 1050, 50, 0
120, 2, 2, 1, 0, 0, 2, 2, 2, 700, 100, 0
121, 4, 1, 2, 2, 1, 4, 0, 1, 1400, 0, 200
122, 2, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
123, 3, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
124, 3, 4, 1, 2, 3, 4, 0, 0, 1400, 0, 0
125, 4, 3, 2, 1, 2, 4, 0, 3, 1400, 0, 600
126, 4, 2, 1, 1, 1, 4, 0, 3, 1400, 0, 600
127, 2, 1, 1, 1, 0, 3, 1, 1, 1050, 50, 0
128, 3, 1, 3, 2, 0, 3, 1, 1, 1050, 50, 0
129, 4, 1, 2, 1, 3, 4, 0, 2, 1400, 0, 400
130, 2, 3, 1, 1, 2, 4, 0, 0, 1400, 0, 0
131, 4, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
132, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
133, 0, 0, 0, 0, 0, 0, 4, 4, 0, 200, 0
134, 4, 1, 2, 2, 2, 4, 0, 0, 1400, 0, 0
135, 4, 2, 1, 1, 1, 4, 0, 3, 1400, 0, 600
136, 3, 1, 2, 3, 1, 4, 0, 0, 1400, 0, 0
137, 3, 4, 1, 2, 2, 4, 0, 1, 1400, 0, 200
138, 3, 3, 2, 1, 1, 4, 0, 2, 1400, 0, 400
139, 3, 2, 1, 2, 3, 4, 0, 1, 1400, 0, 200
140, 2, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
141, 4, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
142, 4, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
143, 2, 2, 3, 1, 0, 3, 1, 1, 1050, 50, 0
144, 1, 1, 2, 2, 0, 3, 1, 1, 1050, 50, 0
145, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
146, 3, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
147, 3, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
148, 3, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
149, 4, 3, 1, 1, 2, 4, 0, 0, 1400, 0, 0
150, 1, 2, 3, 0, 1, 3, 1, 1, 1050, 50, 0
151, 1, 1, 2, 1, 0, 3, 1, 1, 1050, 50, 0
152, 3, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
153, 3, 2, 1, 1, 1, 4, 0, 0, 1400, 0, 0
154, 4, 1, 2, 4, 1, 4, 0, 1, 1400, 0, 200
155, 3, 1, 1, 3, 2, 4, 0, 1, 1400, 0, 200
156, 0, 0, 0, 2, 1, 2, 2, 2, 700, 100, 0
157, 3, 2, 1, 1, 3, 4, 0, 0, 1400, 0, 0
158, 4, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
159, 1, 1, 1, 0, 1, 3, 1, 1, 1050, 50, 0
160, 3, 2, 3, 2, 0, 3, 1, 1, 1050, 50, 0
161, 3, 1, 2, 1, 4, 4, 0, 2, 1400, 0, 400
162, 1, 3, 1, 0, 3, 3, 1, 1, 1050, 50, 0
163, 3, 2, 2, 2, 2, 4, 0, 1, 1400, 0, 200
164, 3, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
165, 2, 1, 2, 0, 0, 2, 2, 2, 700, 100, 0
166, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
167, 3, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
168, 0, 0, 0, 1, 0, 1, 3, 3, 350, 150, 0
169, 4, 4, 2, 1, 2, 4, 0, 0, 1400, 0, 0
170, 2, 3, 1, 2, 1, 4, 0, 1, 1400, 0, 200
171, 3, 2, 3, 1, 4, 4, 0, 1, 1400, 0, 200
172, 2, 1, 2, 3, 3, 4, 0, 1, 1400, 0, 200
173, 3, 3, 1, 2, 2, 4, 0, 2, 1400, 0, 400
174, 3, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
175, 4, 1, 2, 4, 4, 4, 0, 1, 1400, 0, 200
176, 3, 1, 1, 3, 3, 4, 0, 2, 1400, 0, 400
177, 4, 2, 2, 2, 2, 4, 0, 2, 1400, 0, 400
178, 1, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
179, 2, 1, 2, 0, 0, 2, 2, 2, 700, 100, 0
180, 3, 1, 1, 2, 3, 4, 0, 0, 1400, 0, 0
181, 3, 4, 1, 1, 2, 4, 0, 1, 1400, 0, 200
182, 0, 3, 0, 0, 1, 2, 2, 2, 700, 100, 0
183, 3, 2, 3, 1, 2, 4, 0, 0, 1400, 0, 0
184, 3, 1, 2, 2, 1, 4, 0, 2, 1400, 0, 400
185, 2, 4, 1, 1, 4, 4, 0, 0, 1400, 0, 0
186, 0, 3, 0, 0, 3, 2, 2, 2, 700, 100, 0
187, 2, 2, 2, 2, 2, 4, 0, 0, 1400, 0, 0
188, 3, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
189, 4, 1, 3, 2, 2, 4, 0, 0, 1400, 0, 0
190, 4, 1, 2, 1, 1, 4, 0, 3, 1400, 0, 600
191, 0, 0, 1, 0, 0, 1, 3, 3, 350, 150, 0
192, 2, 4, 1, 0, 0, 2, 2, 2, 700, 100, 0
193, 4, 3, 4, 2, 4, 4, 0, 1, 1400, 0, 200
194, 3, 2, 3, 1, 3, 4, 0, 3, 1400, 0, 600
195, 3, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
196, 0, 0, 1, 0, 1, 2, 2, 2, 700, 100, 0
197, 0, 0, 0, 0, 0, 0, 4, 4, 0, 200, 0
198, 2, 3, 1, 0, 0, 2, 2, 2, 700, 100, 0
199, 3, 2, 2, 2, 2, 4, 0, 0, 1400, 0, 0
200, 3, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
201, 0, 0, 0, 0, 0, 0, 4, 4, 0, 200, 0
202, 3, 1, 2, 2, 0, 3, 1, 1, 1050, 50, 0
203, 2, 2, 1, 1, 3, 4, 0, 0, 1400, 0, 0
204, 2, 1, 4, 4, 2, 4, 0, 0, 1400, 0, 0
205, 4, 2, 3, 3, 1, 4, 0, 3, 1400, 0, 600
206, 3, 1, 2, 2, 2, 4, 0, 2, 1400, 0, 400
207, 1, 2, 1, 1, 1, 4, 0, 0, 1400, 0, 0
208, 2, 1, 3, 3, 0, 3, 1, 1, 1050, 50, 0
209, 2, 2, 2, 2, 3, 4, 0, 0, 1400, 0, 0
210, 2, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
211, 0, 0, 0, 0, 1, 1, 3, 3, 350, 150, 0
212, 0, 0, 0, 0, 0, 0, 4, 4, 0, 200, 0
213, 2, 2, 4, 0, 0, 2, 2, 2, 700, 100, 0
214, 4, 1, 3, 1, 2, 4, 0, 2, 1400, 0, 400
215, 3, 4, 2, 3, 1, 4, 0, 1, 1400, 0, 200
216, 2, 3, 1, 2, 1, 4, 0, 1, 1400, 0, 200
217, 3, 2, 2, 1, 3, 4, 0, 1, 1400, 0, 200
218, 2, 1, 1, 3, 2, 4, 0, 1, 1400, 0, 200
219, 4, 3, 1, 2, 1, 4, 0, 2, 1400, 0, 400
220, 4, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
221, 3, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
222, 2, 2, 2, 1, 1, 4, 0, 0, 1400, 0, 0
223, 3, 1, 1, 4, 2, 4, 0, 1, 1400, 0, 200
224, 2, 2, 2, 3, 1, 4, 0, 0, 1400, 0, 0
225, 4, 1, 1, 2, 2, 4, 0, 3, 1400, 0, 600
226, 2, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
227, 4, 2, 1, 2, 2, 4, 0, 1, 1400, 0, 200
228, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
229, 0, 0, 0, 0, 0, 0, 4, 4, 0, 200, 0
230, 3, 2, 2, 2, 0, 3, 1, 1, 1050, 50, 0
231, 1, 1, 1, 1, 4, 4, 0, 0, 1400, 0, 0
232, 1, 3, 0, 0, 3, 2, 2, 2, 700, 100, 0
233, 3, 2, 2, 1, 2, 4, 0, 1, 1400, 0, 200
234, 3, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
235, 1, 1, 0, 1, 0, 2, 2, 2, 700, 100, 0
236, 1, 2, 0, 0, 0, 1, 3, 3, 350, 150, 0
237, 2, 1, 1, 1, 0, 3, 1, 1, 1050, 50, 0
238, 3, 3, 2, 2, 0, 3, 1, 1, 1050, 50, 0
239, 2, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
240, 2, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
241, 4, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
242, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
243, 1, 1, 1, 0, 1, 3, 1, 1, 1050, 50, 0
244, 4, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
245, 1, 3, 0, 0, 0, 1, 3, 3, 350, 150, 0
246, 1, 2, 1, 0, 0, 2, 2, 2, 700, 100, 0
247, 3, 1, 3, 1, 2, 4, 0, 0, 1400, 0, 0
248, 2, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
249, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
250, 0, 0, 0, 0, 0, 0, 4, 4, 0, 200, 0
251, 1, 4, 0, 0, 0, 1, 3, 3, 350, 150, 0
252, 1, 3, 3, 0, 0, 2, 2, 2, 700, 100, 0
253, 4, 2, 2, 4, 2, 4, 0, 2, 1400, 0, 400
254, 2, 1, 1, 3, 1, 4, 0, 2, 1400, 0, 400
255, 0, 0, 0, 2, 0, 1, 3, 3, 350, 150, 0
256, 3, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
257, 4, 4, 1, 2, 1, 4, 0, 1, 1400, 0, 200
258, 4, 3, 1, 1, 2, 4, 0, 2, 1400, 0, 400
259, 0, 2, 0, 0, 1, 2, 2, 2, 700, 100, 0
260, 2, 1, 1, 3, 0, 3, 1, 1, 1050, 50, 0
261, 3, 2, 1, 2, 2, 4, 0, 0, 1400, 0, 0
262, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
263, 3, 4, 1, 1, 4, 4, 0, 0, 1400, 0, 0
264, 0, 3, 0, 0, 3, 2, 2, 2, 700, 100, 0
265, 2, 2, 4, 1, 2, 4, 0, 0, 1400, 0, 0
266, 2, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
267, 4, 1, 2, 3, 2, 4, 0, 1, 1400, 0, 200
268, 0, 0, 1, 2, 1, 3, 1, 1, 1050, 50, 0
269, 3, 4, 1, 1, 1, 4, 0, 0, 1400, 0, 0
270, 4, 3, 4, 2, 2, 4, 0, 1, 1400, 0, 200
271, 4, 2, 3, 1, 1, 4, 0, 4, 1400, 0, 800
272, 2, 1, 2, 4, 2, 4, 0, 0, 1400, 0, 0
273, 3, 1, 1, 3, 1, 4, 0, 2, 1400, 0, 400
274, 3, 3, 2, 2, 2, 4, 0, 0, 1400, 0, 0
275, 4, 2, 1, 1, 1, 4, 0, 4, 1400, 0, 800
276, 3, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
277, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
278, 1, 1, 0, 0, 0, 1, 3, 3, 350, 150, 0
279, 4, 3, 2, 1, 1, 4, 0, 0, 1400, 0, 0
280, 1, 2, 1, 3, 0, 3, 1, 1, 1050, 50, 0
281, 0, 1, 0, 2, 0, 2, 2, 2, 700, 100, 0
282, 3, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
283, 2, 2, 2, 2, 0, 3, 1, 1, 1050, 50, 0
284, 3, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
285, 3, 3, 2, 1, 0, 3, 1, 1, 1050, 50, 0
286, 3, 2, 1, 3, 1, 4, 0, 1, 1400, 0, 200
287, 4, 1, 2, 2, 2, 4, 0, 2, 1400, 0, 400
288, 1, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
289, 1, 3, 0, 0, 0, 1, 3, 3, 350, 150, 0
290, 2, 2, 1, 2, 0, 3, 1, 1, 1050, 50, 0
291, 3, 1, 4, 1, 3, 4, 0, 1, 1400, 0, 200
292, 4, 1, 3, 3, 2, 4, 0, 2, 1400, 0, 400
293, 2, 1, 2, 2, 1, 4, 0, 1, 1400, 0, 200
294, 4, 2, 1, 1, 4, 4, 0, 2, 1400, 0, 400
295, 2, 1, 2, 2, 3, 4, 0, 0, 1400, 0, 0
296, 3, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
297, 3, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
298, 4, 2, 2, 1, 1, 4, 0, 1, 1400, 0, 200
299, 0, 1, 1, 0, 0, 2, 2, 2, 700, 100, 0
300, 4, 2, 2, 1, 2, 4, 0, 0, 1400, 0, 0
301, 4, 1, 1, 2, 1, 4, 0, 3, 1400, 0, 600
302, 3, 3, 2, 1, 2, 4, 0, 0, 1400, 0, 0
303, 2, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
304, 1, 1, 1, 0, 0, 2, 2, 2, 700, 100, 0
305, 2, 2, 2, 0, 0, 2, 2, 2, 700, 100, 0
306, 4, 1, 1, 4, 3, 4, 0, 2, 1400, 0, 400
307, 0, 0, 0, 3, 2, 2, 2, 2, 700, 100, 0
308, 4, 3, 4, 2, 1, 4, 0, 2, 1400, 0, 400
309, 4, 2, 3, 1, 1, 4, 0, 3, 1400, 0, 600
310, 4, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
311, 4, 2, 1, 2, 2, 4, 0, 1, 1400, 0, 200
312, 0, 1, 0, 1, 1, 3, 1, 1, 1050, 50, 0
313, 4, 2, 2, 1, 4, 4, 0, 0, 1400, 0, 0
314, 3, 1, 1, 3, 3, 4, 0, 2, 1400, 0, 400
315, 3, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
316, 4, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
317, 3, 2, 4, 1, 1, 4, 0, 0, 1400, 0, 0
318, 3, 1, 3, 2, 1, 4, 0, 1, 1400, 0, 200
319, 3, 2, 2, 1, 2, 4, 0, 1, 1400, 0, 200
320, 2, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
321, 1, 1, 0, 0, 0, 1, 3, 3, 350, 150, 0
322, 4, 4, 1, 1, 2, 4, 0, 0, 1400, 0, 0
323, 2, 3, 2, 1, 1, 4, 0, 0, 1400, 0, 0
324, 2, 2, 1, 2, 2, 4, 0, 0, 1400, 0, 0
325, 2, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
326, 4, 2, 1, 2, 1, 4, 0, 1, 1400, 0, 200
327, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
328, 4, 2, 2, 3, 1, 4, 0, 0, 1400, 0, 0
329, 2, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
330, 3, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
331, 1, 1, 2, 0, 0, 2, 2, 2, 700, 100, 0
332, 3, 2, 1, 2, 2, 4, 0, 0, 1400, 0, 0
333, 3, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
334, 3, 1, 2, 2, 0, 3, 1, 1, 1050, 50, 0
335, 4, 1, 1, 1, 4, 4, 0, 2, 1400, 0, 400
336, 0, 0, 0, 0, 3, 1, 3, 3, 350, 150, 0
337, 3, 2, 2, 2, 2, 4, 0, 0, 1400, 0, 0
338, 4, 1, 1, 1, 1, 4, 0, 4, 1400, 0, 800
339, 2, 3, 2, 0, 0, 2, 2, 2, 700, 100, 0
340, 3, 2, 1, 3, 2, 4, 0, 1, 1400, 0, 200
341, 0, 1, 0, 2, 1, 3, 1, 1, 1050, 50, 0
342, 2, 1, 1, 1, 0, 3, 1, 1, 1050, 50, 0
343, 3, 2, 2, 3, 0, 3, 1, 1, 1050, 50, 0
344, 3, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
345, 1, 1, 0, 1, 0, 2, 2, 2, 700, 100, 0
346, 3, 2, 1, 3, 0, 3, 1, 1, 1050, 50, 0
347, 1, 1, 1, 2, 0, 3, 1, 1, 1050, 50, 0
348, 0, 0, 0, 1, 0, 1, 3, 3, 350, 150, 0
349, 2, 3, 1, 0, 0, 2, 2, 2, 700, 100, 0
350, 2, 2, 2, 1, 0, 3, 1, 1, 1050, 50, 0
351, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
352, 2, 2, 2, 0, 1, 3, 1, 1, 1050, 50, 0
353, 0, 1, 1, 0, 0, 2, 2, 2, 700, 100, 0
354, 3, 4, 4, 3, 0, 3, 1, 1, 1050, 50, 0
355, 3, 3, 3, 2, 2, 4, 0, 2, 1400, 0, 400
356, 4, 2, 2, 1, 1, 4, 0, 4, 1400, 0, 800
357, 2, 1, 1, 4, 1, 4, 0, 0, 1400, 0, 0
358, 3, 1, 4, 3, 1, 4, 0, 0, 1400, 0, 0
359, 3, 2, 3, 2, 3, 4, 0, 1, 1400, 0, 200
360, 4, 1, 2, 1, 2, 4, 0, 4, 1400, 0, 800
361, 2, 2, 1, 2, 1, 4, 0, 0, 1400, 0, 0
362, 1, 1, 3, 1, 0, 3, 1, 1, 1050, 50, 0
363, 3, 1, 2, 3, 4, 4, 0, 0, 1400, 0, 0
364, 2, 1, 1, 2, 3, 4, 0, 1, 1400, 0, 200
365, 0, 0, 0, 1, 2, 2, 2, 2, 700, 100, 0
