days, cars_request, car1, car2, car3, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
205, 4, 1, 2, 1, 3, 0, 2, 1050, 0, 400
206, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
207, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
208, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
209, 3, 2, 2, 1, 3, 0, 0, 1050, 0, 0
210, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
211, 2, 2, 3, 0, 2, 1, 0, 700, 50, 0
212, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
213, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
214, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
215, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
216, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
217, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
218, 3, 1, 2, 3, 3, 0, 0, 1050, 0, 0
219, 0, 0, 1, 2, 2, 1, 0, 700, 50, 0
220, 3, 3, 3, 1, 3, 0, 1, 1050, 0, 200
221, 4, 2, 2, 1, 3, 0, 3, 1050, 0, 600
222, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
223, 2, 3, 2, 1, 3, 0, 0, 1050, 0, 0
224, 3, 2, 1, 2, 3, 0, 2, 1050, 0, 400
225, 0, 1, 0, 1, 2, 1, 0, 700, 50, 0
226, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
227, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
228, 4, 1, 1, 1, 3, 0, 1, 1050, 0, 200
229, 2, 1, 2, 0, 2, 1, 0, 700, 50, 0
230, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
231, 2, 2, 4, 0, 2, 1, 0, 700, 50, 0
232, 4, 1, 3, 3, 3, 0, 3, 1050, 0, 600
233, 4, 2, 2, 2, 3, 0, 3, 1050, 0, 600
234, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
235, 3, 2, 3, 2, 3, 0, 0, 1050, 0, 0
236, 4, 1, 2, 1, 3, 0, 4, 1050, 0, 800
237, 3, 2, 1, 3, 3, 0, 1, 1050, 0, 200
238, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
239, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
240, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
241, 1, 4, 0, 1, 2, 1, 0, 700, 50, 0
242, 2, 3, 1, 3, 3, 0, 0, 1050, 0, 0
243, 2, 2, 2, 2, 3, 0, 1, 1050, 0, 200
244, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
245, 4, 1, 2, 1, 3, 0, 1, 1050, 0, 200
246, 3, 4, 1, 4, 3, 0, 1, 1050, 0, 200
247, 0, 3, 0, 3, 2, 1, 0, 700, 50, 0
248, 3, 2, 1, 2, 3, 0, 2, 1050, 0, 400
249, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
250, 2, 1, 1, 3, 3, 0, 0, 1050, 0, 0
251, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
252, 3, 1, 3, 1, 3, 0, 2, 1050, 0, 400
253, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
254, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
255, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
256, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
257, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
258, 3, 1, 3, 2, 3, 0, 0, 1050, 0, 0
259, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
260, 2, 2, 1, 3, 3, 0, 0, 1050, 0, 0
261, 1, 1, 2, 2, 3, 0, 0, 1050, 0, 0
262, 0, 0, 1, 1, 2, 1, 0, 700, 50, 0
263, 3, 4, 2, 3, 3, 0, 0, 1050, 0, 0
264, 1, 3, 1, 2, 3, 0, 1, 1050, 0, 200
265, 1, 2, 2, 1, 3, 0, 0, 1050, 0, 0
266, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
267, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
268, 4, 4, 1, 4, 3, 0, 1, 1050, 0, 200
269, 3, 3, 1, 3, 3, 0, 2, 1050, 0, 400
270, 3, 2, 3, 2, 3, 0, 2, 1050, 0, 400
271, 4, 1, 2, 1, 3, 0, 4, 1050, 0, 800
272, 4, 3, 1, 1, 3, 0, 2, 1050, 0, 400
273, 4, 2, 1, 3, 3, 0, 2, 1050, 0, 400
274, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
275, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
276, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
277, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
278, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
279, 4, 3, 1, 2, 3, 0, 1, 1050, 0, 200
280, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
281, 2, 1, 1, 3, 3, 0, 0, 1050, 0, 0
282, 4, 2, 2, 2, 3, 0, 2, 1050, 0, 400
283, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
284, 4, 1, 2, 1, 3, 0, 1, 1050, 0, 200
285, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
286, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
287, 2, 2, 1, 1, 3, 0, 0, 1050, 0, 0
288, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
289, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
290, 3, 1, 3, 1, 3, 0, 1, 1050, 0, 200
291, 4, 1, 2, 2, 3, 0, 2, 1050, 0, 400
292, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
293, 4, 1, 1, 2, 3, 0, 1, 1050, 0, 200
294, 2, 2, 3, 1, 3, 0, 0, 1050, 0, 0
295, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
296, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
297, 2, 1, 3, 1, 3, 0, 1, 1050, 0, 200
298, 2, 4, 2, 3, 3, 0, 0, 1050, 0, 0
299, 4, 3, 1, 2, 3, 0, 4, 1050, 0, 800
300, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
301, 2, 1, 3, 3, 3, 0, 0, 1050, 0, 0
302, 3, 3, 2, 2, 3, 0, 2, 1050, 0, 400
303, 4, 2, 1, 1, 3, 0, 4, 1050, 0, 800
304, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
305, 3, 1, 3, 3, 3, 0, 0, 1050, 0, 0
306, 4, 4, 2, 2, 3, 0, 3, 1050, 0, 600
307, 3, 3, 1, 1, 3, 0, 3, 1050, 0, 600
308, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
309, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
310, 4, 4, 2, 2, 3, 0, 1, 1050, 0, 200
311, 3, 3, 1, 1, 3, 0, 3, 1050, 0, 600
312, 4, 2, 2, 1, 3, 0, 2, 1050, 0, 400
313, 1, 1, 1, 4, 3, 0, 0, 1050, 0, 0
314, 2, 1, 2, 3, 3, 0, 0, 1050, 0, 0
315, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
316, 2, 2, 2, 1, 3, 0, 0, 1050, 0, 0
317, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
318, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
319, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
320, 4, 3, 2, 4, 3, 0, 1, 1050, 0, 200
321, 4, 2, 1, 3, 3, 0, 4, 1050, 0, 800
322, 3, 1, 2, 2, 3, 0, 2, 1050, 0, 400
323, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
324, 4, 1, 1, 4, 3, 0, 2, 1050, 0, 400
325, 2, 2, 2, 3, 3, 0, 0, 1050, 0, 0
326, 4, 1, 1, 2, 3, 0, 4, 1050, 0, 800
327, 4, 2, 2, 1, 3, 0, 2, 1050, 0, 400
328, 1, 1, 1, 2, 3, 0, 0, 1050, 0, 0
329, 3, 2, 3, 1, 3, 0, 1, 1050, 0, 200
330, 2, 1, 2, 2, 3, 0, 1, 1050, 0, 200
331, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
332, 4, 1, 4, 1, 3, 0, 2, 1050, 0, 400
333, 0, 0, 3, 0, 1, 2, 0, 350, 100, 0
334, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
335, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
336, 1, 4, 0, 0, 1, 2, 0, 350, 100, 0
337, 2, 3, 1, 2, 3, 0, 0, 1050, 0, 0
338, 0, 2, 0, 1, 2, 1, 0, 700, 50, 0
339, 2, 1, 2, 3, 3, 0, 0, 1050, 0, 0
340, 4, 3, 1, 2, 3, 0, 3, 1050, 0, 600
341, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
342, 4, 1, 1, 2, 3, 0, 2, 1050, 0, 400
343, 3, 3, 2, 1, 3, 0, 1, 1050, 0, 200
344, 2, 2, 1, 2, 3, 0, 1, 1050, 0, 200
345, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
346, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
347, 4, 1, 2, 4, 3, 0, 1, 1050, 0, 200
348, 4, 1, 1, 3, 3, 0, 3, 1050, 0, 600
349, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
350, 2, 3, 1, 1, 3, 0, 1, 1050, 0, 200
351, 2, 2, 2, 1, 3, 0, 0, 1050, 0, 0
352, 3, 1, 1, 3, 3, 0, 2, 1050, 0, 400
353, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
354, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
355, 2, 3, 1, 0, 2, 1, 0, 700, 50, 0
356, 3, 2, 2, 2, 3, 0, 1, 1050, 0, 200
357, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
358, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
359, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
360, 3, 3, 1, 1, 3, 0, 0, 1050, 0, 0
361, 3, 2, 1, 3, 3, 0, 1, 1050, 0, 200
362, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
363, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
364, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
365, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
