days, cars_request, car1, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
44, 4, 1, 1, 0, 3, 350, 0, 600
45, 0, 0, 0, 1, 0, 0, 50, 0
46, 2, 2, 1, 0, 1, 350, 0, 200
47, 4, 1, 1, 0, 4, 350, 0, 800
48, 3, 1, 1, 0, 2, 350, 0, 400
49, 4, 2, 1, 0, 3, 350, 0, 600
50, 3, 1, 1, 0, 3, 350, 0, 600
51, 2, 1, 1, 0, 1, 350, 0, 200
52, 3, 1, 1, 0, 2, 350, 0, 400
53, 1, 1, 1, 0, 0, 350, 0, 0
54, 3, 2, 1, 0, 2, 350, 0, 400
55, 3, 1, 1, 0, 3, 350, 0, 600
56, 2, 1, 1, 0, 1, 350, 0, 200
57, 2, 2, 1, 0, 1, 350, 0, 200
58, 4, 1, 1, 0, 4, 350, 0, 800
59, 2, 1, 1, 0, 1, 350, 0, 200
60, 2, 2, 1, 0, 1, 350, 0, 200
61, 4, 1, 1, 0, 4, 350, 0, 800
62, 4, 3, 1, 0, 3, 350, 0, 600
63, 4, 2, 1, 0, 4, 350, 0, 800
64, 2, 1, 1, 0, 2, 350, 0, 400
65, 4, 3, 1, 0, 3, 350, 0, 600
66, 4, 2, 1, 0, 4, 350, 0, 800
67, 3, 1, 1, 0, 3, 350, 0, 600
68, 0, 0, 0, 1, 0, 0, 50, 0
69, 0, 0, 0, 1, 0, 0, 50, 0
70, 3, 4, 1, 0, 2, 350, 0, 400
71, 4, 3, 1, 0, 4, 350, 0, 800
72, 3, 2, 1, 0, 3, 350, 0, 600
73, 3, 1, 1, 0, 3, 350, 0, 600
74, 4, 4, 1, 0, 3, 350, 0, 600
75, 3, 3, 1, 0, 3, 350, 0, 600
76, 2, 2, 1, 0, 2, 350, 0, 400
77, 3, 1, 1, 0, 3, 350, 0, 600
78, 3, 2, 1, 0, 2, 350, 0, 400
79, 2, 1, 1, 0, 2, 350, 0, 400
80, 0, 0, 0, 1, 0, 0, 50, 0
81, 3, 1, 1, 0, 2, 350, 0, 400
82, 3, 1, 1, 0, 2, 350, 0, 400
83, 3, 1, 1, 0, 2, 350, 0, 400
84, 0, 0, 0, 1, 0, 0, 50, 0
85, 4, 1, 1, 0, 3, 350, 0, 600
86, 2, 2, 1, 0, 1, 350, 0, 200
87, 2, 1, 1, 0, 2, 350, 0, 400
88, 1, 4, 1, 0, 0, 350, 0, 0
89, 3, 3, 1, 0, 3, 350, 0, 600
90, 0, 2, 1, 0, 0, 350, 0, 0
91, 1, 1, 1, 0, 1, 350, 0, 200
92, 2, 2, 1, 0, 1, 350, 0, 200
93, 1, 1, 1, 0, 1, 350, 0, 200
94, 2, 1, 1, 0, 1, 350, 0, 200
95, 2, 1, 1, 0, 1, 350, 0, 200
96, 2, 2, 1, 0, 1, 350, 0, 200
97, 3, 1, 1, 0, 3, 350, 0, 600
98, 1, 1, 1, 0, 0, 350, 0, 0
99, 4, 2, 1, 0, 3, 350, 0, 600
100, 4, 1, 1, 0, 4, 350, 0, 800
101, 2, 4, 1, 0, 1, 350, 0, 200
102, 4, 3, 1, 0, 4, 350, 0, 800
103, 4, 2, 1, 0, 4, 350, 0, 800
104, 3, 1, 1, 0, 3, 350, 0, 600
105, 4, 1, 1, 0, 3, 350, 0, 600
106, 2, 1, 1, 0, 1, 350, 0, 200
107, 0, 0, 0, 1, 0, 0, 50, 0
108, 0, 0, 0, 1, 0, 0, 50, 0
109, 3, 1, 1, 0, 2, 350, 0, 400
110, 4, 2, 1, 0, 3, 350, 0, 600
111, 4, 1, 1, 0, 4, 350, 0, 800
112, 4, 1, 1, 0, 3, 350, 0, 600
113, 1, 3, 1, 0, 0, 350, 0, 0
114, 2, 2, 1, 0, 2, 350, 0, 400
115, 3, 1, 1, 0, 3, 350, 0, 600
116, 4, 1, 1, 0, 3, 350, 0, 600
117, 0, 0, 0, 1, 0, 0, 50, 0
118, 2, 2, 1, 0, 1, 350, 0, 200
119, 2, 1, 1, 0, 2, 350, 0, 400
120, 3, 1, 1, 0, 2, 350, 0, 400
121, 3, 3, 1, 0, 2, 350, 0, 400
122, 2, 2, 1, 0, 2, 350, 0, 400
123, 3, 1, 1, 0, 3, 350, 0, 600
124, 3, 4, 1, 0, 2, 350, 0, 400
125, 3, 3, 1, 0, 3, 350, 0, 600
126, 0, 2, 1, 0, 0, 350, 0, 0
127, 3, 1, 1, 0, 3, 350, 0, 600
128, 4, 4, 1, 0, 3, 350, 0, 600
129, 0, 3, 1, 0, 0, 350, 0, 0
130, 3, 2, 1, 0, 3, 350, 0, 600
131, 2, 1, 1, 0, 2, 350, 0, 400
132, 4, 2, 1, 0, 3, 350, 0, 600
133, 1, 1, 1, 0, 1, 350, 0, 200
134, 2, 1, 1, 0, 1, 350, 0, 200
135, 4, 1, 1, 0, 3, 350, 0, 600
136, 4, 2, 1, 0, 3, 350, 0, 600
137, 0, 1, 1, 0, 0, 350, 0, 0
138, 0, 0, 0, 1, 0, 0, 50, 0
139, 3, 2, 1, 0, 2, 350, 0, 400
140, 4, 1, 1, 0, 4, 350, 0, 800
141, 2, 2, 1, 0, 1, 350, 0, 200
142, 4, 1, 1, 0, 4, 350, 0, 800
143, 3, 1, 1, 0, 2, 350, 0, 400
144, 3, 2, 1, 0, 2, 350, 0, 400
145, 2, 1, 1, 0, 2, 350, 0, 400
146, 1, 3, 1, 0, 0, 350, 0, 0
147, 0, 2, 1, 0, 0, 350, 0, 0
148, 1, 1, 1, 0, 1, 350, 0, 200
149, 4, 2, 1, 0, 3, 350, 0, 600
150, 4, 1, 1, 0, 4, 350, 0, 800
151, 4, 2, 1, 0, 3, 350, 0, 600
152, 4, 1, 1, 0, 4, 350, 0, 800
153, 3, 2, 1, 0, 2, 350, 0, 400
154, 0, 1, 1, 0, 0, 350, 0, 0
155, 4, 3, 1, 0, 3, 350, 0, 600
156, 4, 2, 1, 0, 4, 350, 0, 800
157, 2, 1, 1, 0, 2, 350, 0, 400
158, 2, 1, 1, 0, 1, 350, 0, 200
159, 2, 1, 1, 0, 1, 350, 0, 200
160, 4, 1, 1, 0, 3, 350, 0, 600
161, 0, 0, 0, 1, 0, 0, 50, 0
162, 3, 1, 1, 0, 2, 350, 0, 400
163, 4, 2, 1, 0, 3, 350, 0, 600
164, 3, 1, 1, 0, 3, 350, 0, 600
165, 0, 0, 0, 1, 0, 0, 50, 0
166, 3, 1, 1, 0, 2, 350, 0, 400
167, 4, 2, 1, 0, 3, 350, 0, 600
168, 3, 1, 1, 0, 3, 350, 0, 600
169, 2, 4, 1, 0, 1, 350, 0, 200
170, 4, 3, 1, 0, 4, 350, 0, 800
171, 4, 2, 1, 0, 4, 350, 0, 800
172, 3, 1, 1, 0, 3, 350, 0, 600
173, 3, 1, 1, 0, 2, 350, 0, 400
174, 0, 0, 0, 1, 0, 0, 50, 0
175, 3, 3, 1, 0, 2, 350, 0, 400
176, 1, 2, 1, 0, 1, 350, 0, 200
177, 1, 1, 1, 0, 1, 350, 0, 200
178, 2, 1, 1, 0, 1, 350, 0, 200
179, 3, 1, 1, 0, 2, 350, 0, 400
180, 2, 1, 1, 0, 1, 350, 0, 200
181, 0, 0, 0, 1, 0, 0, 50, 0
182, 2, 2, 1, 0, 1, 350, 0, 200
183, 2, 1, 1, 0, 2, 350, 0, 400
184, 3, 1, 1, 0, 2, 350, 0, 400
185, 1, 2, 1, 0, 0, 350, 0, 0
186, 3, 1, 1, 0, 3, 350, 0, 600
187, 4, 2, 1, 0, 3, 350, 0, 600
188, 3, 1, 1, 0, 3, 350, 0, 600
189, 4, 1, 1, 0, 3, 350, 0, 600
190, 3, 2, 1, 0, 2, 350, 0, 400
191, 4, 1, 1, 0, 4, 350, 0, 800
192, 4, 1, 1, 0, 3, 350, 0, 600
193, 4, 2, 1, 0, 3, 350, 0, 600
194, 4, 1, 1, 0, 4, 350, 0, 800
195, 3, 1, 1, 0, 2, 350, 0, 400
196, 0, 0, 0, 1, 0, 0, 50, 0
197, 4, 3, 1, 0, 3, 350, 0, 600
198, 2, 2, 1, 0, 2, 350, 0, 400
199, 3, 1, 1, 0, 3, 350, 0, 600
200, 3, 3, 1, 0, 2, 350, 0, 400
201, 2, 2, 1, 0, 2, 350, 0, 400
202, 2, 1, 1, 0, 2, 350, 0, 400
203, 4, 3, 1, 0, 3, 350, 0, 600
204, 0, 2, 1, 0, 0, 350, 0, 0
205, 2, 1, 1, 0, 2, 350, 0, 400
206, 3, 2, 1, 0, 2, 350, 0, 400
207, 3, 1, 1, 0, 3, 350, 0, 600
208, 4, 2, 1, 0, 3, 350, 0, 600
209, 0, 1, 1, 0, 0, 350, 0, 0
210, 3, 1, 1, 0, 2, 350, 0, 400
211, 0, 0, 0, 1, 0, 0, 50, 0
212, 3, 2, 1, 0, 2, 350, 0, 400
213, 1, 1, 1, 0, 1, 350, 0, 200
214, 0, 0, 0, 1, 0, 0, 50, 0
215, 4, 1, 1, 0, 3, 350, 0, 600
216, 0, 0, 0, 1, 0, 0, 50, 0
217, 4, 1, 1, 0, 3, 350, 0, 600
218, 0, 0, 0, 1, 0, 0, 50, 0
219, 4, 2, 1, 0, 3, 350, 0, 600
220, 3, 1, 1, 0, 3, 350, 0, 600
221, 1, 1, 1, 0, 0, 350, 0, 0
222, 0, 0, 0, 1, 0, 0, 50, 0
223, 2, 1, 1, 0, 1, 350, 0, 200
224, 4, 1, 1, 0, 3, 350, 0, 600
225, 4, 1, 1, 0, 3, 350, 0, 600
226, 4, 3, 1, 0, 3, 350, 0, 600
227, 3, 2, 1, 0, 3, 350, 0, 600
228, 4, 1, 1, 0, 4, 350, 0, 800
229, 2, 3, 1, 0, 1, 350, 0, 200
230, 4, 2, 1, 0, 4, 350, 0, 800
231, 1, 1, 1, 0, 1, 350, 0, 200
232, 4, 1, 1, 0, 3, 350, 0, 600
233, 4, 1, 1, 0, 3, 350, 0, 600
234, 0, 0, 0, 1, 0, 0, 50, 0
235, 4, 1, 1, 0, 3, 350, 0, 600
236, 4, 3, 1, 0, 3, 350, 0, 600
237, 1, 2, 1, 0, 1, 350, 0, 200
238, 3, 1, 1, 0, 3, 350, 0, 600
239, 3, 1, 1, 0, 2, 350, 0, 400
240, 3, 1, 1, 0, 2, 350, 0, 400
241, 4, 1, 1, 0, 3, 350, 0, 600
242, 1, 3, 1, 0, 0, 350, 0, 0
243, 4, 2, 1, 0, 4, 350, 0, 800
244, 2, 1, 1, 0, 2, 350, 0, 400
245, 3, 1, 1, 0, 2, 350, 0, 400
246, 2, 3, 1, 0, 1, 350, 0, 200
247, 0, 2, 1, 0, 0, 350, 0, 0
248, 0, 1, 1, 0, 0, 350, 0, 0
249, 2, 1, 1, 0, 1, 350, 0, 200
250, 2, 4, 1, 0, 1, 350, 0, 200
251, 2, 3, 1, 0, 2, 350, 0, 400
252, 2, 2, 1, 0, 2, 350, 0, 400
253, 2, 1, 1, 0, 2, 350, 0, 400
254, 3, 3, 1, 0, 2, 350, 0, 400
255, 3, 2, 1, 0, 3, 350, 0, 600
256, 4, 1, 1, 0, 4, 350, 0, 800
257, 2, 1, 1, 0, 1, 350, 0, 200
258, 3, 1, 1, 0, 2, 350, 0, 400
259, 4, 1, 1, 0, 3, 350, 0, 600
260, 4, 1, 1, 0, 3, 350, 0, 600
261, 4, 4, 1, 0, 3, 350, 0, 600
262, 2, 3, 1, 0, 2, 350, 0, 400
263, 4, 2, 1, 0, 4, 350, 0, 800
264, 2, 1, 1, 0, 2, 350, 0, 400
265, 4, 1, 1, 0, 3, 350, 0, 600
266, 2, 3, 1, 0, 1, 350, 0, 200
267, 4, 2, 1, 0, 4, 350, 0, 800
268, 2, 1, 1, 0, 2, 350, 0, 400
269, 1, 2, 1, 0, 0, 350, 0, 0
270, 2, 1, 1, 0, 2, 350, 0, 400
271, 2, 3, 1, 0, 1, 350, 0, 200
272, 3, 2, 1, 0, 3, 350, 0, 600
273, 4, 1, 1, 0, 4, 350, 0, 800
274, 4, 2, 1, 0, 3, 350, 0, 600
275, 4, 1, 1, 0, 4, 350, 0, 800
276, 2, 3, 1, 0, 1, 350, 0, 200
277, 1, 2, 1, 0, 1, 350, 0, 200
278, 4, 1, 1, 0, 4, 350, 0, 800
279, 4, 2, 1, 0, 3, 350, 0, 600
280, 3, 1, 1, 0, 3, 350, 0, 600
281, 3, 1, 1, 0, 2, 350, 0, 400
282, 3, 3, 1, 0, 2, 350, 0, 400
283, 2, 2, 1, 0, 2, 350, 0, 400
284, 3, 1, 1, 0, 3, 350, 0, 600
285, 3, 1, 1, 0, 2, 350, 0, 400
286, 4, 2, 1, 0, 3, 350, 0, 600
287, 2, 1, 1, 0, 2, 350, 0, 400
288, 3, 1, 1, 0, 2, 350, 0, 400
289, 3, 3, 1, 0, 2, 350, 0, 400
290, 3, 2, 1, 0, 3, 350, 0, 600
291, 2, 1, 1, 0, 2, 350, 0, 400
292, 4, 1, 1, 0, 3, 350, 0, 600
293, 4, 1, 1, 0, 3, 350, 0, 600
294, 0, 0, 0, 1, 0, 0, 50, 0
295, 2, 2, 1, 0, 1, 350, 0, 200
296, 1, 1, 1, 0, 1, 350, 0, 200
297, 3, 2, 1, 0, 2, 350, 0, 400
298, 3, 1, 1, 0, 3, 350, 0, 600
299, 3, 2, 1, 0, 2, 350, 0, 400
300, 3, 1, 1, 0, 3, 350, 0, 600
301, 2, 1, 1, 0, 1, 350, 0, 200
302, 2, 2, 1, 0, 1, 350, 0, 200
303, 3, 1, 1, 0, 3, 350, 0, 600
304, 4, 1, 1, 0, 3, 350, 0, 600
305, 2, 2, 1, 0, 1, 350, 0, 200
306, 4, 1, 1, 0, 4, 350, 0, 800
307, 3, 2, 1, 0, 2, 350, 0, 400
308, 4, 1, 1, 0, 4, 350, 0, 800
309, 3, 1, 1, 0, 2, 350, 0, 400
310, 2, 2, 1, 0, 1, 350, 0, 200
311, 4, 1, 1, 0, 4, 350, 0, 800
312, 2, 1, 1, 0, 1, 350, 0, 200
313, 4, 2, 1, 0, 3, 350, 0, 600
314, 3, 1, 1, 0, 3, 350, 0, 600
315, 4, 2, 1, 0, 3, 350, 0, 600
316, 4, 1, 1, 0, 4, 350, 0, 800
317, 3, 4, 1, 0, 2, 350, 0, 400
318, 2, 3, 1, 0, 2, 350, 0, 400
319, 4, 2, 1, 0, 4, 350, 0, 800
320, 2, 1, 1, 0, 2, 350, 0, 400
321, 0, 0, 0, 1, 0, 0, 50, 0
322, 0, 0, 0, 1, 0, 0, 50, 0
323, 2, 4, 1, 0, 1, 350, 0, 200
324, 2, 3, 1, 0, 2, 350, 0, 400
325, 3, 2, 1, 0, 3, 350, 0, 600
326, 0, 1, 1, 0, 0, 350, 0, 0
327, 3, 1, 1, 0, 2, 350, 0, 400
328, 3, 3, 1, 0, 2, 350, 0, 400
329, 4, 2, 1, 0, 4, 350, 0, 800
330, 4, 1, 1, 0, 4, 350, 0, 800
331, 4, 3, 1, 0, 3, 350, 0, 600
332, 3, 2, 1, 0, 3, 350, 0, 600
333, 4, 1, 1, 0, 4, 350, 0, 800
334, 3, 1, 1, 0, 2, 350, 0, 400
335, 3, 4, 1, 0, 2, 350, 0, 400
336, 3, 3, 1, 0, 3, 350, 0, 600
337, 2, 2, 1, 0, 2, 350, 0, 400
338, 3, 1, 1, 0, 3, 350, 0, 600
339, 4, 2, 1, 0, 3, 350, 0, 600
340, 3, 1, 1, 0, 3, 350, 0, 600
341, 1, 3, 1, 0, 0, 350, 0, 0
342, 2, 2, 1, 0, 2, 350, 0, 400
343, 3, 1, 1, 0, 3, 350, 0, 600
344, 2, 1, 1, 0, 1, 350, 0, 200
345, 1, 4, 1, 0, 0, 350, 0, 0
346, 2, 3, 1, 0, 2, 350, 0, 400
347, 4, 2, 1, 0, 4, 350, 0, 800
348, 0, 1, 1, 0, 0, 350, 0, 0
349, 0, 0, 0, 1, 0, 0, 50, 0
350, 4, 2, 1, 0, 3, 350, 0, 600
351, 0, 1, 1, 0, 0, 350, 0, 0
352, 2, 2, 1, 0, 1, 350, 0, 200
353, 3, 1, 1, 0, 3, 350, 0, 600
354, 1, 1, 1, 0, 0, 350, 0, 0
355, 2, 2, 1, 0, 1, 350, 0, 200
356, 3, 1, 1, 0, 3, 350, 0, 600
357, 1, 4, 1, 0, 0, 350, 0, 0
358, 3, 3, 1, 0, 3, 350, 0, 600
359, 0, 2, 1, 0, 0, 350, 0, 0
360, 0, 1, 1, 0, 0, 350, 0, 0
361, 4, 2, 1, 0, 3, 350, 0, 600
362, 0, 1, 1, 0, 0, 350, 0, 0
363, 2, 2, 1, 0, 1, 350, 0, 200
364, 4, 1, 1, 0, 4, 350, 0, 800
365, 4, 2, 1, 0, 3, 350, 0, 600
