days, cars_request, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
96, 0, 0, 0, 0, 0, 0, 0
97, 2, 0, 0, 2, 0, 0, 400
98, 4, 0, 0, 4, 0, 0, 800
99, 3, 0, 0, 3, 0, 0, 600
100, 4, 0, 0, 4, 0, 0, 800
101, 2, 0, 0, 2, 0, 0, 400
102, 4, 0, 0, 4, 0, 0, 800
103, 4, 0, 0, 4, 0, 0, 800
104, 2, 0, 0, 2, 0, 0, 400
105, 1, 0, 0, 1, 0, 0, 200
106, 4, 0, 0, 4, 0, 0, 800
107, 3, 0, 0, 3, 0, 0, 600
108, 4, 0, 0, 4, 0, 0, 800
109, 1, 0, 0, 1, 0, 0, 200
110, 3, 0, 0, 3, 0, 0, 600
111, 4, 0, 0, 4, 0, 0, 800
112, 1, 0, 0, 1, 0, 0, 200
113, 1, 0, 0, 1, 0, 0, 200
114, 4, 0, 0, 4, 0, 0, 800
115, 3, 0, 0, 3, 0, 0, 600
116, 4, 0, 0, 4, 0, 0, 800
117, 3, 0, 0, 3, 0, 0, 600
118, 2, 0, 0, 2, 0, 0, 400
119, 2, 0, 0, 2, 0, 0, 400
120, 4, 0, 0, 4, 0, 0, 800
121, 4, 0, 0, 4, 0, 0, 800
122, 4, 0, 0, 4, 0, 0, 800
123, 0, 0, 0, 0, 0, 0, 0
124, 2, 0, 0, 2, 0, 0, 400
125, 3, 0, 0, 3, 0, 0, 600
126, 4, 0, 0, 4, 0, 0, 800
127, 3, 0, 0, 3, 0, 0, 600
128, 3, 0, 0, 3, 0, 0, 600
129, 3, 0, 0, 3, 0, 0, 600
130, 0, 0, 0, 0, 0, 0, 0
131, 3, 0, 0, 3, 0, 0, 600
132, 0, 0, 0, 0, 0, 0, 0
133, 2, 0, 0, 2, 0, 0, 400
134, 2, 0, 0, 2, 0, 0, 400
135, 4, 0, 0, 4, 0, 0, 800
136, 2, 0, 0, 2, 0, 0, 400
137, 4, 0, 0, 4, 0, 0, 800
138, 2, 0, 0, 2, 0, 0, 400
139, 4, 0, 0, 4, 0, 0, 800
140, 4, 0, 0, 4, 0, 0, 800
141, 4, 0, 0, 4, 0, 0, 800
142, 3, 0, 0, 3, 0, 0, 600
143, 3, 0, 0, 3, 0, 0, 600
144, 4, 0, 0, 4, 0, 0, 800
145, 3, 0, 0, 3, 0, 0, 600
146, 0, 0, 0, 0, 0, 0, 0
147, 4, 0, 0, 4, 0, 0, 800
148, 1, 0, 0, 1, 0, 0, 200
149, 2, 0, 0, 2, 0, 0, 400
150, 4, 0, 0, 4, 0, 0, 800
151, 4, 0, 0, 4, 0, 0, 800
152, 3, 0, 0, 3, 0, 0, 600
153, 3, 0, 0, 3, 0, 0, 600
154, 1, 0, 0, 1, 0, 0, 200
155, 4, 0, 0, 4, 0, 0, 800
156, 4, 0, 0, 4, 0, 0, 800
157, 3, 0, 0, 3, 0, 0, 600
158, 2, 0, 0, 2, 0, 0, 400
159, 2, 0, 0, 2, 0, 0, 400
160, 3, 0, 0, 3, 0, 0, 600
161, 4, 0, 0, 4, 0, 0, 800
162, 3, 0, 0, 3, 0, 0, 600
163, 2, 0, 0, 2, 0, 0, 400
164, 2, 0, 0, 2, 0, 0, 400
165, 3, 0, 0, 3, 0, 0, 600
166, 4, 0, 0, 4, 0, 0, 800
167, 3, 0, 0, 3, 0, 0, 600
168, 0, 0, 0, 0, 0, 0, 0
169, 2, 0, 0, 2, 0, 0, 400
170, 2, 0, 0, 2, 0, 0, 400
171, 4, 0, 0, 4, 0, 0, 800
172, 2, 0, 0, 2, 0, 0, 400
173, 3, 0, 0, 3, 0, 0, 600
174, 4, 0, 0, 4, 0, 0, 800
175, 2, 0, 0, 2, 0, 0, 400
176, 2, 0, 0, 2, 0, 0, 400
177, 2, 0, 0, 2, 0, 0, 400
178, 3, 0, 0, 3, 0, 0, 600
179, 1, 0, 0, 1, 0, 0, 200
180, 2, 0, 0, 2, 0, 0, 400
181, 4, 0, 0, 4, 0, 0, 800
182, 4, 0, 0, 4, 0, 0, 800
183, 2, 0, 0, 2, 0, 0, 400
184, 0, 0, 0, 0, 0, 0, 0
185, 1, 0, 0, 1, 0, 0, 200
186, 3, 0, 0, 3, 0, 0, 600
187, 3, 0, 0, 3, 0, 0, 600
188, 3, 0, 0, 3, 0, 0, 600
189, 4, 0, 0, 4, 0, 0, 800
190, 1, 0, 0, 1, 0, 0, 200
191, 4, 0, 0, 4, 0, 0, 800
192, 4, 0, 0, 4, 0, 0, 800
193, 3, 0, 0, 3, 0, 0, 600
194, 0, 0, 0, 0, 0, 0, 0
195, 3, 0, 0, 3, 0, 0, 600
196, 3, 0, 0, 3, 0, 0, 600
197, 3, 0, 0, 3, 0, 0, 600
198, 4, 0, 0, 4, 0, 0, 800
199, 4, 0, 0, 4, 0, 0, 800
200, 2, 0, 0, 2, 0, 0, 400
201, 2, 0, 0, 2, 0, 0, 400
202, 4, 0, 0, 4, 0, 0, 800
203, 2, 0, 0, 2, 0, 0, 400
204, 3, 0, 0, 3, 0, 0, 600
205, 1, 0, 0, 1, 0, 0, 200
206, 2, 0, 0, 2, 0, 0, 400
207, 0, 0, 0, 0, 0, 0, 0
208, 1, 0, 0, 1, 0, 0, 200
209, 4, 0, 0, 4, 0, 0, 800
210, 1, 0, 0, 1, 0, 0, 200
211, 0, 0, 0, 0, 0, 0, 0
212, 4, 0, 0, 4, 0, 0, 800
213, 3, 0, 0, 3, 0, 0, 600
214, 4, 0, 0, 4, 0, 0, 800
215, 4, 0, 0, 4, 0, 0, 800
216, 3, 0, 0, 3, 0, 0, 600
217, 2, 0, 0, 2, 0, 0, 400
218, 1, 0, 0, 1, 0, 0, 200
219, 4, 0, 0, 4, 0, 0, 800
220, 2, 0, 0, 2, 0, 0, 400
221, 4, 0, 0, 4, 0, 0, 800
222, 2, 0, 0, 2, 0, 0, 400
223, 2, 0, 0, 2, 0, 0, 400
224, 3, 0, 0, 3, 0, 0, 600
225, 4, 0, 0, 4, 0, 0, 800
226, 2, 0, 0, 2, 0, 0, 400
227, 0, 0, 0, 0, 0, 0, 0
228, 2, 0, 0, 2, 0, 0, 400
229, 2, 0, 0, 2, 0, 0, 400
230, 3, 0, 0, 3, 0, 0, 600
231, 2, 0, 0, 2, 0, 0, 400
232, 1, 0, 0, 1, 0, 0, 200
233, 3, 0, 0, 3, 0, 0, 600
234, 4, 0, 0, 4, 0, 0, 800
235, 0, 0, 0, 0, 0, 0, 0
236, 4, 0, 0, 4, 0, 0, 800
237, 3, 0, 0, 3, 0, 0, 600
238, 4, 0, 0, 4, 0, 0, 800
239, 4, 0, 0, 4, 0, 0, 800
240, 0, 0, 0, 0, 0, 0, 0
241, 2, 0, 0, 2, 0, 0, 400
242, 3, 0, 0, 3, 0, 0, 600
243, 4, 0, 0, 4, 0, 0, 800
244, 0, 0, 0, 0, 0, 0, 0
245, 3, 0, 0, 3, 0, 0, 600
246, 4, 0, 0, 4, 0, 0, 800
247, 3, 0, 0, 3, 0, 0, 600
248, 3, 0, 0, 3, 0, 0, 600
249, 4, 0, 0, 4, 0, 0, 800
250, 2, 0, 0, 2, 0, 0, 400
251, 3, 0, 0, 3, 0, 0, 600
252, 4, 0, 0, 4, 0, 0, 800
253, 2, 0, 0, 2, 0, 0, 400
254, 4, 0, 0, 4, 0, 0, 800
255, 2, 0, 0, 2, 0, 0, 400
256, 1, 0, 0, 1, 0, 0, 200
257, 3, 0, 0, 3, 0, 0, 600
258, 4, 0, 0, 4, 0, 0, 800
259, 3, 0, 0, 3, 0, 0, 600
260, 3, 0, 0, 3, 0, 0, 600
261, 2, 0, 0, 2, 0, 0, 400
262, 1, 0, 0, 1, 0, 0, 200
263, 3, 0, 0, 3, 0, 0, 600
264, 1, 0, 0, 1, 0, 0, 200
265, 3, 0, 0, 3, 0, 0, 600
266, 2, 0, 0, 2, 0, 0, 400
267, 3, 0, 0, 3, 0, 0, 600
268, 3, 0, 0, 3, 0, 0, 600
269, 3, 0, 0, 3, 0, 0, 600
270, 3, 0, 0, 3, 0, 0, 600
271, 4, 0, 0, 4, 0, 0, 800
272, 3, 0, 0, 3, 0, 0, 600
273, 0, 0, 0, 0, 0, 0, 0
274, 0, 0, 0, 0, 0, 0, 0
275, 3, 0, 0, 3, 0, 0, 600
276, 1, 0, 0, 1, 0, 0, 200
277, 3, 0, 0, 3, 0, 0, 600
278, 2, 0, 0, 2, 0, 0, 400
279, 3, 0, 0, 3, 0, 0, 600
280, 1, 0, 0, 1, 0, 0, 200
281, 0, 0, 0, 0, 0, 0, 0
282, 0, 0, 0, 0, 0, 0, 0
283, 1, 0, 0, 1, 0, 0, 200
284, 0, 0, 0, 0, 0, 0, 0
285, 3, 0, 0, 3, 0, 0, 600
286, 0, 0, 0, 0, 0, 0, 0
287, 3, 0, 0, 3, 0, 0, 600
288, 2, 0, 0, 2, 0, 0, 400
289, 3, 0, 0, 3, 0, 0, 600
290, 4, 0, 0, 4, 0, 0, 800
291, 2, 0, 0, 2, 0, 0, 400
292, 4, 0, 0, 4, 0, 0, 800
293, 4, 0, 0, 4, 0, 0, 800
294, 3, 0, 0, 3, 0, 0, 600
295, 3, 0, 0, 3, 0, 0, 600
296, 3, 0, 0, 3, 0, 0, 600
297, 3, 0, 0, 3, 0, 0, 600
298, 4, 0, 0, 4, 0, 0, 800
299, 0, 0, 0, 0, 0, 0, 0
300, 3, 0, 0, 3, 0, 0, 600
301, 3, 0, 0, 3, 0, 0, 600
302, 2, 0, 0, 2, 0, 0, 400
303, 4, 0, 0, 4, 0, 0, 800
304, 4, 0, 0, 4, 0, 0, 800
305, 1, 0, 0, 1, 0, 0, 200
306, 0, 0, 0, 0, 0, 0, 0
307, 3, 0, 0, 3, 0, 0, 600
308, 2, 0, 0, 2, 0, 0, 400
309, 3, 0, 0, 3, 0, 0, 600
310, 0, 0, 0, 0, 0, 0, 0
311, 2, 0, 0, 2, 0, 0, 400
312, 2, 0, 0, 2, 0, 0, 400
313, 3, 0, 0, 3, 0, 0, 600
314, 3, 0, 0, 3, 0, 0, 600
315, 2, 0, 0, 2, 0, 0, 400
316, 0, 0, 0, 0, 0, 0, 0
317, 3, 0, 0, 3, 0, 0, 600
318, 3, 0, 0, 3, 0, 0, 600
319, 3, 0, 0, 3, 0, 0, 600
320, 4, 0, 0, 4, 0, 0, 800
321, 2, 0, 0, 2, 0, 0, 400
322, 2, 0, 0, 2, 0, 0, 400
323, 3, 0, 0, 3, 0, 0, 600
324, 4, 0, 0, 4, 0, 0, 800
325, 0, 0, 0, 0, 0, 0, 0
326, 3, 0, 0, 3, 0, 0, 600
327, 3, 0, 0, 3, 0, 0, 600
328, 3, 0, 0, 3, 0, 0, 600
329, 1, 0, 0, 1, 0, 0, 200
330, 4, 0, 0, 4, 0, 0, 800
331, 4, 0, 0, 4, 0, 0, 800
332, 4, 0, 0, 4, 0, 0, 800
333, 2, 0, 0, 2, 0, 0, 400
334, 4, 0, 0, 4, 0, 0, 800
335, 1, 0, 0, 1, 0, 0, 200
336, 2, 0, 0, 2, 0, 0, 400
337, 2, 0, 0, 2, 0, 0, 400
338, 1, 0, 0, 1, 0, 0, 200
339, 4, 0, 0, 4, 0, 0, 800
340, 3, 0, 0, 3, 0, 0, 600
341, 3, 0, 0, 3, 0, 0, 600
342, 4, 0, 0, 4, 0, 0, 800
343, 2, 0, 0, 2, 0, 0, 400
344, 3, 0, 0, 3, 0, 0, 600
345, 0, 0, 0, 0, 0, 0, 0
346, 4, 0, 0, 4, 0, 0, 800
347, 4, 0, 0, 4, 0, 0, 800
348, 3, 0, 0, 3, 0, 0, 600
349, 3, 0, 0, 3, 0, 0, 600
350, 2, 0, 0, 2, 0, 0, 400
351, 1, 0, 0, 1, 0, 0, 200
352, 3, 0, 0, 3, 0, 0, 600
353, 3, 0, 0, 3, 0, 0, 600
354, 4, 0, 0, 4, 0, 0, 800
355, 3, 0, 0, 3, 0, 0, 600
356, 3, 0, 0, 3, 0, 0, 600
357, 4, 0, 0, 4, 0, 0, 800
358, 1, 0, 0, 1, 0, 0, 200
359, 4, 0, 0, 4, 0, 0, 800
360, 1, 0, 0, 1, 0, 0, 200
361, 3, 0, 0, 3, 0, 0, 600
362, 4, 0, 0, 4, 0, 0, 800
363, 2, 0, 0, 2, 0, 0, 400
364, 4, 0, 0, 4, 0, 0, 800
365, 3, 0, 0, 3, 0, 0, 600
