days, cars_request, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
297, 3, 0, 0, 3, 0, 0, 600
298, 3, 0, 0, 3, 0, 0, 600
299, 0, 0, 0, 0, 0, 0, 0
300, 3, 0, 0, 3, 0, 0, 600
301, 2, 0, 0, 2, 0, 0, 400
302, 4, 0, 0, 4, 0, 0, 800
303, 4, 0, 0, 4, 0, 0, 800
304, 4, 0, 0, 4, 0, 0, 800
305, 4, 0, 0, 4, 0, 0, 800
306, 2, 0, 0, 2, 0, 0, 400
307, 3, 0, 0, 3, 0, 0, 600
308, 1, 0, 0, 1, 0, 0, 200
309, 3, 0, 0, 3, 0, 0, 600
310, 1, 0, 0, 1, 0, 0, 200
311, 4, 0, 0, 4, 0, 0, 800
312, 0, 0, 0, 0, 0, 0, 0
313, 3, 0, 0, 3, 0, 0, 600
314, 0, 0, 0, 0, 0, 0, 0
315, 3, 0, 0, 3, 0, 0, 600
316, 4, 0, 0, 4, 0, 0, 800
317, 0, 0, 0, 0, 0, 0, 0
318, 3, 0, 0, 3, 0, 0, 600
319, 3, 0, 0, 3, 0, 0, 600
320, 4, 0, 0, 4, 0, 0, 800
321, 1, 0, 0, 1, 0, 0, 200
322, 3, 0, 0, 3, 0, 0, 600
323, 3, 0, 0, 3, 0, 0, 600
324, 4, 0, 0, 4, 0, 0, 800
325, 2, 0, 0, 2, 0, 0, 400
326, 3, 0, 0, 3, 0, 0, 600
327, 4, 0, 0, 4, 0, 0, 800
328, 2, 0, 0, 2, 0, 0, 400
329, 0, 0, 0, 0, 0, 0, 0
330, 2, 0, 0, 2, 0, 0, 400
331, 3, 0, 0, 3, 0, 0, 600
332, 3, 0, 0, 3, 0, 0, 600
333, 0, 0, 0, 0, 0, 0, 0
334, 2, 0, 0, 2, 0, 0, 400
335, 2, 0, 0, 2, 0, 0, 400
336, 0, 0, 0, 0, 0, 0, 0
337, 2, 0, 0, 2, 0, 0, 400
338, 4, 0, 0, 4, 0, 0, 800
339, 4, 0, 0, 4, 0, 0, 800
340, 1, 0, 0, 1, 0, 0, 200
341, 4, 0, 0, 4, 0, 0, 800
342, 2, 0, 0, 2, 0, 0, 400
343, 0, 0, 0, 0, 0, 0, 0
344, 3, 0, 0, 3, 0, 0, 600
345, 3, 0, 0, 3, 0, 0, 600
346, 3, 0, 0, 3, 0, 0, 600
347, 2, 0, 0, 2, 0, 0, 400
348, 2, 0, 0, 2, 0, 0, 400
349, 0, 0, 0, 0, 0, 0, 0
350, 4, 0, 0, 4, 0, 0, 800
351, 4, 0, 0, 4, 0, 0, 800
352, 2, 0, 0, 2, 0, 0, 400
353, 3, 0, 0, 3, 0, 0, 600
354, 4, 0, 0, 4, 0, 0, 800
355, 3, 0, 0, 3, 0, 0, 600
356, 3, 0, 0, 3, 0, 0, 600
357, 4, 0, 0, 4, 0, 0, 800
358, 4, 0, 0, 4, 0, 0, 800
359, 1, 0, 0, 1, 0, 0, 200
360, 0, 0, 0, 0, 0, 0, 0
361, 2, 0, 0, 2, 0, 0, 400
362, 3, 0, 0, 3, 0, 0, 600
363, 4, 0, 0, 4, 0, 0, 800
364, 2, 0, 0, 2, 0, 0, 400
365, 4, 0, 0, 4, 0, 0, 800
