days, cars_request, car1, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
135, 0, 0, 0, 1, 1, 0, 50, 0
136, 4, 1, 1, 0, 3, 350, 0, 600
137, 2, 3, 1, 0, 1, 350, 0, 200
138, 4, 2, 1, 0, 4, 350, 0, 800
139, 2, 1, 1, 0, 2, 350, 0, 400
140, 3, 1, 1, 0, 2, 350, 0, 400
141, 4, 1, 1, 0, 3, 350, 0, 600
142, 0, 0, 0, 1, 1, 0, 50, 0
143, 3, 1, 1, 0, 2, 350, 0, 400
144, 2, 3, 1, 0, 1, 350, 0, 200
145, 4, 2, 1, 0, 4, 350, 0, 800
146, 0, 1, 1, 0, 0, 350, 0, 0
147, 1, 2, 1, 0, 0, 350, 0, 0
148, 3, 1, 1, 0, 3, 350, 0, 600
149, 3, 1, 1, 0, 2, 350, 0, 400
150, 3, 1, 1, 0, 2, 350, 0, 400
151, 3, 1, 1, 0, 2, 350, 0, 400
152, 2, 4, 1, 0, 1, 350, 0, 200
153, 4, 3, 1, 0, 4, 350, 0, 800
154, 4, 2, 1, 0, 4, 350, 0, 800
155, 3, 1, 1, 0, 3, 350, 0, 600
156, 2, 2, 1, 0, 1, 350, 0, 200
157, 3, 1, 1, 0, 3, 350, 0, 600
158, 2, 2, 1, 0, 1, 350, 0, 200
159, 2, 1, 1, 0, 2, 350, 0, 400
160, 0, 0, 0, 1, 1, 0, 50, 0
161, 2, 1, 1, 0, 1, 350, 0, 200
162, 4, 1, 1, 0, 3, 350, 0, 600
163, 4, 1, 1, 0, 3, 350, 0, 600
164, 3, 2, 1, 0, 2, 350, 0, 400
165, 4, 1, 1, 0, 4, 350, 0, 800
166, 0, 0, 0, 1, 1, 0, 50, 0
167, 4, 1, 1, 0, 3, 350, 0, 600
168, 4, 3, 1, 0, 3, 350, 0, 600
169, 3, 2, 1, 0, 3, 350, 0, 600
170, 0, 1, 1, 0, 0, 350, 0, 0
171, 2, 1, 1, 0, 1, 350, 0, 200
172, 3, 2, 1, 0, 2, 350, 0, 400
173, 4, 1, 1, 0, 4, 350, 0, 800
174, 3, 2, 1, 0, 2, 350, 0, 400
175, 2, 1, 1, 0, 2, 350, 0, 400
176, 3, 2, 1, 0, 2, 350, 0, 400
177, 4, 1, 1, 0, 4, 350, 0, 800
178, 4, 2, 1, 0, 3, 350, 0, 600
179, 4, 1, 1, 0, 4, 350, 0, 800
180, 2, 1, 1, 0, 1, 350, 0, 200
181, 4, 2, 1, 0, 3, 350, 0, 600
182, 3, 1, 1, 0, 3, 350, 0, 600
183, 3, 1, 1, 0, 2, 350, 0, 400
184, 0, 0, 0, 1, 1, 0, 50, 0
185, 3, 4, 1, 0, 2, 350, 0, 400
186, 0, 3, 1, 0, 0, 350, 0, 0
187, 2, 2, 1, 0, 2, 350, 0, 400
188, 2, 1, 1, 0, 2, 350, 0, 400
189, 3, 2, 1, 0, 2, 350, 0, 400
190, 0, 1, 1, 0, 0, 350, 0, 0
191, 3, 3, 1, 0, 2, 350, 0, 400
192, 1, 2, 1, 0, 1, 350, 0, 200
193, 0, 1, 1, 0, 0, 350, 0, 0
194, 4, 1, 1, 0, 3, 350, 0, 600
195, 4, 2, 1, 0, 3, 350, 0, 600
196, 4, 1, 1, 0, 4, 350, 0, 800
197, 3, 1, 1, 0, 2, 350, 0, 400
198, 3, 2, 1, 0, 2, 350, 0, 400
199, 3, 1, 1, 0, 3, 350, 0, 600
200, 4, 2, 1, 0, 3, 350, 0, 600
201, 1, 1, 1, 0, 1, 350, 0, 200
202, 4, 1, 1, 0, 3, 350, 0, 600
203, 2, 3, 1, 0, 1, 350, 0, 200
204, 2, 2, 1, 0, 2, 350, 0, 400
205, 2, 1, 1, 0, 2, 350, 0, 400
206, 0, 0, 0, 1, 1, 0, 50, 0
207, 4, 1, 1, 0, 3, 350, 0, 600
208, 2, 1, 1, 0, 1, 350, 0, 200
209, 3, 3, 1, 0, 2, 350, 0, 400
210, 3, 2, 1, 0, 3, 350, 0, 600
211, 3, 1, 1, 0, 3, 350, 0, 600
212, 3, 2, 1, 0, 2, 350, 0, 400
213, 2, 1, 1, 0, 2, 350, 0, 400
214, 3, 3, 1, 0, 2, 350, 0, 400
215, 2, 2, 1, 0, 2, 350, 0, 400
216, 0, 1, 1, 0, 0, 350, 0, 0
217, 2, 2, 1, 0, 1, 350, 0, 200
218, 0, 1, 1, 0, 0, 350, 0, 0
219, 3, 2, 1, 0, 2, 350, 0, 400
220, 2, 1, 1, 0, 2, 350, 0, 400
221, 4, 4, 1, 0, 3, 350, 0, 600
222, 3, 3, 1, 0, 3, 350, 0, 600
223, 4, 2, 1, 0, 4, 350, 0, 800
224, 3, 1, 1, 0, 3, 350, 0, 600
225, 3, 1, 1, 0, 2, 350, 0, 400
226, 3, 1, 1, 0, 2, 350, 0, 400
227, 2, 1, 1, 0, 1, 350, 0, 200
228, 2, 4, 1, 0, 1, 350, 0, 200
229, 2, 3, 1, 0, 2, 350, 0, 400
230, 3, 2, 1, 0, 3, 350, 0, 600
231, 4, 1, 1, 0, 4, 350, 0, 800
232, 4, 2, 1, 0, 3, 350, 0, 600
233, 2, 1, 1, 0, 2, 350, 0, 400
234, 2, 3, 1, 0, 1, 350, 0, 200
235, 3, 2, 1, 0, 3, 350, 0, 600
236, 3, 1, 1, 0, 3, 350, 0, 600
237, 2, 1, 1, 0, 1, 350, 0, 200
238, 4, 3, 1, 0, 3, 350, 0, 600
239, 4, 2, 1, 0, 4, 350, 0, 800
240, 3, 1, 1, 0, 3, 350, 0, 600
241, 4, 1, 1, 0, 3, 350, 0, 600
242, 3, 2, 1, 0, 2, 350, 0, 400
243, 1, 1, 1, 0, 1, 350, 0, 200
244, 0, 0, 0, 1, 1, 0, 50, 0
245, 2, 1, 1, 0, 1, 350, 0, 200
246, 2, 1, 1, 0, 1, 350, 0, 200
247, 3, 2, 1, 0, 2, 350, 0, 400
248, 1, 1, 1, 0, 1, 350, 0, 200
249, 0, 0, 0, 1, 1, 0, 50, 0
250, 3, 1, 1, 0, 2, 350, 0, 400
251, 2, 1, 1, 0, 1, 350, 0, 200
252, 0, 0, 0, 1, 1, 0, 50, 0
253, 1, 1, 1, 0, 0, 350, 0, 0
254, 3, 3, 1, 0, 2, 350, 0, 400
255, 2, 2, 1, 0, 2, 350, 0, 400
256, 3, 1, 1, 0, 3, 350, 0, 600
257, 2, 3, 1, 0, 1, 350, 0, 200
258, 4, 2, 1, 0, 4, 350, 0, 800
259, 3, 1, 1, 0, 3, 350, 0, 600
260, 1, 2, 1, 0, 0, 350, 0, 0
261, 3, 1, 1, 0, 3, 350, 0, 600
262, 2, 1, 1, 0, 1, 350, 0, 200
263, 4, 1, 1, 0, 3, 350, 0, 600
264, 2, 2, 1, 0, 1, 350, 0, 200
265, 2, 1, 1, 0, 2, 350, 0, 400
266, 0, 0, 0, 1, 1, 0, 50, 0
267, 3, 1, 1, 0, 2, 350, 0, 400
268, 3, 2, 1, 0, 2, 350, 0, 400
269, 4, 1, 1, 0, 4, 350, 0, 800
270, 2, 1, 1, 0, 1, 350, 0, 200
271, 4, 2, 1, 0, 3, 350, 0, 600
272, 4, 1, 1, 0, 4, 350, 0, 800
273, 2, 3, 1, 0, 1, 350, 0, 200
274, 0, 2, 1, 0, 0, 350, 0, 0
275, 3, 1, 1, 0, 3, 350, 0, 600
276, 4, 2, 1, 0, 3, 350, 0, 600
277, 2, 1, 1, 0, 2, 350, 0, 400
278, 0, 0, 0, 1, 1, 0, 50, 0
279, 3, 1, 1, 0, 2, 350, 0, 400
280, 3, 2, 1, 0, 2, 350, 0, 400
281, 1, 1, 1, 0, 1, 350, 0, 200
282, 4, 3, 1, 0, 3, 350, 0, 600
283, 1, 2, 1, 0, 1, 350, 0, 200
284, 2, 1, 1, 0, 2, 350, 0, 400
285, 4, 1, 1, 0, 3, 350, 0, 600
286, 3, 2, 1, 0, 2, 350, 0, 400
287, 4, 1, 1, 0, 4, 350, 0, 800
288, 4, 2, 1, 0, 3, 350, 0, 600
289, 1, 1, 1, 0, 1, 350, 0, 200
290, 4, 1, 1, 0, 3, 350, 0, 600
291, 4, 3, 1, 0, 3, 350, 0, 600
292, 2, 2, 1, 0, 2, 350, 0, 400
293, 4, 1, 1, 0, 4, 350, 0, 800
294, 3, 2, 1, 0, 2, 350, 0, 400
295, 1, 1, 1, 0, 1, 350, 0, 200
296, 2, 1, 1, 0, 1, 350, 0, 200
297, 3, 1, 1, 0, 2, 350, 0, 400
298, 3, 2, 1, 0, 2, 350, 0, 400
299, 3, 1, 1, 0, 3, 350, 0, 600
300, 2, 4, 1, 0, 1, 350, 0, 200
301, 2, 3, 1, 0, 2, 350, 0, 400
302, 4, 2, 1, 0, 4, 350, 0, 800
303, 4, 1, 1, 0, 4, 350, 0, 800
304, 2, 1, 1, 0, 1, 350, 0, 200
305, 2, 1, 1, 0, 1, 350, 0, 200
306, 3, 2, 1, 0, 2, 350, 0, 400
307, 3, 1, 1, 0, 3, 350, 0, 600
308, 2, 1, 1, 0, 1, 350, 0, 200
309, 2, 2, 1, 0, 1, 350, 0, 200
310, 3, 1, 1, 0, 3, 350, 0, 600
311, 4, 3, 1, 0, 3, 350, 0, 600
312, 2, 2, 1, 0, 2, 350, 0, 400
313, 0, 1, 1, 0, 0, 350, 0, 0
314, 2, 1, 1, 0, 1, 350, 0, 200
315, 1, 1, 1, 0, 0, 350, 0, 0
316, 2, 3, 1, 0, 1, 350, 0, 200
317, 4, 2, 1, 0, 4, 350, 0, 800
318, 2, 1, 1, 0, 2, 350, 0, 400
319, 3, 2, 1, 0, 2, 350, 0, 400
320, 4, 1, 1, 0, 4, 350, 0, 800
321, 4, 3, 1, 0, 3, 350, 0, 600
322, 3, 2, 1, 0, 3, 350, 0, 600
323, 4, 1, 1, 0, 4, 350, 0, 800
324, 4, 3, 1, 0, 3, 350, 0, 600
325, 2, 2, 1, 0, 2, 350, 0, 400
326, 4, 1, 1, 0, 4, 350, 0, 800
327, 2, 3, 1, 0, 1, 350, 0, 200
328, 3, 2, 1, 0, 3, 350, 0, 600
329, 3, 1, 1, 0, 3, 350, 0, 600
330, 4, 1, 1, 0, 3, 350, 0, 600
331, 1, 3, 1, 0, 0, 350, 0, 0
332, 2, 2, 1, 0, 2, 350, 0, 400
333, 3, 1, 1, 0, 3, 350, 0, 600
334, 3, 2, 1, 0, 2, 350, 0, 400
335, 0, 1, 1, 0, 0, 350, 0, 0
336, 4, 1, 1, 0, 3, 350, 0, 600
337, 2, 2, 1, 0, 1, 350, 0, 200
338, 4, 1, 1, 0, 4, 350, 0, 800
339, 4, 1, 1, 0, 3, 350, 0, 600
340, 4, 1, 1, 0, 3, 350, 0, 600
341, 3, 1, 1, 0, 2, 350, 0, 400
342, 2, 1, 1, 0, 1, 350, 0, 200
343, 1, 2, 1, 0, 0, 350, 0, 0
344, 4, 1, 1, 0, 4, 350, 0, 800
345, 0, 0, 0, 1, 1, 0, 50, 0
346, 3, 2, 1, 0, 2, 350, 0, 400
347, 4, 1, 1, 0, 4, 350, 0, 800
348, 1, 2, 1, 0, 0, 350, 0, 0
349, 4, 1, 1, 0, 4, 350, 0, 800
350, 0, 0, 0, 1, 1, 0, 50, 0
351, 3, 2, 1, 0, 2, 350, 0, 400
352, 4, 1, 1, 0, 4, 350, 0, 800
353, 3, 2, 1, 0, 2, 350, 0, 400
354, 4, 1, 1, 0, 4, 350, 0, 800
355, 2, 1, 1, 0, 1, 350, 0, 200
356, 2, 2, 1, 0, 1, 350, 0, 200
357, 3, 1, 1, 0, 3, 350, 0, 600
358, 2, 2, 1, 0, 1, 350, 0, 200
359, 2, 1, 1, 0, 2, 350, 0, 400
360, 4, 1, 1, 0, 3, 350, 0, 600
361, 2, 1, 1, 0, 1, 350, 0, 200
362, 3, 2, 1, 0, 2, 350, 0, 400
363, 2, 1, 1, 0, 2, 350, 0, 400
364, 4, 3, 1, 0, 3, 350, 0, 600
365, 1, 2, 1, 0, 1, 350, 0, 200
