days, cars_request, car1, car2, car3, car4, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
76, 0, 0, 1, 0, 0, 1, 3, 0, 350, 150, 0
77, 1, 2, 0, 0, 0, 1, 3, 0, 350, 150, 0
78, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
79, 1, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
80, 3, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
81, 1, 2, 0, 1, 0, 2, 2, 0, 700, 100, 0
82, 2, 1, 3, 1, 0, 3, 1, 0, 1050, 50, 0
83, 4, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
84, 4, 1, 1, 4, 2, 4, 0, 1, 1400, 0, 200
85, 2, 1, 3, 3, 1, 4, 0, 0, 1400, 0, 0
86, 3, 2, 2, 2, 1, 4, 0, 1, 1400, 0, 200
87, 1, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
88, 3, 4, 2, 2, 0, 3, 1, 0, 1050, 50, 0
89, 4, 3, 1, 1, 4, 4, 0, 3, 1400, 0, 600
90, 3, 2, 4, 2, 3, 4, 0, 1, 1400, 0, 200
91, 4, 1, 3, 1, 2, 4, 0, 4, 1400, 0, 800
92, 1, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
93, 2, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
94, 3, 1, 2, 4, 2, 4, 0, 0, 1400, 0, 0
95, 3, 2, 1, 3, 1, 4, 0, 2, 1400, 0, 400
96, 0, 1, 0, 2, 0, 2, 2, 0, 700, 100, 0
97, 2, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
98, 2, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
99, 2, 2, 2, 1, 0, 3, 1, 0, 1050, 50, 0
100, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
101, 3, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
102, 1, 4, 0, 0, 0, 1, 3, 0, 350, 150, 0
103, 1, 3, 2, 0, 0, 2, 2, 0, 700, 100, 0
104, 0, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
105, 3, 1, 1, 4, 2, 4, 0, 0, 1400, 0, 0
106, 3, 1, 1, 3, 1, 4, 0, 1, 1400, 0, 200
107, 2, 1, 3, 2, 0, 3, 1, 0, 1050, 50, 0
108, 4, 4, 2, 1, 3, 4, 0, 2, 1400, 0, 400
109, 3, 3, 1, 3, 2, 4, 0, 2, 1400, 0, 400
110, 3, 2, 1, 2, 1, 4, 0, 2, 1400, 0, 400
111, 4, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
112, 3, 3, 1, 2, 1, 4, 0, 0, 1400, 0, 0
113, 4, 2, 2, 1, 2, 4, 0, 2, 1400, 0, 400
114, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
115, 2, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
116, 3, 3, 1, 1, 2, 4, 0, 0, 1400, 0, 0
117, 2, 2, 3, 4, 1, 4, 0, 0, 1400, 0, 0
118, 2, 1, 2, 3, 1, 4, 0, 1, 1400, 0, 200
119, 3, 4, 1, 2, 1, 4, 0, 1, 1400, 0, 200
120, 0, 3, 0, 1, 0, 2, 2, 0, 700, 100, 0
121, 4, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
122, 3, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
123, 1, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
124, 1, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
125, 4, 1, 1, 3, 2, 4, 0, 1, 1400, 0, 200
126, 3, 4, 1, 2, 1, 4, 0, 1, 1400, 0, 200
127, 4, 3, 1, 1, 2, 4, 0, 2, 1400, 0, 400
128, 4, 2, 3, 2, 1, 4, 0, 2, 1400, 0, 400
129, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
130, 4, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
131, 2, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
132, 4, 1, 2, 1, 4, 4, 0, 0, 1400, 0, 0
133, 0, 0, 1, 0, 3, 2, 2, 0, 700, 100, 0
134, 3, 1, 2, 1, 2, 4, 0, 0, 1400, 0, 0
135, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
136, 4, 1, 3, 1, 3, 4, 0, 1, 1400, 0, 200
137, 4, 3, 2, 4, 2, 4, 0, 2, 1400, 0, 400
138, 2, 2, 1, 3, 1, 4, 0, 2, 1400, 0, 400
139, 3, 1, 4, 2, 2, 4, 0, 1, 1400, 0, 200
140, 2, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
141, 2, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
142, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
143, 4, 2, 2, 4, 1, 4, 0, 1, 1400, 0, 200
144, 3, 1, 1, 3, 4, 4, 0, 2, 1400, 0, 400
145, 3, 1, 1, 2, 3, 4, 0, 1, 1400, 0, 200
146, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
147, 3, 1, 4, 3, 1, 4, 0, 1, 1400, 0, 200
148, 3, 2, 3, 2, 2, 4, 0, 1, 1400, 0, 200
149, 2, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
150, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
151, 2, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
152, 3, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
153, 2, 4, 1, 0, 0, 2, 2, 0, 700, 100, 0
154, 4, 3, 3, 2, 2, 4, 0, 1, 1400, 0, 200
155, 2, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
156, 4, 1, 1, 3, 2, 4, 0, 2, 1400, 0, 400
157, 1, 1, 0, 2, 1, 3, 1, 0, 1050, 50, 0
158, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
159, 4, 1, 2, 2, 2, 4, 0, 0, 1400, 0, 0
160, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
161, 2, 1, 3, 0, 0, 2, 2, 0, 700, 100, 0
162, 2, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
163, 3, 3, 1, 1, 2, 4, 0, 1, 1400, 0, 200
164, 4, 2, 1, 3, 1, 4, 0, 2, 1400, 0, 400
165, 4, 1, 2, 2, 3, 4, 0, 2, 1400, 0, 400
166, 4, 3, 1, 1, 2, 4, 0, 3, 1400, 0, 600
167, 2, 2, 4, 2, 1, 4, 0, 0, 1400, 0, 0
168, 0, 1, 3, 1, 0, 3, 1, 0, 1050, 50, 0
169, 2, 3, 2, 2, 0, 3, 1, 0, 1050, 50, 0
170, 3, 2, 1, 1, 4, 4, 0, 2, 1400, 0, 400
171, 2, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
172, 2, 1, 2, 0, 2, 3, 1, 0, 1050, 50, 0
173, 1, 2, 1, 0, 1, 3, 1, 0, 1050, 50, 0
174, 2, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
175, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
176, 3, 2, 3, 1, 1, 4, 0, 0, 1400, 0, 0
177, 3, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
178, 1, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
179, 2, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
180, 3, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
181, 1, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
182, 3, 1, 4, 3, 2, 4, 0, 0, 1400, 0, 0
183, 3, 4, 3, 2, 1, 4, 0, 2, 1400, 0, 400
184, 4, 3, 2, 1, 1, 4, 0, 3, 1400, 0, 600
185, 1, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
186, 0, 1, 0, 1, 0, 2, 2, 0, 700, 100, 0
187, 4, 1, 2, 3, 2, 4, 0, 0, 1400, 0, 0
188, 3, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
189, 0, 0, 0, 1, 0, 1, 3, 0, 350, 150, 0
190, 2, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
191, 2, 3, 1, 0, 0, 2, 2, 0, 700, 100, 0
192, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
193, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
194, 4, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
195, 4, 2, 1, 1, 4, 4, 0, 1, 1400, 0, 200
196, 4, 1, 2, 1, 3, 4, 0, 2, 1400, 0, 400
197, 1, 2, 1, 0, 2, 3, 1, 0, 1050, 50, 0
198, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
199, 2, 3, 3, 0, 0, 2, 2, 0, 700, 100, 0
200, 3, 2, 2, 1, 1, 4, 0, 1, 1400, 0, 200
201, 0, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
202, 4, 4, 2, 1, 2, 4, 0, 0, 1400, 0, 0
203, 2, 3, 1, 2, 1, 4, 0, 1, 1400, 0, 200
204, 0, 2, 0, 1, 0, 2, 2, 0, 700, 100, 0
205, 0, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
206, 4, 2, 1, 2, 1, 4, 0, 0, 1400, 0, 0
207, 2, 1, 2, 1, 4, 4, 0, 0, 1400, 0, 0
208, 1, 1, 1, 0, 3, 3, 1, 0, 1050, 50, 0
209, 4, 1, 2, 3, 2, 4, 0, 1, 1400, 0, 200
210, 2, 2, 1, 2, 1, 4, 0, 1, 1400, 0, 200
211, 2, 1, 1, 1, 4, 4, 0, 0, 1400, 0, 0
212, 4, 1, 1, 1, 3, 4, 0, 1, 1400, 0, 200
213, 2, 1, 2, 0, 2, 3, 1, 0, 1050, 50, 0
214, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
215, 0, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
216, 2, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
217, 4, 3, 1, 2, 2, 4, 0, 1, 1400, 0, 200
218, 3, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
219, 3, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
220, 1, 3, 0, 0, 2, 2, 2, 0, 700, 100, 0
221, 1, 2, 1, 0, 1, 3, 1, 0, 1050, 50, 0
222, 4, 1, 2, 1, 4, 4, 0, 1, 1400, 0, 200
223, 3, 3, 1, 1, 3, 4, 0, 1, 1400, 0, 200
224, 1, 2, 3, 0, 2, 3, 1, 0, 1050, 50, 0
225, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
226, 4, 3, 1, 1, 2, 4, 0, 1, 1400, 0, 200
227, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
228, 2, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
229, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
230, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
231, 2, 3, 3, 0, 0, 2, 2, 0, 700, 100, 0
232, 2, 2, 2, 2, 2, 4, 0, 0, 1400, 0, 0
233, 3, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
234, 3, 3, 2, 1, 0, 3, 1, 0, 1050, 50, 0
235, 1, 2, 1, 3, 0, 3, 1, 0, 1050, 50, 0
236, 1, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
237, 4, 1, 2, 1, 3, 4, 0, 1, 1400, 0, 200
238, 2, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
239, 3, 2, 2, 1, 1, 4, 0, 0, 1400, 0, 0
240, 2, 1, 1, 2, 2, 4, 0, 0, 1400, 0, 0
241, 1, 2, 0, 1, 1, 3, 1, 0, 1050, 50, 0
242, 2, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
243, 2, 2, 1, 1, 1, 4, 0, 0, 1400, 0, 0
244, 1, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
245, 2, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
246, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
247, 3, 2, 1, 2, 1, 4, 0, 0, 1400, 0, 0
248, 2, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
249, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
250, 3, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
251, 3, 1, 1, 1, 3, 4, 0, 2, 1400, 0, 400
252, 3, 2, 2, 2, 2, 4, 0, 0, 1400, 0, 0
253, 3, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
254, 2, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
255, 2, 2, 2, 0, 0, 2, 2, 0, 700, 100, 0
256, 0, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
257, 4, 3, 1, 2, 3, 4, 0, 0, 1400, 0, 0
258, 2, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
259, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
260, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
261, 1, 3, 0, 0, 0, 1, 3, 0, 350, 150, 0
262, 2, 2, 2, 1, 0, 3, 1, 0, 1050, 50, 0
263, 4, 1, 1, 4, 2, 4, 0, 2, 1400, 0, 400
264, 0, 0, 0, 3, 1, 2, 2, 0, 700, 100, 0
265, 4, 2, 2, 2, 2, 4, 0, 1, 1400, 0, 200
266, 0, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
267, 4, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
268, 2, 3, 2, 0, 0, 2, 2, 0, 700, 100, 0
269, 3, 2, 1, 1, 3, 4, 0, 1, 1400, 0, 200
270, 2, 1, 1, 3, 2, 4, 0, 0, 1400, 0, 0
271, 1, 4, 0, 2, 1, 3, 1, 0, 1050, 50, 0
272, 3, 3, 1, 1, 2, 4, 0, 1, 1400, 0, 200
273, 2, 2, 3, 2, 1, 4, 0, 0, 1400, 0, 0
274, 2, 1, 2, 1, 2, 4, 0, 1, 1400, 0, 200
275, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
276, 3, 2, 4, 1, 0, 3, 1, 0, 1050, 50, 0
277, 3, 1, 3, 1, 2, 4, 0, 1, 1400, 0, 200
278, 2, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
279, 2, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
280, 2, 2, 2, 3, 0, 3, 1, 0, 1050, 50, 0
281, 3, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
282, 3, 1, 3, 1, 1, 4, 0, 0, 1400, 0, 0
283, 2, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
284, 2, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
285, 1, 1, 0, 0, 1, 2, 2, 0, 700, 100, 0
286, 2, 4, 1, 0, 0, 2, 2, 0, 700, 100, 0
287, 3, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
288, 2, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
289, 3, 1, 1, 1, 3, 4, 0, 2, 1400, 0, 400
290, 2, 2, 1, 0, 2, 3, 1, 0, 1050, 50, 0
291, 1, 1, 1, 0, 1, 3, 1, 0, 1050, 50, 0
292, 4, 2, 1, 1, 4, 4, 0, 0, 1400, 0, 0
293, 2, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
294, 3, 2, 3, 1, 2, 4, 0, 0, 1400, 0, 0
295, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
296, 3, 2, 1, 3, 1, 4, 0, 0, 1400, 0, 0
297, 1, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
298, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
299, 4, 1, 3, 4, 4, 4, 0, 1, 1400, 0, 200
300, 2, 3, 2, 3, 3, 4, 0, 1, 1400, 0, 200
301, 4, 2, 1, 2, 2, 4, 0, 4, 1400, 0, 800
302, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
303, 4, 2, 3, 2, 1, 4, 0, 0, 1400, 0, 0
304, 4, 1, 2, 1, 3, 4, 0, 3, 1400, 0, 600
305, 3, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
306, 3, 2, 2, 1, 1, 4, 0, 1, 1400, 0, 200
307, 2, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
308, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
309, 0, 1, 0, 0, 1, 2, 2, 0, 700, 100, 0
310, 2, 4, 1, 0, 0, 2, 2, 0, 700, 100, 0
311, 2, 3, 1, 2, 0, 3, 1, 0, 1050, 50, 0
312, 1, 2, 4, 1, 0, 3, 1, 0, 1050, 50, 0
313, 2, 1, 3, 1, 1, 4, 0, 0, 1400, 0, 0
314, 2, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
315, 4, 3, 1, 1, 2, 4, 0, 2, 1400, 0, 400
316, 4, 2, 2, 2, 1, 4, 0, 2, 1400, 0, 400
317, 4, 1, 1, 1, 4, 4, 0, 3, 1400, 0, 600
318, 1, 2, 0, 0, 3, 2, 2, 0, 700, 100, 0
319, 2, 1, 4, 2, 2, 4, 0, 0, 1400, 0, 0
320, 2, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
321, 0, 0, 2, 0, 0, 1, 3, 0, 350, 150, 0
322, 4, 2, 1, 4, 1, 4, 0, 1, 1400, 0, 200
323, 1, 1, 3, 3, 0, 3, 1, 0, 1050, 50, 0
324, 1, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
325, 3, 1, 1, 1, 3, 4, 0, 1, 1400, 0, 200
326, 2, 2, 4, 0, 2, 3, 1, 0, 1050, 50, 0
327, 4, 1, 3, 1, 1, 4, 0, 3, 1400, 0, 600
328, 3, 2, 2, 2, 4, 4, 0, 0, 1400, 0, 0
329, 1, 1, 1, 1, 3, 4, 0, 1, 1400, 0, 200
330, 0, 0, 0, 0, 2, 1, 3, 0, 350, 150, 0
331, 3, 1, 4, 4, 1, 4, 0, 0, 1400, 0, 0
332, 1, 1, 3, 3, 0, 3, 1, 0, 1050, 50, 0
333, 3, 1, 2, 2, 4, 4, 0, 1, 1400, 0, 200
334, 2, 3, 1, 1, 3, 4, 0, 1, 1400, 0, 200
335, 2, 2, 2, 1, 2, 4, 0, 0, 1400, 0, 0
336, 3, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
337, 3, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
338, 3, 1, 1, 1, 4, 4, 0, 0, 1400, 0, 0
339, 4, 2, 1, 2, 3, 4, 0, 1, 1400, 0, 200
340, 0, 1, 0, 1, 2, 3, 1, 0, 1050, 50, 0
341, 2, 3, 1, 0, 1, 3, 1, 0, 1050, 50, 0
342, 4, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
343, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
344, 4, 2, 1, 2, 2, 4, 0, 0, 1400, 0, 0
345, 2, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
346, 1, 2, 0, 0, 0, 1, 3, 0, 350, 150, 0
347, 4, 1, 2, 1, 2, 4, 0, 1, 1400, 0, 200
348, 2, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
349, 1, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
350, 3, 1, 2, 3, 0, 3, 1, 0, 1050, 50, 0
351, 2, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
352, 3, 3, 2, 1, 2, 4, 0, 0, 1400, 0, 0
353, 4, 2, 1, 3, 1, 4, 0, 3, 1400, 0, 600
354, 3, 1, 4, 2, 1, 4, 0, 1, 1400, 0, 200
355, 2, 2, 3, 1, 2, 4, 0, 0, 1400, 0, 0
356, 0, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
357, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
358, 1, 2, 0, 0, 0, 1, 3, 0, 350, 150, 0
359, 1, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
360, 4, 1, 1, 2, 4, 4, 0, 1, 1400, 0, 200
361, 2, 1, 3, 1, 3, 4, 0, 0, 1400, 0, 0
362, 3, 3, 2, 2, 2, 4, 0, 1, 1400, 0, 200
363, 4, 2, 1, 1, 1, 4, 0, 4, 1400, 0, 800
364, 2, 1, 2, 3, 0, 3, 1, 0, 1050, 50, 0
365, 2, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
