days, cars_request, car1, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
106, 1, 1, 1, 0, 1, 350, 0, 200
107, 3, 2, 1, 0, 2, 350, 0, 400
108, 4, 1, 1, 0, 4, 350, 0, 800
109, 2, 1, 1, 0, 1, 350, 0, 200
110, 0, 0, 0, 1, 0, 0, 50, 0
111, 2, 2, 1, 0, 1, 350, 0, 200
112, 2, 1, 1, 0, 2, 350, 0, 400
113, 3, 2, 1, 0, 2, 350, 0, 400
114, 3, 1, 1, 0, 3, 350, 0, 600
115, 4, 2, 1, 0, 3, 350, 0, 600
116, 2, 1, 1, 0, 2, 350, 0, 400
117, 4, 2, 1, 0, 3, 350, 0, 600
118, 3, 1, 1, 0, 3, 350, 0, 600
119, 0, 0, 0, 1, 0, 0, 50, 0
120, 0, 0, 0, 1, 0, 0, 50, 0
121, 3, 4, 1, 0, 2, 350, 0, 400
122, 3, 3, 1, 0, 3, 350, 0, 600
123, 3, 2, 1, 0, 3, 350, 0, 600
124, 4, 1, 1, 0, 4, 350, 0, 800
125, 3, 2, 1, 0, 2, 350, 0, 400
126, 1, 1, 1, 0, 1, 350, 0, 200
127, 3, 2, 1, 0, 2, 350, 0, 400
128, 1, 1, 1, 0, 1, 350, 0, 200
129, 0, 0, 0, 1, 0, 0, 50, 0
130, 4, 4, 1, 0, 3, 350, 0, 600
131, 4, 3, 1, 0, 4, 350, 0, 800
132, 2, 2, 1, 0, 2, 350, 0, 400
133, 0, 1, 1, 0, 0, 350, 0, 0
134, 4, 1, 1, 0, 3, 350, 0, 600
135, 1, 2, 1, 0, 0, 350, 0, 0
136, 2, 1, 1, 0, 2, 350, 0, 400
137, 2, 3, 1, 0, 1, 350, 0, 200
138, 2, 2, 1, 0, 2, 350, 0, 400
139, 2, 1, 1, 0, 2, 350, 0, 400
140, 4, 2, 1, 0, 3, 350, 0, 600
141, 1, 1, 1, 0, 1, 350, 0, 200
142, 4, 3, 1, 0, 3, 350, 0, 600
143, 3, 2, 1, 0, 3, 350, 0, 600
144, 0, 1, 1, 0, 0, 350, 0, 0
145, 4, 2, 1, 0, 3, 350, 0, 600
146, 3, 1, 1, 0, 3, 350, 0, 600
147, 3, 2, 1, 0, 2, 350, 0, 400
148, 3, 1, 1, 0, 3, 350, 0, 600
149, 4, 3, 1, 0, 3, 350, 0, 600
150, 3, 2, 1, 0, 3, 350, 0, 600
151, 4, 1, 1, 0, 4, 350, 0, 800
152, 4, 3, 1, 0, 3, 350, 0, 600
153, 3, 2, 1, 0, 3, 350, 0, 600
154, 2, 1, 1, 0, 2, 350, 0, 400
155, 2, 3, 1, 0, 1, 350, 0, 200
156, 2, 2, 1, 0, 2, 350, 0, 400
157, 3, 1, 1, 0, 3, 350, 0, 600
158, 1, 1, 1, 0, 0, 350, 0, 0
159, 1, 2, 1, 0, 0, 350, 0, 0
160, 2, 1, 1, 0, 2, 350, 0, 400
161, 4, 2, 1, 0, 3, 350, 0, 600
162, 4, 1, 1, 0, 4, 350, 0, 800
163, 3, 2, 1, 0, 2, 350, 0, 400
164, 2, 1, 1, 0, 2, 350, 0, 400
165, 2, 1, 1, 0, 1, 350, 0, 200
166, 4, 1, 1, 0, 3, 350, 0, 600
167, 1, 2, 1, 0, 0, 350, 0, 0
168, 0, 1, 1, 0, 0, 350, 0, 0
169, 3, 1, 1, 0, 2, 350, 0, 400
170, 4, 1, 1, 0, 3, 350, 0, 600
171, 2, 3, 1, 0, 1, 350, 0, 200
172, 3, 2, 1, 0, 3, 350, 0, 600
173, 4, 1, 1, 0, 4, 350, 0, 800
174, 3, 3, 1, 0, 2, 350, 0, 400
175, 0, 2, 1, 0, 0, 350, 0, 0
176, 3, 1, 1, 0, 3, 350, 0, 600
177, 0, 0, 0, 1, 0, 0, 50, 0
178, 3, 1, 1, 0, 2, 350, 0, 400
179, 3, 1, 1, 0, 2, 350, 0, 400
180, 1, 2, 1, 0, 0, 350, 0, 0
181, 0, 1, 1, 0, 0, 350, 0, 0
182, 1, 2, 1, 0, 0, 350, 0, 0
183, 4, 1, 1, 0, 4, 350, 0, 800
184, 2, 4, 1, 0, 1, 350, 0, 200
185, 2, 3, 1, 0, 2, 350, 0, 400
186, 0, 2, 1, 0, 0, 350, 0, 0
187, 2, 1, 1, 0, 2, 350, 0, 400
188, 2, 1, 1, 0, 1, 350, 0, 200
189, 3, 1, 1, 0, 2, 350, 0, 400
190, 4, 4, 1, 0, 3, 350, 0, 600
191, 0, 3, 1, 0, 0, 350, 0, 0
192, 4, 2, 1, 0, 4, 350, 0, 800
193, 3, 1, 1, 0, 3, 350, 0, 600
194, 3, 2, 1, 0, 2, 350, 0, 400
195, 3, 1, 1, 0, 3, 350, 0, 600
196, 4, 2, 1, 0, 3, 350, 0, 600
197, 2, 1, 1, 0, 2, 350, 0, 400
198, 2, 1, 1, 0, 1, 350, 0, 200
199, 3, 1, 1, 0, 2, 350, 0, 400
200, 3, 1, 1, 0, 2, 350, 0, 400
201, 2, 1, 1, 0, 1, 350, 0, 200
202, 3, 1, 1, 0, 2, 350, 0, 400
203, 3, 3, 1, 0, 2, 350, 0, 400
204, 4, 2, 1, 0, 4, 350, 0, 800
205, 4, 1, 1, 0, 4, 350, 0, 800
206, 2, 1, 1, 0, 1, 350, 0, 200
207, 3, 3, 1, 0, 2, 350, 0, 400
208, 1, 2, 1, 0, 1, 350, 0, 200
209, 3, 1, 1, 0, 3, 350, 0, 600
210, 3, 1, 1, 0, 2, 350, 0, 400
211, 4, 1, 1, 0, 3, 350, 0, 600
212, 3, 1, 1, 0, 2, 350, 0, 400
213, 4, 4, 1, 0, 3, 350, 0, 600
214, 3, 3, 1, 0, 3, 350, 0, 600
215, 3, 2, 1, 0, 3, 350, 0, 600
216, 3, 1, 1, 0, 3, 350, 0, 600
217, 2, 2, 1, 0, 1, 350, 0, 200
218, 2, 1, 1, 0, 2, 350, 0, 400
219, 2, 1, 1, 0, 1, 350, 0, 200
220, 0, 0, 0, 1, 0, 0, 50, 0
221, 4, 2, 1, 0, 3, 350, 0, 600
222, 2, 1, 1, 0, 2, 350, 0, 400
223, 3, 3, 1, 0, 2, 350, 0, 400
224, 4, 2, 1, 0, 4, 350, 0, 800
225, 3, 1, 1, 0, 3, 350, 0, 600
226, 0, 0, 0, 1, 0, 0, 50, 0
227, 4, 3, 1, 0, 3, 350, 0, 600
228, 3, 2, 1, 0, 3, 350, 0, 600
229, 3, 1, 1, 0, 3, 350, 0, 600
230, 2, 2, 1, 0, 1, 350, 0, 200
231, 4, 1, 1, 0, 4, 350, 0, 800
232, 3, 1, 1, 0, 2, 350, 0, 400
233, 3, 1, 1, 0, 2, 350, 0, 400
234, 4, 2, 1, 0, 3, 350, 0, 600
235, 4, 1, 1, 0, 4, 350, 0, 800
236, 0, 0, 0, 1, 0, 0, 50, 0
237, 1, 1, 1, 0, 0, 350, 0, 0
238, 0, 0, 0, 1, 0, 0, 50, 0
239, 4, 4, 1, 0, 3, 350, 0, 600
240, 4, 3, 1, 0, 4, 350, 0, 800
241, 3, 2, 1, 0, 3, 350, 0, 600
242, 3, 1, 1, 0, 3, 350, 0, 600
243, 3, 2, 1, 0, 2, 350, 0, 400
244, 4, 1, 1, 0, 4, 350, 0, 800
245, 3, 1, 1, 0, 2, 350, 0, 400
246, 2, 1, 1, 0, 1, 350, 0, 200
247, 2, 2, 1, 0, 1, 350, 0, 200
248, 2, 1, 1, 0, 2, 350, 0, 400
249, 4, 3, 1, 0, 3, 350, 0, 600
250, 0, 2, 1, 0, 0, 350, 0, 0
251, 3, 1, 1, 0, 3, 350, 0, 600
252, 1, 2, 1, 0, 0, 350, 0, 0
253, 0, 1, 1, 0, 0, 350, 0, 0
254, 3, 1, 1, 0, 2, 350, 0, 400
255, 4, 1, 1, 0, 3, 350, 0, 600
256, 2, 4, 1, 0, 1, 350, 0, 200
257, 3, 3, 1, 0, 3, 350, 0, 600
258, 2, 2, 1, 0, 2, 350, 0, 400
259, 4, 1, 1, 0, 4, 350, 0, 800
260, 3, 2, 1, 0, 2, 350, 0, 400
261, 1, 1, 1, 0, 1, 350, 0, 200
262, 4, 1, 1, 0, 3, 350, 0, 600
263, 4, 1, 1, 0, 3, 350, 0, 600
264, 2, 1, 1, 0, 1, 350, 0, 200
265, 4, 4, 1, 0, 3, 350, 0, 600
266, 0, 3, 1, 0, 0, 350, 0, 0
267, 3, 2, 1, 0, 3, 350, 0, 600
268, 2, 1, 1, 0, 2, 350, 0, 400
269, 2, 1, 1, 0, 1, 350, 0, 200
270, 1, 2, 1, 0, 0, 350, 0, 0
271, 3, 1, 1, 0, 3, 350, 0, 600
272, 2, 2, 1, 0, 1, 350, 0, 200
273, 4, 1, 1, 0, 4, 350, 0, 800
274, 4, 3, 1, 0, 3, 350, 0, 600
275, 1, 2, 1, 0, 1, 350, 0, 200
276, 0, 1, 1, 0, 0, 350, 0, 0
277, 1, 2, 1, 0, 0, 350, 0, 0
278, 1, 1, 1, 0, 1, 350, 0, 200
279, 3, 2, 1, 0, 2, 350, 0, 400
280, 2, 1, 1, 0, 2, 350, 0, 400
281, 2, 2, 1, 0, 1, 350, 0, 200
282, 3, 1, 1, 0, 3, 350, 0, 600
283, 4, 1, 1, 0, 3, 350, 0, 600
284, 0, 0, 0, 1, 0, 0, 50, 0
285, 3, 2, 1, 0, 2, 350, 0, 400
286, 2, 1, 1, 0, 2, 350, 0, 400
287, 3, 4, 1, 0, 2, 350, 0, 400
288, 1, 3, 1, 0, 1, 350, 0, 200
289, 4, 2, 1, 0, 4, 350, 0, 800
290, 4, 1, 1, 0, 4, 350, 0, 800
291, 2, 1, 1, 0, 1, 350, 0, 200
292, 1, 1, 1, 0, 0, 350, 0, 0
293, 3, 3, 1, 0, 2, 350, 0, 400
294, 4, 2, 1, 0, 4, 350, 0, 800
295, 0, 1, 1, 0, 0, 350, 0, 0
296, 3, 2, 1, 0, 2, 350, 0, 400
297, 3, 1, 1, 0, 3, 350, 0, 600
298, 1, 3, 1, 0, 0, 350, 0, 0
299, 2, 2, 1, 0, 2, 350, 0, 400
300, 4, 1, 1, 0, 4, 350, 0, 800
301, 0, 0, 0, 1, 0, 0, 50, 0
302, 3, 2, 1, 0, 2, 350, 0, 400
303, 0, 1, 1, 0, 0, 350, 0, 0
304, 1, 1, 1, 0, 0, 350, 0, 0
305, 2, 2, 1, 0, 1, 350, 0, 200
306, 1, 1, 1, 0, 1, 350, 0, 200
307, 1, 3, 1, 0, 0, 350, 0, 0
308, 3, 2, 1, 0, 3, 350, 0, 600
309, 3, 1, 1, 0, 3, 350, 0, 600
310, 2, 2, 1, 0, 1, 350, 0, 200
311, 0, 1, 1, 0, 0, 350, 0, 0
312, 2, 2, 1, 0, 1, 350, 0, 200
313, 4, 1, 1, 0, 4, 350, 0, 800
314, 0, 0, 0, 1, 0, 0, 50, 0
315, 3, 1, 1, 0, 2, 350, 0, 400
316, 4, 1, 1, 0, 3, 350, 0, 600
317, 3, 2, 1, 0, 2, 350, 0, 400
318, 0, 1, 1, 0, 0, 350, 0, 0
319, 1, 1, 1, 0, 0, 350, 0, 0
320, 2, 1, 1, 0, 1, 350, 0, 200
321, 4, 4, 1, 0, 3, 350, 0, 600
322, 4, 3, 1, 0, 4, 350, 0, 800
323, 2, 2, 1, 0, 2, 350, 0, 400
324, 2, 1, 1, 0, 2, 350, 0, 400
325, 0, 0, 0, 1, 0, 0, 50, 0
326, 4, 2, 1, 0, 3, 350, 0, 600
327, 4, 1, 1, 0, 4, 350, 0, 800
328, 0, 0, 0, 1, 0, 0, 50, 0
329, 2, 4, 1, 0, 1, 350, 0, 200
330, 2, 3, 1, 0, 2, 350, 0, 400
331, 2, 2, 1, 0, 2, 350, 0, 400
332, 0, 1, 1, 0, 0, 350, 0, 0
333, 3, 1, 1, 0, 2, 350, 0, 400
334, 3, 2, 1, 0, 2, 350, 0, 400
335, 2, 1, 1, 0, 2, 350, 0, 400
336, 4, 1, 1, 0, 3, 350, 0, 600
337, 2, 2, 1, 0, 1, 350, 0, 200
338, 2, 1, 1, 0, 2, 350, 0, 400
339, 3, 2, 1, 0, 2, 350, 0, 400
340, 0, 1, 1, 0, 0, 350, 0, 0
341, 3, 1, 1, 0, 2, 350, 0, 400
342, 3, 2, 1, 0, 2, 350, 0, 400
343, 4, 1, 1, 0, 4, 350, 0, 800
344, 0, 0, 0, 1, 0, 0, 50, 0
345, 3, 1, 1, 0, 2, 350, 0, 400
346, 2, 3, 1, 0, 1, 350, 0, 200
347, 2, 2, 1, 0, 2, 350, 0, 400
348, 0, 1, 1, 0, 0, 350, 0, 0
349, 2, 1, 1, 0, 1, 350, 0, 200
350, 2, 2, 1, 0, 1, 350, 0, 200
351, 1, 1, 1, 0, 1, 350, 0, 200
352, 3, 2, 1, 0, 2, 350, 0, 400
353, 4, 1, 1, 0, 4, 350, 0, 800
354, 3, 3, 1, 0, 2, 350, 0, 400
355, 2, 2, 1, 0, 2, 350, 0, 400
356, 2, 1, 1, 0, 2, 350, 0, 400
357, 4, 4, 1, 0, 3, 350, 0, 600
358, 0, 3, 1, 0, 0, 350, 0, 0
359, 4, 2, 1, 0, 4, 350, 0, 800
360, 4, 1, 1, 0, 4, 350, 0, 800
361, 2, 2, 1, 0, 1, 350, 0, 200
362, 2, 1, 1, 0, 2, 350, 0, 400
363, 1, 2, 1, 0, 0, 350, 0, 0
364, 4, 1, 1, 0, 4, 350, 0, 800
365, 0, 0, 0, 1, 0, 0, 50, 0
