days, cars_request, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
91, 4, 0, 0, 4, 0, 0, 800
92, 2, 0, 0, 2, 0, 0, 400
93, 2, 0, 0, 2, 0, 0, 400
94, 2, 0, 0, 2, 0, 0, 400
95, 2, 0, 0, 2, 0, 0, 400
96, 3, 0, 0, 3, 0, 0, 600
97, 3, 0, 0, 3, 0, 0, 600
98, 4, 0, 0, 4, 0, 0, 800
99, 3, 0, 0, 3, 0, 0, 600
100, 0, 0, 0, 0, 0, 0, 0
101, 4, 0, 0, 4, 0, 0, 800
102, 2, 0, 0, 2, 0, 0, 400
103, 3, 0, 0, 3, 0, 0, 600
104, 1, 0, 0, 1, 0, 0, 200
105, 3, 0, 0, 3, 0, 0, 600
106, 2, 0, 0, 2, 0, 0, 400
107, 1, 0, 0, 1, 0, 0, 200
108, 3, 0, 0, 3, 0, 0, 600
109, 0, 0, 0, 0, 0, 0, 0
110, 4, 0, 0, 4, 0, 0, 800
111, 2, 0, 0, 2, 0, 0, 400
112, 2, 0, 0, 2, 0, 0, 400
113, 3, 0, 0, 3, 0, 0, 600
114, 3, 0, 0, 3, 0, 0, 600
115, 0, 0, 0, 0, 0, 0, 0
116, 4, 0, 0, 4, 0, 0, 800
117, 2, 0, 0, 2, 0, 0, 400
118, 2, 0, 0, 2, 0, 0, 400
119, 3, 0, 0, 3, 0, 0, 600
120, 3, 0, 0, 3, 0, 0, 600
121, 3, 0, 0, 3, 0, 0, 600
122, 2, 0, 0, 2, 0, 0, 400
123, 0, 0, 0, 0, 0, 0, 0
124, 2, 0, 0, 2, 0, 0, 400
125, 1, 0, 0, 1, 0, 0, 200
126, 0, 0, 0, 0, 0, 0, 0
127, 4, 0, 0, 4, 0, 0, 800
128, 0, 0, 0, 0, 0, 0, 0
129, 4, 0, 0, 4, 0, 0, 800
130, 0, 0, 0, 0, 0, 0, 0
131, 0, 0, 0, 0, 0, 0, 0
132, 2, 0, 0, 2, 0, 0, 400
133, 3, 0, 0, 3, 0, 0, 600
134, 2, 0, 0, 2, 0, 0, 400
135, 0, 0, 0, 0, 0, 0, 0
136, 1, 0, 0, 1, 0, 0, 200
137, 1, 0, 0, 1, 0, 0, 200
138, 3, 0, 0, 3, 0, 0, 600
139, 4, 0, 0, 4, 0, 0, 800
140, 2, 0, 0, 2, 0, 0, 400
141, 4, 0, 0, 4, 0, 0, 800
142, 4, 0, 0, 4, 0, 0, 800
143, 4, 0, 0, 4, 0, 0, 800
144, 4, 0, 0, 4, 0, 0, 800
145, 2, 0, 0, 2, 0, 0, 400
146, 0, 0, 0, 0, 0, 0, 0
147, 3, 0, 0, 3, 0, 0, 600
148, 3, 0, 0, 3, 0, 0, 600
149, 3, 0, 0, 3, 0, 0, 600
150, 3, 0, 0, 3, 0, 0, 600
151, 0, 0, 0, 0, 0, 0, 0
152, 1, 0, 0, 1, 0, 0, 200
153, 4, 0, 0, 4, 0, 0, 800
154, 0, 0, 0, 0, 0, 0, 0
155, 4, 0, 0, 4, 0, 0, 800
156, 1, 0, 0, 1, 0, 0, 200
157, 4, 0, 0, 4, 0, 0, 800
158, 1, 0, 0, 1, 0, 0, 200
159, 4, 0, 0, 4, 0, 0, 800
160, 1, 0, 0, 1, 0, 0, 200
161, 2, 0, 0, 2, 0, 0, 400
162, 3, 0, 0, 3, 0, 0, 600
163, 3, 0, 0, 3, 0, 0, 600
164, 3, 0, 0, 3, 0, 0, 600
165, 4, 0, 0, 4, 0, 0, 800
166, 4, 0, 0, 4, 0, 0, 800
167, 3, 0, 0, 3, 0, 0, 600
168, 4, 0, 0, 4, 0, 0, 800
169, 3, 0, 0, 3, 0, 0, 600
170, 1, 0, 0, 1, 0, 0, 200
171, 2, 0, 0, 2, 0, 0, 400
172, 0, 0, 0, 0, 0, 0, 0
173, 2, 0, 0, 2, 0, 0, 400
174, 3, 0, 0, 3, 0, 0, 600
175, 3, 0, 0, 3, 0, 0, 600
176, 4, 0, 0, 4, 0, 0, 800
177, 4, 0, 0, 4, 0, 0, 800
178, 4, 0, 0, 4, 0, 0, 800
179, 2, 0, 0, 2, 0, 0, 400
180, 2, 0, 0, 2, 0, 0, 400
181, 3, 0, 0, 3, 0, 0, 600
182, 1, 0, 0, 1, 0, 0, 200
183, 4, 0, 0, 4, 0, 0, 800
184, 4, 0, 0, 4, 0, 0, 800
185, 2, 0, 0, 2, 0, 0, 400
186, 4, 0, 0, 4, 0, 0, 800
187, 4, 0, 0, 4, 0, 0, 800
188, 4, 0, 0, 4, 0, 0, 800
189, 3, 0, 0, 3, 0, 0, 600
190, 2, 0, 0, 2, 0, 0, 400
191, 3, 0, 0, 3, 0, 0, 600
192, 4, 0, 0, 4, 0, 0, 800
193, 3, 0, 0, 3, 0, 0, 600
194, 1, 0, 0, 1, 0, 0, 200
195, 4, 0, 0, 4, 0, 0, 800
196, 3, 0, 0, 3, 0, 0, 600
197, 4, 0, 0, 4, 0, 0, 800
198, 0, 0, 0, 0, 0, 0, 0
199, 3, 0, 0, 3, 0, 0, 600
200, 2, 0, 0, 2, 0, 0, 400
201, 3, 0, 0, 3, 0, 0, 600
202, 4, 0, 0, 4, 0, 0, 800
203, 4, 0, 0, 4, 0, 0, 800
204, 0, 0, 0, 0, 0, 0, 0
205, 1, 0, 0, 1, 0, 0, 200
206, 4, 0, 0, 4, 0, 0, 800
207, 2, 0, 0, 2, 0, 0, 400
208, 3, 0, 0, 3, 0, 0, 600
209, 2, 0, 0, 2, 0, 0, 400
210, 4, 0, 0, 4, 0, 0, 800
211, 2, 0, 0, 2, 0, 0, 400
212, 4, 0, 0, 4, 0, 0, 800
213, 4, 0, 0, 4, 0, 0, 800
214, 2, 0, 0, 2, 0, 0, 400
215, 4, 0, 0, 4, 0, 0, 800
216, 4, 0, 0, 4, 0, 0, 800
217, 2, 0, 0, 2, 0, 0, 400
218, 3, 0, 0, 3, 0, 0, 600
219, 4, 0, 0, 4, 0, 0, 800
220, 2, 0, 0, 2, 0, 0, 400
221, 4, 0, 0, 4, 0, 0, 800
222, 3, 0, 0, 3, 0, 0, 600
223, 3, 0, 0, 3, 0, 0, 600
224, 2, 0, 0, 2, 0, 0, 400
225, 2, 0, 0, 2, 0, 0, 400
226, 4, 0, 0, 4, 0, 0, 800
227, 1, 0, 0, 1, 0, 0, 200
228, 2, 0, 0, 2, 0, 0, 400
229, 1, 0, 0, 1, 0, 0, 200
230, 3, 0, 0, 3, 0, 0, 600
231, 3, 0, 0, 3, 0, 0, 600
232, 1, 0, 0, 1, 0, 0, 200
233, 3, 0, 0, 3, 0, 0, 600
234, 4, 0, 0, 4, 0, 0, 800
235, 3, 0, 0, 3, 0, 0, 600
236, 1, 0, 0, 1, 0, 0, 200
237, 2, 0, 0, 2, 0, 0, 400
238, 2, 0, 0, 2, 0, 0, 400
239, 2, 0, 0, 2, 0, 0, 400
240, 2, 0, 0, 2, 0, 0, 400
241, 2, 0, 0, 2, 0, 0, 400
242, 2, 0, 0, 2, 0, 0, 400
243, 1, 0, 0, 1, 0, 0, 200
244, 3, 0, 0, 3, 0, 0, 600
245, 3, 0, 0, 3, 0, 0, 600
246, 0, 0, 0, 0, 0, 0, 0
247, 1, 0, 0, 1, 0, 0, 200
248, 3, 0, 0, 3, 0, 0, 600
249, 4, 0, 0, 4, 0, 0, 800
250, 3, 0, 0, 3, 0, 0, 600
251, 0, 0, 0, 0, 0, 0, 0
252, 2, 0, 0, 2, 0, 0, 400
253, 3, 0, 0, 3, 0, 0, 600
254, 2, 0, 0, 2, 0, 0, 400
255, 4, 0, 0, 4, 0, 0, 800
256, 2, 0, 0, 2, 0, 0, 400
257, 3, 0, 0, 3, 0, 0, 600
258, 4, 0, 0, 4, 0, 0, 800
259, 2, 0, 0, 2, 0, 0, 400
260, 4, 0, 0, 4, 0, 0, 800
261, 2, 0, 0, 2, 0, 0, 400
262, 3, 0, 0, 3, 0, 0, 600
263, 3, 0, 0, 3, 0, 0, 600
264, 4, 0, 0, 4, 0, 0, 800
265, 2, 0, 0, 2, 0, 0, 400
266, 4, 0, 0, 4, 0, 0, 800
267, 3, 0, 0, 3, 0, 0, 600
268, 0, 0, 0, 0, 0, 0, 0
269, 2, 0, 0, 2, 0, 0, 400
270, 1, 0, 0, 1, 0, 0, 200
271, 0, 0, 0, 0, 0, 0, 0
272, 2, 0, 0, 2, 0, 0, 400
273, 4, 0, 0, 4, 0, 0, 800
274, 3, 0, 0, 3, 0, 0, 600
275, 3, 0, 0, 3, 0, 0, 600
276, 2, 0, 0, 2, 0, 0, 400
277, 2, 0, 0, 2, 0, 0, 400
278, 0, 0, 0, 0, 0, 0, 0
279, 0, 0, 0, 0, 0, 0, 0
280, 4, 0, 0, 4, 0, 0, 800
281, 0, 0, 0, 0, 0, 0, 0
282, 1, 0, 0, 1, 0, 0, 200
283, 0, 0, 0, 0, 0, 0, 0
284, 2, 0, 0, 2, 0, 0, 400
285, 3, 0, 0, 3, 0, 0, 600
286, 3, 0, 0, 3, 0, 0, 600
287, 3, 0, 0, 3, 0, 0, 600
288, 0, 0, 0, 0, 0, 0, 0
289, 2, 0, 0, 2, 0, 0, 400
290, 3, 0, 0, 3, 0, 0, 600
291, 3, 0, 0, 3, 0, 0, 600
292, 1, 0, 0, 1, 0, 0, 200
293, 2, 0, 0, 2, 0, 0, 400
294, 2, 0, 0, 2, 0, 0, 400
295, 4, 0, 0, 4, 0, 0, 800
296, 1, 0, 0, 1, 0, 0, 200
297, 0, 0, 0, 0, 0, 0, 0
298, 2, 0, 0, 2, 0, 0, 400
299, 2, 0, 0, 2, 0, 0, 400
300, 0, 0, 0, 0, 0, 0, 0
301, 1, 0, 0, 1, 0, 0, 200
302, 4, 0, 0, 4, 0, 0, 800
303, 4, 0, 0, 4, 0, 0, 800
304, 0, 0, 0, 0, 0, 0, 0
305, 4, 0, 0, 4, 0, 0, 800
306, 3, 0, 0, 3, 0, 0, 600
307, 4, 0, 0, 4, 0, 0, 800
308, 2, 0, 0, 2, 0, 0, 400
309, 2, 0, 0, 2, 0, 0, 400
310, 3, 0, 0, 3, 0, 0, 600
311, 2, 0, 0, 2, 0, 0, 400
312, 4, 0, 0, 4, 0, 0, 800
313, 3, 0, 0, 3, 0, 0, 600
314, 4, 0, 0, 4, 0, 0, 800
315, 2, 0, 0, 2, 0, 0, 400
316, 0, 0, 0, 0, 0, 0, 0
317, 3, 0, 0, 3, 0, 0, 600
318, 4, 0, 0, 4, 0, 0, 800
319, 1, 0, 0, 1, 0, 0, 200
320, 2, 0, 0, 2, 0, 0, 400
321, 3, 0, 0, 3, 0, 0, 600
322, 1, 0, 0, 1, 0, 0, 200
323, 4, 0, 0, 4, 0, 0, 800
324, 4, 0, 0, 4, 0, 0, 800
325, 4, 0, 0, 4, 0, 0, 800
326, 3, 0, 0, 3, 0, 0, 600
327, 2, 0, 0, 2, 0, 0, 400
328, 3, 0, 0, 3, 0, 0, 600
329, 3, 0, 0, 3, 0, 0, 600
330, 4, 0, 0, 4, 0, 0, 800
331, 3, 0, 0, 3, 0, 0, 600
332, 4, 0, 0, 4, 0, 0, 800
333, 3, 0, 0, 3, 0, 0, 600
334, 4, 0, 0, 4, 0, 0, 800
335, 2, 0, 0, 2, 0, 0, 400
336, 0, 0, 0, 0, 0, 0, 0
337, 2, 0, 0, 2, 0, 0, 400
338, 3, 0, 0, 3, 0, 0, 600
339, 0, 0, 0, 0, 0, 0, 0
340, 2, 0, 0, 2, 0, 0, 400
341, 3, 0, 0, 3, 0, 0, 600
342, 4, 0, 0, 4, 0, 0, 800
343, 2, 0, 0, 2, 0, 0, 400
344, 4, 0, 0, 4, 0, 0, 800
345, 4, 0, 0, 4, 0, 0, 800
346, 3, 0, 0, 3, 0, 0, 600
347, 0, 0, 0, 0, 0, 0, 0
348, 2, 0, 0, 2, 0, 0, 400
349, 2, 0, 0, 2, 0, 0, 400
350, 2, 0, 0, 2, 0, 0, 400
351, 2, 0, 0, 2, 0, 0, 400
352, 3, 0, 0, 3, 0, 0, 600
353, 3, 0, 0, 3, 0, 0, 600
354, 2, 0, 0, 2, 0, 0, 400
355, 1, 0, 0, 1, 0, 0, 200
356, 2, 0, 0, 2, 0, 0, 400
357, 3, 0, 0, 3, 0, 0, 600
358, 2, 0, 0, 2, 0, 0, 400
359, 2, 0, 0, 2, 0, 0, 400
360, 4, 0, 0, 4, 0, 0, 800
361, 2, 0, 0, 2, 0, 0, 400
362, 1, 0, 0, 1, 0, 0, 200
363, 4, 0, 0, 4, 0, 0, 800
364, 1, 0, 0, 1, 0, 0, 200
365, 3, 0, 0, 3, 0, 0, 600
