days, cars_request, car1, car2, car3, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
152, 3, 2, 2, 2, 3, 0, 1, 1050, 0, 200
153, 3, 1, 1, 1, 3, 0, 3, 1050, 0, 600
154, 4, 1, 4, 2, 3, 0, 1, 1050, 0, 200
155, 4, 3, 3, 1, 3, 0, 3, 1050, 0, 600
156, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
157, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
158, 4, 1, 2, 1, 3, 0, 2, 1050, 0, 400
159, 3, 1, 1, 4, 3, 0, 1, 1050, 0, 200
160, 0, 0, 0, 3, 1, 2, 0, 350, 100, 0
161, 3, 2, 2, 2, 3, 0, 1, 1050, 0, 200
162, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
163, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
164, 1, 2, 0, 0, 1, 2, 0, 350, 100, 0
165, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
166, 4, 2, 2, 1, 3, 0, 1, 1050, 0, 200
167, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
168, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
169, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
170, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
171, 2, 2, 3, 0, 2, 1, 0, 700, 50, 0
172, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
173, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
174, 4, 3, 3, 3, 3, 0, 1, 1050, 0, 200
175, 2, 2, 2, 2, 3, 0, 2, 1050, 0, 400
176, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
177, 2, 1, 4, 0, 2, 1, 0, 700, 50, 0
178, 2, 1, 3, 1, 3, 0, 0, 1050, 0, 0
179, 4, 1, 2, 3, 3, 0, 2, 1050, 0, 400
180, 0, 0, 1, 2, 2, 1, 0, 700, 50, 0
181, 3, 4, 1, 1, 3, 0, 1, 1050, 0, 200
182, 2, 3, 2, 2, 3, 0, 0, 1050, 0, 0
183, 0, 2, 1, 1, 3, 0, 0, 1050, 0, 0
184, 1, 1, 3, 0, 2, 1, 0, 700, 50, 0
185, 0, 0, 2, 0, 1, 2, 0, 350, 100, 0
186, 4, 3, 1, 1, 3, 0, 2, 1050, 0, 400
187, 1, 2, 3, 0, 2, 1, 0, 700, 50, 0
188, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
189, 4, 3, 1, 3, 3, 0, 2, 1050, 0, 400
190, 4, 2, 1, 2, 3, 0, 3, 1050, 0, 600
191, 0, 1, 0, 1, 2, 1, 0, 700, 50, 0
192, 4, 1, 1, 3, 3, 0, 1, 1050, 0, 200
193, 4, 1, 4, 2, 3, 0, 2, 1050, 0, 400
194, 1, 1, 3, 1, 3, 0, 0, 1050, 0, 0
195, 2, 1, 2, 2, 3, 0, 0, 1050, 0, 0
196, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
197, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
198, 2, 3, 1, 0, 2, 1, 0, 700, 50, 0
199, 0, 2, 0, 0, 1, 2, 0, 350, 100, 0
200, 3, 1, 3, 3, 3, 0, 1, 1050, 0, 200
201, 1, 1, 2, 2, 3, 0, 0, 1050, 0, 0
202, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
203, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
204, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
205, 2, 3, 2, 0, 2, 1, 0, 700, 50, 0
206, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
207, 4, 1, 2, 2, 3, 0, 2, 1050, 0, 400
208, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
209, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
210, 2, 3, 3, 0, 2, 1, 0, 700, 50, 0
211, 4, 2, 2, 3, 3, 0, 3, 1050, 0, 600
212, 0, 1, 1, 2, 3, 0, 0, 1050, 0, 0
213, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
214, 4, 1, 1, 2, 3, 0, 2, 1050, 0, 400
215, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
216, 2, 3, 3, 0, 2, 1, 0, 700, 50, 0
217, 3, 2, 2, 2, 3, 0, 2, 1050, 0, 400
218, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
219, 3, 3, 2, 1, 3, 0, 0, 1050, 0, 0
220, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
221, 3, 1, 1, 4, 3, 0, 1, 1050, 0, 200
222, 2, 4, 2, 3, 3, 0, 0, 1050, 0, 0
223, 2, 3, 1, 2, 3, 0, 2, 1050, 0, 400
224, 2, 2, 2, 1, 3, 0, 1, 1050, 0, 200
225, 2, 1, 1, 3, 3, 0, 1, 1050, 0, 200
226, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
227, 3, 1, 1, 1, 3, 0, 3, 1050, 0, 600
228, 4, 4, 1, 1, 3, 0, 1, 1050, 0, 200
229, 0, 3, 0, 0, 1, 2, 0, 350, 100, 0
230, 4, 2, 1, 4, 3, 0, 2, 1050, 0, 400
231, 0, 1, 0, 3, 2, 1, 0, 700, 50, 0
232, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
233, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
234, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
235, 2, 4, 4, 0, 2, 1, 0, 700, 50, 0
236, 2, 3, 3, 1, 3, 0, 1, 1050, 0, 200
237, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
238, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
239, 3, 3, 3, 2, 3, 0, 0, 1050, 0, 0
240, 4, 2, 2, 1, 3, 0, 4, 1050, 0, 800
241, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
242, 4, 1, 3, 1, 3, 0, 2, 1050, 0, 400
243, 4, 4, 2, 2, 3, 0, 2, 1050, 0, 400
244, 3, 3, 1, 1, 3, 0, 3, 1050, 0, 600
245, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
246, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
247, 3, 1, 2, 1, 3, 0, 0, 1050, 0, 0
248, 1, 3, 1, 0, 2, 1, 0, 700, 50, 0
249, 4, 2, 1, 1, 3, 0, 2, 1050, 0, 400
250, 2, 1, 1, 4, 3, 0, 0, 1050, 0, 0
251, 4, 3, 1, 3, 3, 0, 2, 1050, 0, 400
252, 3, 2, 3, 2, 3, 0, 2, 1050, 0, 400
253, 3, 1, 2, 1, 3, 0, 3, 1050, 0, 600
254, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
255, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
256, 3, 1, 2, 2, 3, 0, 0, 1050, 0, 0
257, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
258, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
259, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
260, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
261, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
262, 2, 1, 3, 0, 2, 1, 0, 700, 50, 0
263, 3, 2, 2, 3, 3, 0, 1, 1050, 0, 200
264, 1, 1, 1, 2, 3, 0, 1, 1050, 0, 200
265, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
266, 4, 2, 1, 1, 3, 0, 2, 1050, 0, 400
267, 4, 1, 4, 2, 3, 0, 2, 1050, 0, 400
268, 3, 2, 3, 1, 3, 0, 2, 1050, 0, 400
269, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
270, 4, 4, 1, 2, 3, 0, 2, 1050, 0, 400
271, 3, 3, 3, 1, 3, 0, 2, 1050, 0, 400
272, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
273, 4, 1, 1, 4, 3, 0, 3, 1050, 0, 600
274, 2, 1, 3, 3, 3, 0, 0, 1050, 0, 0
275, 3, 1, 2, 2, 3, 0, 2, 1050, 0, 400
276, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
277, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
278, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
279, 4, 4, 4, 1, 3, 0, 2, 1050, 0, 400
280, 3, 3, 3, 2, 3, 0, 2, 1050, 0, 400
281, 1, 2, 2, 1, 3, 0, 1, 1050, 0, 200
282, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
283, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
284, 4, 4, 1, 1, 3, 0, 1, 1050, 0, 200
285, 1, 3, 2, 0, 2, 1, 0, 700, 50, 0
286, 1, 2, 1, 2, 3, 0, 0, 1050, 0, 0
287, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
288, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
289, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
290, 1, 4, 0, 0, 1, 2, 0, 350, 100, 0
291, 4, 3, 1, 2, 3, 0, 2, 1050, 0, 400
292, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
293, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
294, 2, 3, 1, 0, 2, 1, 0, 700, 50, 0
295, 4, 2, 3, 2, 3, 0, 2, 1050, 0, 400
296, 3, 1, 2, 1, 3, 0, 3, 1050, 0, 600
297, 2, 1, 1, 3, 3, 0, 0, 1050, 0, 0
298, 2, 1, 4, 2, 3, 0, 0, 1050, 0, 0
299, 2, 1, 3, 1, 3, 0, 1, 1050, 0, 200
300, 4, 1, 2, 2, 3, 0, 2, 1050, 0, 400
301, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
302, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
303, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
304, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
305, 3, 4, 4, 2, 3, 0, 0, 1050, 0, 0
306, 3, 3, 3, 1, 3, 0, 3, 1050, 0, 600
307, 1, 2, 2, 3, 3, 0, 0, 1050, 0, 0
308, 3, 1, 1, 2, 3, 0, 3, 1050, 0, 600
309, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
310, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
311, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
312, 1, 3, 0, 0, 1, 2, 0, 350, 100, 0
313, 1, 2, 2, 0, 2, 1, 0, 700, 50, 0
314, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
315, 3, 4, 1, 1, 3, 0, 1, 1050, 0, 200
316, 3, 3, 1, 2, 3, 0, 1, 1050, 0, 200
317, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
318, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
319, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
320, 3, 1, 1, 2, 3, 0, 1, 1050, 0, 200
321, 4, 2, 3, 1, 3, 0, 2, 1050, 0, 400
322, 3, 1, 2, 2, 3, 0, 2, 1050, 0, 400
323, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
324, 3, 1, 1, 2, 3, 0, 1, 1050, 0, 200
325, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
326, 3, 1, 1, 3, 3, 0, 2, 1050, 0, 400
327, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
328, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
329, 4, 1, 3, 1, 3, 0, 1, 1050, 0, 200
330, 2, 3, 2, 1, 3, 0, 0, 1050, 0, 0
331, 1, 2, 1, 1, 3, 0, 0, 1050, 0, 0
332, 3, 1, 1, 3, 3, 0, 1, 1050, 0, 200
333, 2, 1, 1, 2, 3, 0, 0, 1050, 0, 0
334, 2, 3, 2, 1, 3, 0, 0, 1050, 0, 0
335, 2, 2, 1, 2, 3, 0, 1, 1050, 0, 200
336, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
337, 1, 2, 1, 0, 2, 1, 0, 700, 50, 0
338, 2, 1, 3, 1, 3, 0, 0, 1050, 0, 0
339, 3, 3, 2, 4, 3, 0, 1, 1050, 0, 200
340, 0, 2, 1, 3, 3, 0, 0, 1050, 0, 0
341, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
342, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
343, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
344, 4, 1, 2, 1, 3, 0, 1, 1050, 0, 200
345, 2, 2, 1, 2, 3, 0, 0, 1050, 0, 0
346, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
347, 3, 1, 2, 1, 3, 0, 0, 1050, 0, 0
348, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
349, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
350, 2, 4, 1, 0, 2, 1, 0, 700, 50, 0
351, 4, 3, 2, 4, 3, 0, 2, 1050, 0, 400
352, 4, 2, 1, 3, 3, 0, 4, 1050, 0, 800
353, 2, 1, 2, 2, 3, 0, 1, 1050, 0, 200
354, 0, 0, 1, 1, 2, 1, 0, 700, 50, 0
355, 4, 2, 2, 2, 3, 0, 1, 1050, 0, 200
356, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
357, 3, 2, 2, 3, 3, 0, 0, 1050, 0, 0
358, 3, 1, 1, 2, 3, 0, 3, 1050, 0, 600
359, 2, 4, 2, 1, 3, 0, 0, 1050, 0, 0
360, 2, 3, 1, 2, 3, 0, 1, 1050, 0, 200
361, 1, 2, 2, 1, 3, 0, 0, 1050, 0, 0
362, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
363, 4, 1, 1, 1, 3, 0, 1, 1050, 0, 200
364, 3, 2, 1, 4, 3, 0, 0, 1050, 0, 0
365, 4, 1, 4, 3, 3, 0, 3, 1050, 0, 600
