days, cars_request, car1, car2, car3, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
128, 4, 4, 1, 1, 3, 0, 1, 1050, 0, 200
129, 3, 3, 2, 4, 3, 0, 1, 1050, 0, 200
130, 3, 2, 1, 3, 3, 0, 3, 1050, 0, 600
131, 2, 1, 2, 2, 3, 0, 1, 1050, 0, 200
132, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
133, 1, 1, 1, 0, 2, 1, 0, 700, 50, 0
134, 3, 2, 1, 3, 3, 0, 0, 1050, 0, 0
135, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
136, 3, 1, 3, 1, 3, 0, 1, 1050, 0, 200
137, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
138, 0, 1, 1, 1, 3, 0, 0, 1050, 0, 0
139, 2, 1, 2, 0, 2, 1, 0, 700, 50, 0
140, 4, 2, 1, 1, 3, 0, 2, 1050, 0, 400
141, 4, 1, 1, 3, 3, 0, 2, 1050, 0, 400
142, 2, 1, 1, 2, 3, 0, 0, 1050, 0, 0
143, 4, 2, 3, 1, 3, 0, 2, 1050, 0, 400
144, 0, 1, 2, 0, 2, 1, 0, 700, 50, 0
145, 4, 3, 1, 2, 3, 0, 2, 1050, 0, 400
146, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
147, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
148, 4, 2, 1, 1, 3, 0, 2, 1050, 0, 400
149, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
150, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
151, 3, 1, 2, 2, 3, 0, 0, 1050, 0, 0
152, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
153, 4, 1, 3, 1, 3, 0, 2, 1050, 0, 400
154, 4, 1, 2, 4, 3, 0, 2, 1050, 0, 400
155, 4, 2, 1, 3, 3, 0, 3, 1050, 0, 600
156, 3, 1, 2, 2, 3, 0, 2, 1050, 0, 400
157, 3, 4, 1, 1, 3, 0, 2, 1050, 0, 400
158, 4, 3, 3, 3, 3, 0, 2, 1050, 0, 400
159, 3, 2, 2, 2, 3, 0, 3, 1050, 0, 600
160, 1, 1, 1, 1, 3, 0, 1, 1050, 0, 200
161, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
162, 4, 2, 2, 4, 3, 0, 1, 1050, 0, 200
163, 2, 1, 1, 3, 3, 0, 2, 1050, 0, 400
164, 1, 3, 0, 2, 2, 1, 0, 700, 50, 0
165, 3, 2, 3, 1, 3, 0, 2, 1050, 0, 400
166, 0, 1, 2, 0, 2, 1, 0, 700, 50, 0
167, 3, 2, 1, 4, 3, 0, 1, 1050, 0, 200
168, 4, 1, 2, 3, 3, 0, 3, 1050, 0, 600
169, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
170, 3, 3, 2, 1, 3, 0, 1, 1050, 0, 200
171, 2, 2, 1, 2, 3, 0, 1, 1050, 0, 200
172, 3, 1, 3, 1, 3, 0, 2, 1050, 0, 400
173, 1, 2, 2, 0, 2, 1, 0, 700, 50, 0
174, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
175, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
176, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
177, 3, 1, 2, 2, 3, 0, 0, 1050, 0, 0
178, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
179, 4, 2, 4, 2, 3, 0, 1, 1050, 0, 200
180, 2, 1, 3, 1, 3, 0, 2, 1050, 0, 400
181, 2, 3, 2, 1, 3, 0, 0, 1050, 0, 0
182, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
183, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
184, 1, 1, 1, 0, 2, 1, 0, 700, 50, 0
185, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
186, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
187, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
188, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
189, 4, 3, 2, 1, 3, 0, 1, 1050, 0, 200
190, 4, 2, 1, 2, 3, 0, 3, 1050, 0, 600
191, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
192, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
193, 3, 1, 4, 1, 3, 0, 2, 1050, 0, 400
194, 1, 4, 3, 0, 2, 1, 0, 700, 50, 0
195, 3, 3, 2, 2, 3, 0, 2, 1050, 0, 400
196, 2, 2, 1, 1, 3, 0, 2, 1050, 0, 400
197, 4, 1, 3, 1, 3, 0, 2, 1050, 0, 400
198, 3, 3, 2, 1, 3, 0, 1, 1050, 0, 200
199, 3, 2, 1, 2, 3, 0, 2, 1050, 0, 400
200, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
201, 3, 2, 2, 1, 3, 0, 0, 1050, 0, 0
202, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
203, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
204, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
205, 4, 1, 1, 3, 3, 0, 1, 1050, 0, 200
206, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
207, 3, 1, 1, 1, 3, 0, 3, 1050, 0, 600
208, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
209, 2, 1, 2, 0, 2, 1, 0, 700, 50, 0
210, 2, 2, 1, 3, 3, 0, 0, 1050, 0, 0
211, 1, 1, 2, 2, 3, 0, 0, 1050, 0, 0
212, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
213, 4, 1, 2, 2, 3, 0, 1, 1050, 0, 200
214, 3, 3, 1, 1, 3, 0, 2, 1050, 0, 400
215, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
216, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
217, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
218, 3, 2, 4, 1, 3, 0, 0, 1050, 0, 0
219, 0, 1, 3, 0, 2, 1, 0, 700, 50, 0
220, 2, 1, 2, 1, 3, 0, 0, 1050, 0, 0
221, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
222, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
223, 1, 2, 0, 0, 1, 2, 0, 350, 100, 0
224, 4, 1, 2, 3, 3, 0, 2, 1050, 0, 400
225, 4, 2, 1, 2, 3, 0, 3, 1050, 0, 600
226, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
227, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
228, 2, 1, 2, 3, 3, 0, 0, 1050, 0, 0
229, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
230, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
231, 4, 1, 2, 1, 3, 0, 1, 1050, 0, 200
232, 3, 3, 1, 4, 3, 0, 1, 1050, 0, 200
233, 3, 2, 2, 3, 3, 0, 2, 1050, 0, 400
234, 3, 1, 1, 2, 3, 0, 3, 1050, 0, 600
235, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
236, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
237, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
238, 2, 2, 4, 0, 2, 1, 0, 700, 50, 0
239, 2, 1, 3, 4, 3, 0, 1, 1050, 0, 200
240, 2, 1, 2, 3, 3, 0, 1, 1050, 0, 200
241, 2, 4, 1, 2, 3, 0, 1, 1050, 0, 200
242, 4, 3, 2, 1, 3, 0, 3, 1050, 0, 600
243, 4, 2, 1, 2, 3, 0, 3, 1050, 0, 600
244, 0, 1, 0, 1, 2, 1, 0, 700, 50, 0
245, 3, 1, 3, 2, 3, 0, 0, 1050, 0, 0
246, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
247, 2, 3, 1, 4, 3, 0, 0, 1050, 0, 0
248, 3, 2, 2, 3, 3, 0, 2, 1050, 0, 400
249, 4, 1, 1, 2, 3, 0, 4, 1050, 0, 800
250, 2, 1, 3, 1, 3, 0, 0, 1050, 0, 0
251, 2, 2, 2, 1, 3, 0, 0, 1050, 0, 0
252, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
253, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
254, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
255, 2, 3, 1, 0, 2, 1, 0, 700, 50, 0
256, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
257, 3, 1, 1, 4, 3, 0, 2, 1050, 0, 400
258, 4, 2, 1, 3, 3, 0, 2, 1050, 0, 400
259, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
260, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
261, 2, 4, 4, 0, 2, 1, 0, 700, 50, 0
262, 2, 3, 3, 2, 3, 0, 1, 1050, 0, 200
263, 3, 2, 2, 1, 3, 0, 3, 1050, 0, 600
264, 1, 1, 1, 2, 3, 0, 0, 1050, 0, 0
265, 1, 2, 0, 1, 2, 1, 0, 700, 50, 0
266, 3, 1, 1, 2, 3, 0, 1, 1050, 0, 200
267, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
268, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
269, 3, 3, 3, 4, 3, 0, 0, 1050, 0, 0
270, 3, 2, 2, 3, 3, 0, 3, 1050, 0, 600
271, 4, 1, 1, 2, 3, 0, 4, 1050, 0, 800
272, 4, 2, 4, 1, 3, 0, 2, 1050, 0, 400
273, 2, 1, 3, 2, 3, 0, 1, 1050, 0, 200
274, 1, 1, 2, 1, 3, 0, 0, 1050, 0, 0
275, 4, 1, 1, 3, 3, 0, 2, 1050, 0, 400
276, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
277, 0, 1, 0, 1, 2, 1, 0, 700, 50, 0
278, 4, 3, 1, 2, 3, 0, 1, 1050, 0, 200
279, 2, 2, 2, 1, 3, 0, 1, 1050, 0, 200
280, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
281, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
282, 1, 3, 0, 0, 1, 2, 0, 350, 100, 0
283, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
284, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
285, 3, 2, 1, 2, 3, 0, 0, 1050, 0, 0
286, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
287, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
288, 4, 1, 1, 2, 3, 0, 2, 1050, 0, 400
289, 3, 1, 3, 1, 3, 0, 1, 1050, 0, 200
290, 2, 3, 2, 2, 3, 0, 0, 1050, 0, 0
291, 1, 2, 1, 1, 3, 0, 1, 1050, 0, 200
292, 4, 1, 2, 1, 3, 0, 2, 1050, 0, 400
293, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
294, 1, 3, 0, 0, 1, 2, 0, 350, 100, 0
295, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
296, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
297, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
298, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
299, 4, 1, 2, 1, 3, 0, 1, 1050, 0, 200
300, 2, 3, 1, 3, 3, 0, 0, 1050, 0, 0
301, 2, 2, 3, 2, 3, 0, 1, 1050, 0, 200
302, 2, 1, 2, 1, 3, 0, 2, 1050, 0, 400
303, 1, 3, 1, 0, 2, 1, 0, 700, 50, 0
304, 4, 2, 2, 1, 3, 0, 2, 1050, 0, 400
305, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
306, 4, 2, 3, 1, 3, 0, 2, 1050, 0, 400
307, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
308, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
309, 3, 4, 1, 1, 3, 0, 0, 1050, 0, 0
310, 2, 3, 2, 2, 3, 0, 0, 1050, 0, 0
311, 2, 2, 1, 1, 3, 0, 2, 1050, 0, 400
312, 4, 1, 1, 2, 3, 0, 2, 1050, 0, 400
313, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
314, 3, 1, 3, 1, 3, 0, 0, 1050, 0, 0
315, 0, 0, 2, 0, 1, 2, 0, 350, 100, 0
316, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
317, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
318, 3, 1, 1, 3, 3, 0, 1, 1050, 0, 200
319, 3, 3, 3, 2, 3, 0, 1, 1050, 0, 200
320, 4, 2, 2, 1, 3, 0, 4, 1050, 0, 800
321, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
322, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
323, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
324, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
325, 3, 4, 2, 1, 3, 0, 1, 1050, 0, 200
326, 3, 3, 1, 2, 3, 0, 2, 1050, 0, 400
327, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
328, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
329, 1, 2, 0, 0, 1, 2, 0, 350, 100, 0
330, 2, 1, 2, 4, 3, 0, 0, 1050, 0, 0
331, 4, 1, 1, 3, 3, 0, 3, 1050, 0, 600
332, 4, 1, 2, 2, 3, 0, 2, 1050, 0, 400
333, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
334, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
335, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
336, 1, 3, 0, 0, 1, 2, 0, 350, 100, 0
337, 1, 2, 4, 0, 2, 1, 0, 700, 50, 0
338, 4, 1, 3, 3, 3, 0, 3, 1050, 0, 600
339, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
340, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
341, 3, 2, 2, 2, 3, 0, 0, 1050, 0, 0
342, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
343, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
344, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
345, 3, 4, 1, 1, 3, 0, 1, 1050, 0, 200
346, 3, 3, 1, 2, 3, 0, 1, 1050, 0, 200
347, 4, 2, 3, 1, 3, 0, 3, 1050, 0, 600
348, 3, 1, 2, 3, 3, 0, 2, 1050, 0, 400
349, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
350, 3, 1, 3, 1, 3, 0, 1, 1050, 0, 200
351, 4, 4, 2, 2, 3, 0, 2, 1050, 0, 400
352, 3, 3, 1, 1, 3, 0, 3, 1050, 0, 600
353, 4, 2, 1, 1, 3, 0, 2, 1050, 0, 400
354, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
355, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
356, 2, 1, 3, 2, 3, 0, 0, 1050, 0, 0
357, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
358, 2, 2, 1, 3, 3, 0, 0, 1050, 0, 0
359, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
360, 4, 4, 2, 1, 3, 0, 2, 1050, 0, 400
361, 0, 3, 1, 0, 2, 1, 0, 700, 50, 0
362, 2, 2, 2, 3, 3, 0, 0, 1050, 0, 0
363, 3, 1, 1, 2, 3, 0, 3, 1050, 0, 600
364, 2, 2, 2, 1, 3, 0, 0, 1050, 0, 0
365, 3, 1, 1, 3, 3, 0, 2, 1050, 0, 400
