days, cars_request, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
131, 0, 0, 0, 0, 0, 0, 0
132, 4, 0, 0, 4, 0, 0, 800
133, 4, 0, 0, 4, 0, 0, 800
134, 2, 0, 0, 2, 0, 0, 400
135, 2, 0, 0, 2, 0, 0, 400
136, 2, 0, 0, 2, 0, 0, 400
137, 0, 0, 0, 0, 0, 0, 0
138, 1, 0, 0, 1, 0, 0, 200
139, 3, 0, 0, 3, 0, 0, 600
140, 0, 0, 0, 0, 0, 0, 0
141, 4, 0, 0, 4, 0, 0, 800
142, 2, 0, 0, 2, 0, 0, 400
143, 1, 0, 0, 1, 0, 0, 200
144, 3, 0, 0, 3, 0, 0, 600
145, 2, 0, 0, 2, 0, 0, 400
146, 3, 0, 0, 3, 0, 0, 600
147, 3, 0, 0, 3, 0, 0, 600
148, 2, 0, 0, 2, 0, 0, 400
149, 3, 0, 0, 3, 0, 0, 600
150, 3, 0, 0, 3, 0, 0, 600
151, 3, 0, 0, 3, 0, 0, 600
152, 3, 0, 0, 3, 0, 0, 600
153, 3, 0, 0, 3, 0, 0, 600
154, 1, 0, 0, 1, 0, 0, 200
155, 2, 0, 0, 2, 0, 0, 400
156, 3, 0, 0, 3, 0, 0, 600
157, 3, 0, 0, 3, 0, 0, 600
158, 4, 0, 0, 4, 0, 0, 800
159, 2, 0, 0, 2, 0, 0, 400
160, 4, 0, 0, 4, 0, 0, 800
161, 4, 0, 0, 4, 0, 0, 800
162, 2, 0, 0, 2, 0, 0, 400
163, 3, 0, 0, 3, 0, 0, 600
164, 3, 0, 0, 3, 0, 0, 600
165, 3, 0, 0, 3, 0, 0, 600
166, 0, 0, 0, 0, 0, 0, 0
167, 4, 0, 0, 4, 0, 0, 800
168, 3, 0, 0, 3, 0, 0, 600
169, 2, 0, 0, 2, 0, 0, 400
170, 0, 0, 0, 0, 0, 0, 0
171, 3, 0, 0, 3, 0, 0, 600
172, 4, 0, 0, 4, 0, 0, 800
173, 4, 0, 0, 4, 0, 0, 800
174, 3, 0, 0, 3, 0, 0, 600
175, 3, 0, 0, 3, 0, 0, 600
176, 1, 0, 0, 1, 0, 0, 200
177, 2, 0, 0, 2, 0, 0, 400
178, 3, 0, 0, 3, 0, 0, 600
179, 3, 0, 0, 3, 0, 0, 600
180, 3, 0, 0, 3, 0, 0, 600
181, 4, 0, 0, 4, 0, 0, 800
182, 2, 0, 0, 2, 0, 0, 400
183, 3, 0, 0, 3, 0, 0, 600
184, 0, 0, 0, 0, 0, 0, 0
185, 2, 0, 0, 2, 0, 0, 400
186, 4, 0, 0, 4, 0, 0, 800
187, 3, 0, 0, 3, 0, 0, 600
188, 3, 0, 0, 3, 0, 0, 600
189, 1, 0, 0, 1, 0, 0, 200
190, 1, 0, 0, 1, 0, 0, 200
191, 3, 0, 0, 3, 0, 0, 600
192, 3, 0, 0, 3, 0, 0, 600
193, 4, 0, 0, 4, 0, 0, 800
194, 1, 0, 0, 1, 0, 0, 200
195, 2, 0, 0, 2, 0, 0, 400
196, 2, 0, 0, 2, 0, 0, 400
197, 3, 0, 0, 3, 0, 0, 600
198, 3, 0, 0, 3, 0, 0, 600
199, 3, 0, 0, 3, 0, 0, 600
200, 4, 0, 0, 4, 0, 0, 800
201, 2, 0, 0, 2, 0, 0, 400
202, 1, 0, 0, 1, 0, 0, 200
203, 3, 0, 0, 3, 0, 0, 600
204, 1, 0, 0, 1, 0, 0, 200
205, 4, 0, 0, 4, 0, 0, 800
206, 3, 0, 0, 3, 0, 0, 600
207, 3, 0, 0, 3, 0, 0, 600
208, 0, 0, 0, 0, 0, 0, 0
209, 0, 0, 0, 0, 0, 0, 0
210, 4, 0, 0, 4, 0, 0, 800
211, 4, 0, 0, 4, 0, 0, 800
212, 4, 0, 0, 4, 0, 0, 800
213, 0, 0, 0, 0, 0, 0, 0
214, 2, 0, 0, 2, 0, 0, 400
215, 4, 0, 0, 4, 0, 0, 800
216, 3, 0, 0, 3, 0, 0, 600
217, 4, 0, 0, 4, 0, 0, 800
218, 4, 0, 0, 4, 0, 0, 800
219, 3, 0, 0, 3, 0, 0, 600
220, 1, 0, 0, 1, 0, 0, 200
221, 4, 0, 0, 4, 0, 0, 800
222, 4, 0, 0, 4, 0, 0, 800
223, 2, 0, 0, 2, 0, 0, 400
224, 2, 0, 0, 2, 0, 0, 400
225, 2, 0, 0, 2, 0, 0, 400
226, 2, 0, 0, 2, 0, 0, 400
227, 3, 0, 0, 3, 0, 0, 600
228, 0, 0, 0, 0, 0, 0, 0
229, 3, 0, 0, 3, 0, 0, 600
230, 1, 0, 0, 1, 0, 0, 200
231, 2, 0, 0, 2, 0, 0, 400
232, 2, 0, 0, 2, 0, 0, 400
233, 3, 0, 0, 3, 0, 0, 600
234, 3, 0, 0, 3, 0, 0, 600
235, 4, 0, 0, 4, 0, 0, 800
236, 2, 0, 0, 2, 0, 0, 400
237, 4, 0, 0, 4, 0, 0, 800
238, 2, 0, 0, 2, 0, 0, 400
239, 2, 0, 0, 2, 0, 0, 400
240, 2, 0, 0, 2, 0, 0, 400
241, 2, 0, 0, 2, 0, 0, 400
242, 2, 0, 0, 2, 0, 0, 400
243, 2, 0, 0, 2, 0, 0, 400
244, 1, 0, 0, 1, 0, 0, 200
245, 1, 0, 0, 1, 0, 0, 200
246, 3, 0, 0, 3, 0, 0, 600
247, 1, 0, 0, 1, 0, 0, 200
248, 2, 0, 0, 2, 0, 0, 400
249, 4, 0, 0, 4, 0, 0, 800
250, 3, 0, 0, 3, 0, 0, 600
251, 1, 0, 0, 1, 0, 0, 200
252, 1, 0, 0, 1, 0, 0, 200
253, 3, 0, 0, 3, 0, 0, 600
254, 4, 0, 0, 4, 0, 0, 800
255, 3, 0, 0, 3, 0, 0, 600
256, 0, 0, 0, 0, 0, 0, 0
257, 1, 0, 0, 1, 0, 0, 200
258, 4, 0, 0, 4, 0, 0, 800
259, 2, 0, 0, 2, 0, 0, 400
260, 2, 0, 0, 2, 0, 0, 400
261, 3, 0, 0, 3, 0, 0, 600
262, 3, 0, 0, 3, 0, 0, 600
263, 3, 0, 0, 3, 0, 0, 600
264, 0, 0, 0, 0, 0, 0, 0
265, 4, 0, 0, 4, 0, 0, 800
266, 3, 0, 0, 3, 0, 0, 600
267, 3, 0, 0, 3, 0, 0, 600
268, 3, 0, 0, 3, 0, 0, 600
269, 3, 0, 0, 3, 0, 0, 600
270, 3, 0, 0, 3, 0, 0, 600
271, 2, 0, 0, 2, 0, 0, 400
272, 2, 0, 0, 2, 0, 0, 400
273, 4, 0, 0, 4, 0, 0, 800
274, 3, 0, 0, 3, 0, 0, 600
275, 4, 0, 0, 4, 0, 0, 800
276, 3, 0, 0, 3, 0, 0, 600
277, 1, 0, 0, 1, 0, 0, 200
278, 2, 0, 0, 2, 0, 0, 400
279, 1, 0, 0, 1, 0, 0, 200
280, 0, 0, 0, 0, 0, 0, 0
281, 4, 0, 0, 4, 0, 0, 800
282, 4, 0, 0, 4, 0, 0, 800
283, 3, 0, 0, 3, 0, 0, 600
284, 4, 0, 0, 4, 0, 0, 800
285, 2, 0, 0, 2, 0, 0, 400
286, 1, 0, 0, 1, 0, 0, 200
287, 0, 0, 0, 0, 0, 0, 0
288, 4, 0, 0, 4, 0, 0, 800
289, 4, 0, 0, 4, 0, 0, 800
290, 3, 0, 0, 3, 0, 0, 600
291, 4, 0, 0, 4, 0, 0, 800
292, 2, 0, 0, 2, 0, 0, 400
293, 2, 0, 0, 2, 0, 0, 400
294, 2, 0, 0, 2, 0, 0, 400
295, 0, 0, 0, 0, 0, 0, 0
296, 2, 0, 0, 2, 0, 0, 400
297, 3, 0, 0, 3, 0, 0, 600
298, 3, 0, 0, 3, 0, 0, 600
299, 2, 0, 0, 2, 0, 0, 400
300, 2, 0, 0, 2, 0, 0, 400
301, 2, 0, 0, 2, 0, 0, 400
302, 3, 0, 0, 3, 0, 0, 600
303, 1, 0, 0, 1, 0, 0, 200
304, 1, 0, 0, 1, 0, 0, 200
305, 4, 0, 0, 4, 0, 0, 800
306, 3, 0, 0, 3, 0, 0, 600
307, 4, 0, 0, 4, 0, 0, 800
308, 2, 0, 0, 2, 0, 0, 400
309, 2, 0, 0, 2, 0, 0, 400
310, 4, 0, 0, 4, 0, 0, 800
311, 2, 0, 0, 2, 0, 0, 400
312, 4, 0, 0, 4, 0, 0, 800
313, 3, 0, 0, 3, 0, 0, 600
314, 3, 0, 0, 3, 0, 0, 600
315, 4, 0, 0, 4, 0, 0, 800
316, 4, 0, 0, 4, 0, 0, 800
317, 4, 0, 0, 4, 0, 0, 800
318, 4, 0, 0, 4, 0, 0, 800
319, 4, 0, 0, 4, 0, 0, 800
320, 4, 0, 0, 4, 0, 0, 800
321, 1, 0, 0, 1, 0, 0, 200
322, 4, 0, 0, 4, 0, 0, 800
323, 3, 0, 0, 3, 0, 0, 600
324, 3, 0, 0, 3, 0, 0, 600
325, 4, 0, 0, 4, 0, 0, 800
326, 4, 0, 0, 4, 0, 0, 800
327, 3, 0, 0, 3, 0, 0, 600
328, 3, 0, 0, 3, 0, 0, 600
329, 3, 0, 0, 3, 0, 0, 600
330, 4, 0, 0, 4, 0, 0, 800
331, 3, 0, 0, 3, 0, 0, 600
332, 2, 0, 0, 2, 0, 0, 400
333, 3, 0, 0, 3, 0, 0, 600
334, 0, 0, 0, 0, 0, 0, 0
335, 2, 0, 0, 2, 0, 0, 400
336, 4, 0, 0, 4, 0, 0, 800
337, 3, 0, 0, 3, 0, 0, 600
338, 3, 0, 0, 3, 0, 0, 600
339, 3, 0, 0, 3, 0, 0, 600
340, 3, 0, 0, 3, 0, 0, 600
341, 3, 0, 0, 3, 0, 0, 600
342, 3, 0, 0, 3, 0, 0, 600
343, 2, 0, 0, 2, 0, 0, 400
344, 4, 0, 0, 4, 0, 0, 800
345, 2, 0, 0, 2, 0, 0, 400
346, 4, 0, 0, 4, 0, 0, 800
347, 3, 0, 0, 3, 0, 0, 600
348, 4, 0, 0, 4, 0, 0, 800
349, 3, 0, 0, 3, 0, 0, 600
350, 2, 0, 0, 2, 0, 0, 400
351, 0, 0, 0, 0, 0, 0, 0
352, 4, 0, 0, 4, 0, 0, 800
353, 2, 0, 0, 2, 0, 0, 400
354, 0, 0, 0, 0, 0, 0, 0
355, 3, 0, 0, 3, 0, 0, 600
356, 3, 0, 0, 3, 0, 0, 600
357, 2, 0, 0, 2, 0, 0, 400
358, 3, 0, 0, 3, 0, 0, 600
359, 1, 0, 0, 1, 0, 0, 200
360, 4, 0, 0, 4, 0, 0, 800
361, 4, 0, 0, 4, 0, 0, 800
362, 3, 0, 0, 3, 0, 0, 600
363, 4, 0, 0, 4, 0, 0, 800
364, 2, 0, 0, 2, 0, 0, 400
365, 3, 0, 0, 3, 0, 0, 600
