days, cars_request, car1, car2, car3, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
150, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
151, 2, 4, 1, 0, 2, 1, 0, 700, 50, 0
152, 2, 3, 2, 4, 3, 0, 0, 1050, 0, 0
153, 2, 2, 1, 3, 3, 0, 2, 1050, 0, 400
154, 4, 1, 3, 2, 3, 0, 3, 1050, 0, 600
155, 0, 0, 2, 1, 2, 1, 0, 700, 50, 0
156, 1, 2, 1, 0, 2, 1, 0, 700, 50, 0
157, 4, 1, 2, 1, 3, 0, 2, 1050, 0, 400
158, 2, 2, 1, 1, 3, 0, 0, 1050, 0, 0
159, 2, 1, 1, 2, 3, 0, 0, 1050, 0, 0
160, 1, 2, 0, 1, 2, 1, 0, 700, 50, 0
161, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
162, 3, 4, 1, 1, 3, 0, 2, 1050, 0, 400
163, 1, 3, 2, 0, 2, 1, 0, 700, 50, 0
164, 4, 2, 1, 4, 3, 0, 3, 1050, 0, 600
165, 2, 1, 2, 3, 3, 0, 1, 1050, 0, 200
166, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
167, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
168, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
169, 4, 2, 2, 3, 3, 0, 1, 1050, 0, 200
170, 3, 1, 1, 2, 3, 0, 3, 1050, 0, 600
171, 3, 3, 1, 1, 3, 0, 1, 1050, 0, 200
172, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
173, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
174, 3, 1, 2, 1, 3, 0, 0, 1050, 0, 0
175, 4, 3, 1, 2, 3, 0, 2, 1050, 0, 400
176, 4, 2, 3, 1, 3, 0, 3, 1050, 0, 600
177, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
178, 1, 4, 1, 0, 2, 1, 0, 700, 50, 0
179, 0, 3, 0, 0, 1, 2, 0, 350, 100, 0
180, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
181, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
182, 4, 4, 1, 1, 3, 0, 2, 1050, 0, 400
183, 4, 3, 1, 2, 3, 0, 2, 1050, 0, 400
184, 4, 2, 2, 1, 3, 0, 3, 1050, 0, 600
185, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
186, 3, 4, 2, 1, 3, 0, 0, 1050, 0, 0
187, 0, 3, 1, 0, 2, 1, 0, 700, 50, 0
188, 2, 2, 2, 3, 3, 0, 0, 1050, 0, 0
189, 0, 1, 1, 2, 3, 0, 0, 1050, 0, 0
190, 4, 2, 4, 1, 3, 0, 2, 1050, 0, 400
191, 1, 1, 3, 3, 3, 0, 0, 1050, 0, 0
192, 3, 2, 2, 2, 3, 0, 2, 1050, 0, 400
193, 3, 1, 1, 1, 3, 0, 3, 1050, 0, 600
194, 3, 2, 3, 1, 3, 0, 0, 1050, 0, 0
195, 3, 1, 2, 3, 3, 0, 2, 1050, 0, 400
196, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
197, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
198, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
199, 4, 2, 2, 2, 3, 0, 1, 1050, 0, 200
200, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
201, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
202, 3, 1, 1, 3, 3, 0, 2, 1050, 0, 400
203, 4, 3, 1, 2, 3, 0, 2, 1050, 0, 400
204, 3, 2, 4, 1, 3, 0, 2, 1050, 0, 400
205, 2, 1, 3, 2, 3, 0, 1, 1050, 0, 200
206, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
207, 4, 2, 1, 2, 3, 0, 2, 1050, 0, 400
208, 1, 1, 2, 1, 3, 0, 0, 1050, 0, 0
209, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
210, 3, 1, 3, 2, 3, 0, 0, 1050, 0, 0
211, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
212, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
213, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
214, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
215, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
216, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
217, 3, 4, 1, 2, 3, 0, 0, 1050, 0, 0
218, 3, 3, 1, 1, 3, 0, 2, 1050, 0, 400
219, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
220, 3, 1, 1, 2, 3, 0, 1, 1050, 0, 200
221, 3, 3, 3, 1, 3, 0, 1, 1050, 0, 200
222, 1, 2, 2, 1, 3, 0, 0, 1050, 0, 0
223, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
224, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
225, 3, 4, 4, 1, 3, 0, 0, 1050, 0, 0
226, 2, 3, 3, 1, 3, 0, 1, 1050, 0, 200
227, 4, 2, 2, 2, 3, 0, 3, 1050, 0, 600
228, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
229, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
230, 3, 2, 1, 1, 3, 0, 0, 1050, 0, 0
231, 3, 1, 3, 1, 3, 0, 1, 1050, 0, 200
232, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
233, 4, 1, 1, 3, 3, 0, 3, 1050, 0, 600
234, 4, 3, 1, 2, 3, 0, 2, 1050, 0, 400
235, 3, 2, 4, 1, 3, 0, 2, 1050, 0, 400
236, 2, 1, 3, 1, 3, 0, 1, 1050, 0, 200
237, 1, 1, 2, 0, 2, 1, 0, 700, 50, 0
238, 2, 2, 1, 1, 3, 0, 0, 1050, 0, 0
239, 2, 1, 3, 1, 3, 0, 0, 1050, 0, 0
240, 1, 3, 2, 0, 2, 1, 0, 700, 50, 0
241, 4, 2, 1, 2, 3, 0, 3, 1050, 0, 600
242, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
243, 4, 2, 1, 4, 3, 0, 2, 1050, 0, 400
244, 1, 1, 2, 3, 3, 0, 0, 1050, 0, 0
245, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
246, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
247, 2, 2, 2, 0, 2, 1, 0, 700, 50, 0
248, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
249, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
250, 2, 2, 3, 0, 2, 1, 0, 700, 50, 0
251, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
252, 2, 2, 1, 1, 3, 0, 0, 1050, 0, 0
253, 2, 1, 2, 1, 3, 0, 0, 1050, 0, 0
254, 3, 3, 1, 2, 3, 0, 1, 1050, 0, 200
255, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
256, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
257, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
258, 4, 3, 3, 4, 3, 0, 1, 1050, 0, 200
259, 2, 2, 2, 3, 3, 0, 2, 1050, 0, 400
260, 2, 1, 1, 2, 3, 0, 2, 1050, 0, 400
261, 1, 1, 0, 1, 2, 1, 0, 700, 50, 0
262, 3, 2, 2, 1, 3, 0, 0, 1050, 0, 0
263, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
264, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
265, 1, 4, 0, 0, 1, 2, 0, 350, 100, 0
266, 4, 3, 1, 1, 3, 0, 2, 1050, 0, 400
267, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
268, 1, 1, 1, 1, 3, 0, 1, 1050, 0, 200
269, 4, 1, 2, 4, 3, 0, 1, 1050, 0, 200
270, 2, 1, 1, 3, 3, 0, 1, 1050, 0, 200
271, 2, 1, 2, 2, 3, 0, 0, 1050, 0, 0
272, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
273, 3, 3, 1, 1, 3, 0, 0, 1050, 0, 0
274, 2, 2, 1, 1, 3, 0, 0, 1050, 0, 0
275, 3, 1, 3, 2, 3, 0, 1, 1050, 0, 200
276, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
277, 2, 3, 1, 2, 3, 0, 0, 1050, 0, 0
278, 4, 2, 2, 1, 3, 0, 3, 1050, 0, 600
279, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
280, 2, 3, 2, 0, 2, 1, 0, 700, 50, 0
281, 0, 2, 1, 0, 2, 1, 0, 700, 50, 0
282, 4, 1, 2, 2, 3, 0, 2, 1050, 0, 400
283, 2, 3, 1, 1, 3, 0, 1, 1050, 0, 200
284, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
285, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
286, 4, 1, 4, 1, 3, 0, 1, 1050, 0, 200
287, 3, 3, 3, 2, 3, 0, 1, 1050, 0, 200
288, 3, 2, 2, 1, 3, 0, 3, 1050, 0, 600
289, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
290, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
291, 1, 1, 3, 0, 2, 1, 0, 700, 50, 0
292, 4, 1, 2, 4, 3, 0, 2, 1050, 0, 400
293, 3, 3, 1, 3, 3, 0, 2, 1050, 0, 400
294, 2, 2, 2, 2, 3, 0, 1, 1050, 0, 200
295, 4, 1, 1, 1, 3, 0, 4, 1050, 0, 800
296, 4, 4, 1, 1, 3, 0, 1, 1050, 0, 200
297, 4, 3, 1, 1, 3, 0, 2, 1050, 0, 400
298, 4, 2, 1, 3, 3, 0, 2, 1050, 0, 400
299, 0, 1, 0, 2, 2, 1, 0, 700, 50, 0
300, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
301, 2, 3, 2, 0, 2, 1, 0, 700, 50, 0
302, 2, 2, 1, 1, 3, 0, 1, 1050, 0, 200
303, 3, 1, 2, 4, 3, 0, 1, 1050, 0, 200
304, 3, 4, 1, 3, 3, 0, 2, 1050, 0, 400
305, 4, 3, 4, 2, 3, 0, 3, 1050, 0, 600
306, 2, 2, 3, 1, 3, 0, 2, 1050, 0, 400
307, 0, 1, 2, 0, 2, 1, 0, 700, 50, 0
308, 3, 2, 1, 3, 3, 0, 1, 1050, 0, 200
309, 4, 1, 1, 2, 3, 0, 3, 1050, 0, 600
310, 2, 2, 4, 1, 3, 0, 0, 1050, 0, 0
311, 2, 1, 3, 3, 3, 0, 1, 1050, 0, 200
312, 3, 2, 2, 2, 3, 0, 2, 1050, 0, 400
313, 3, 1, 1, 1, 3, 0, 3, 1050, 0, 600
314, 3, 3, 3, 4, 3, 0, 0, 1050, 0, 0
315, 3, 2, 2, 3, 3, 0, 3, 1050, 0, 600
316, 2, 1, 1, 2, 3, 0, 2, 1050, 0, 400
317, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
318, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
319, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
320, 2, 1, 1, 2, 3, 0, 0, 1050, 0, 0
321, 2, 2, 1, 1, 3, 0, 0, 1050, 0, 0
322, 2, 1, 2, 1, 3, 0, 0, 1050, 0, 0
323, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
324, 3, 3, 1, 1, 3, 0, 0, 1050, 0, 0
325, 1, 2, 2, 0, 2, 1, 0, 700, 50, 0
326, 1, 1, 1, 2, 3, 0, 0, 1050, 0, 0
327, 3, 3, 2, 1, 3, 0, 1, 1050, 0, 200
328, 4, 2, 1, 3, 3, 0, 3, 1050, 0, 600
329, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
330, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
331, 4, 1, 2, 2, 3, 0, 2, 1050, 0, 400
332, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
333, 4, 1, 1, 3, 3, 0, 1, 1050, 0, 200
334, 2, 1, 4, 2, 3, 0, 0, 1050, 0, 0
335, 3, 2, 3, 1, 3, 0, 2, 1050, 0, 400
336, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
337, 1, 3, 1, 1, 3, 0, 0, 1050, 0, 0
338, 0, 2, 0, 0, 1, 2, 0, 350, 100, 0
339, 2, 1, 2, 2, 3, 0, 0, 1050, 0, 0
340, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
341, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
342, 2, 1, 2, 0, 2, 1, 0, 700, 50, 0
343, 1, 1, 1, 0, 2, 1, 0, 700, 50, 0
344, 0, 0, 0, 0, 0, 3, 0, 0, 150, 0
345, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
346, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
347, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
348, 4, 1, 1, 2, 3, 0, 1, 1050, 0, 200
349, 3, 1, 1, 1, 3, 0, 1, 1050, 0, 200
350, 4, 2, 1, 2, 3, 0, 1, 1050, 0, 200
351, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
352, 3, 2, 1, 2, 3, 0, 0, 1050, 0, 0
353, 0, 1, 0, 1, 2, 1, 0, 700, 50, 0
354, 2, 1, 2, 0, 2, 1, 0, 700, 50, 0
355, 2, 4, 1, 1, 3, 0, 0, 1050, 0, 0
356, 3, 3, 1, 1, 3, 0, 1, 1050, 0, 200
357, 4, 2, 2, 3, 3, 0, 2, 1050, 0, 400
358, 4, 1, 1, 2, 3, 0, 4, 1050, 0, 800
359, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
360, 3, 1, 1, 3, 3, 0, 2, 1050, 0, 400
361, 0, 0, 0, 2, 1, 2, 0, 350, 100, 0
362, 1, 2, 0, 1, 2, 1, 0, 700, 50, 0
363, 4, 1, 4, 3, 3, 0, 2, 1050, 0, 400
364, 3, 2, 3, 2, 3, 0, 2, 1050, 0, 400
365, 3, 1, 2, 1, 3, 0, 3, 1050, 0, 600
