days, cars_request, car1, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
44, 3, 2, 1, 0, 2, 350, 0, 400
45, 1, 1, 1, 0, 1, 350, 0, 200
46, 4, 1, 1, 0, 3, 350, 0, 600
47, 3, 2, 1, 0, 2, 350, 0, 400
48, 0, 1, 1, 0, 0, 350, 0, 0
49, 0, 0, 0, 1, 0, 0, 50, 0
50, 2, 1, 1, 0, 1, 350, 0, 200
51, 4, 2, 1, 0, 3, 350, 0, 600
52, 0, 1, 1, 0, 0, 350, 0, 0
53, 4, 2, 1, 0, 3, 350, 0, 600
54, 2, 1, 1, 0, 2, 350, 0, 400
55, 0, 0, 0, 1, 0, 0, 50, 0
56, 0, 0, 0, 1, 0, 0, 50, 0
57, 3, 2, 1, 0, 2, 350, 0, 400
58, 0, 1, 1, 0, 0, 350, 0, 0
59, 2, 2, 1, 0, 1, 350, 0, 200
60, 4, 1, 1, 0, 4, 350, 0, 800
61, 4, 2, 1, 0, 3, 350, 0, 600
62, 4, 1, 1, 0, 4, 350, 0, 800
63, 3, 2, 1, 0, 2, 350, 0, 400
64, 1, 1, 1, 0, 1, 350, 0, 200
65, 4, 1, 1, 0, 3, 350, 0, 600
66, 3, 2, 1, 0, 2, 350, 0, 400
67, 3, 1, 1, 0, 3, 350, 0, 600
68, 3, 3, 1, 0, 2, 350, 0, 400
69, 2, 2, 1, 0, 2, 350, 0, 400
70, 3, 1, 1, 0, 3, 350, 0, 600
71, 3, 1, 1, 0, 2, 350, 0, 400
72, 2, 3, 1, 0, 1, 350, 0, 200
73, 2, 2, 1, 0, 2, 350, 0, 400
74, 2, 1, 1, 0, 2, 350, 0, 400
75, 4, 1, 1, 0, 3, 350, 0, 600
76, 4, 4, 1, 0, 3, 350, 0, 600
77, 2, 3, 1, 0, 2, 350, 0, 400
78, 2, 2, 1, 0, 2, 350, 0, 400
79, 3, 1, 1, 0, 3, 350, 0, 600
80, 2, 3, 1, 0, 1, 350, 0, 200
81, 4, 2, 1, 0, 4, 350, 0, 800
82, 0, 1, 1, 0, 0, 350, 0, 0
83, 3, 3, 1, 0, 2, 350, 0, 400
84, 4, 2, 1, 0, 4, 350, 0, 800
85, 4, 1, 1, 0, 4, 350, 0, 800
86, 3, 4, 1, 0, 2, 350, 0, 400
87, 3, 3, 1, 0, 3, 350, 0, 600
88, 3, 2, 1, 0, 3, 350, 0, 600
89, 2, 1, 1, 0, 2, 350, 0, 400
90, 4, 2, 1, 0, 3, 350, 0, 600
91, 3, 1, 1, 0, 3, 350, 0, 600
92, 3, 2, 1, 0, 2, 350, 0, 400
93, 3, 1, 1, 0, 3, 350, 0, 600
94, 4, 3, 1, 0, 3, 350, 0, 600
95, 3, 2, 1, 0, 3, 350, 0, 600
96, 0, 1, 1, 0, 0, 350, 0, 0
97, 2, 2, 1, 0, 1, 350, 0, 200
98, 4, 1, 1, 0, 4, 350, 0, 800
99, 4, 2, 1, 0, 3, 350, 0, 600
100, 4, 1, 1, 0, 4, 350, 0, 800
101, 1, 1, 1, 0, 0, 350, 0, 0
102, 3, 1, 1, 0, 2, 350, 0, 400
103, 0, 0, 0, 1, 0, 0, 50, 0
104, 3, 3, 1, 0, 2, 350, 0, 400
105, 3, 2, 1, 0, 3, 350, 0, 600
106, 3, 1, 1, 0, 3, 350, 0, 600
107, 4, 1, 1, 0, 3, 350, 0, 600
108, 0, 0, 0, 1, 0, 0, 50, 0
109, 2, 2, 1, 0, 1, 350, 0, 200
110, 4, 1, 1, 0, 4, 350, 0, 800
111, 2, 1, 1, 0, 1, 350, 0, 200
112, 4, 3, 1, 0, 3, 350, 0, 600
113, 0, 2, 1, 0, 0, 350, 0, 0
114, 3, 1, 1, 0, 3, 350, 0, 600
115, 2, 3, 1, 0, 1, 350, 0, 200
116, 2, 2, 1, 0, 2, 350, 0, 400
117, 1, 1, 1, 0, 1, 350, 0, 200
118, 1, 3, 1, 0, 0, 350, 0, 0
119, 4, 2, 1, 0, 4, 350, 0, 800
120, 4, 1, 1, 0, 4, 350, 0, 800
121, 2, 3, 1, 0, 1, 350, 0, 200
122, 2, 2, 1, 0, 2, 350, 0, 400
123, 4, 1, 1, 0, 4, 350, 0, 800
124, 0, 0, 0, 1, 0, 0, 50, 0
125, 3, 1, 1, 0, 2, 350, 0, 400
126, 2, 2, 1, 0, 1, 350, 0, 200
127, 3, 1, 1, 0, 3, 350, 0, 600
128, 0, 0, 0, 1, 0, 0, 50, 0
129, 2, 1, 1, 0, 1, 350, 0, 200
130, 3, 1, 1, 0, 2, 350, 0, 400
131, 1, 1, 1, 0, 0, 350, 0, 0
132, 3, 1, 1, 0, 2, 350, 0, 400
133, 3, 2, 1, 0, 2, 350, 0, 400
134, 2, 1, 1, 0, 2, 350, 0, 400
135, 0, 0, 0, 1, 0, 0, 50, 0
136, 3, 1, 1, 0, 2, 350, 0, 400
137, 0, 0, 0, 1, 0, 0, 50, 0
138, 1, 1, 1, 0, 0, 350, 0, 0
139, 4, 1, 1, 0, 3, 350, 0, 600
140, 2, 3, 1, 0, 1, 350, 0, 200
141, 2, 2, 1, 0, 2, 350, 0, 400
142, 3, 1, 1, 0, 3, 350, 0, 600
143, 1, 3, 1, 0, 0, 350, 0, 0
144, 2, 2, 1, 0, 2, 350, 0, 400
145, 3, 1, 1, 0, 3, 350, 0, 600
146, 4, 1, 1, 0, 3, 350, 0, 600
147, 4, 1, 1, 0, 3, 350, 0, 600
148, 3, 2, 1, 0, 2, 350, 0, 400
149, 2, 1, 1, 0, 2, 350, 0, 400
150, 3, 2, 1, 0, 2, 350, 0, 400
151, 4, 1, 1, 0, 4, 350, 0, 800
152, 1, 2, 1, 0, 0, 350, 0, 0
153, 3, 1, 1, 0, 3, 350, 0, 600
154, 4, 4, 1, 0, 3, 350, 0, 600
155, 0, 3, 1, 0, 0, 350, 0, 0
156, 3, 2, 1, 0, 3, 350, 0, 600
157, 4, 1, 1, 0, 4, 350, 0, 800
158, 1, 1, 1, 0, 0, 350, 0, 0
159, 4, 2, 1, 0, 3, 350, 0, 600
160, 3, 1, 1, 0, 3, 350, 0, 600
161, 3, 2, 1, 0, 2, 350, 0, 400
162, 1, 1, 1, 0, 1, 350, 0, 200
163, 3, 3, 1, 0, 2, 350, 0, 400
164, 2, 2, 1, 0, 2, 350, 0, 400
165, 2, 1, 1, 0, 2, 350, 0, 400
166, 3, 2, 1, 0, 2, 350, 0, 400
167, 2, 1, 1, 0, 2, 350, 0, 400
168, 1, 4, 1, 0, 0, 350, 0, 0
169, 2, 3, 1, 0, 2, 350, 0, 400
170, 0, 2, 1, 0, 0, 350, 0, 0
171, 2, 1, 1, 0, 2, 350, 0, 400
172, 2, 1, 1, 0, 1, 350, 0, 200
173, 3, 2, 1, 0, 2, 350, 0, 400
174, 4, 1, 1, 0, 4, 350, 0, 800
175, 3, 1, 1, 0, 2, 350, 0, 400
176, 2, 1, 1, 0, 1, 350, 0, 200
177, 4, 1, 1, 0, 3, 350, 0, 600
178, 3, 2, 1, 0, 2, 350, 0, 400
179, 3, 1, 1, 0, 3, 350, 0, 600
180, 4, 2, 1, 0, 3, 350, 0, 600
181, 2, 1, 1, 0, 2, 350, 0, 400
182, 4, 2, 1, 0, 3, 350, 0, 600
183, 4, 1, 1, 0, 4, 350, 0, 800
184, 2, 1, 1, 0, 1, 350, 0, 200
185, 1, 1, 1, 0, 0, 350, 0, 0
186, 4, 4, 1, 0, 3, 350, 0, 600
187, 1, 3, 1, 0, 1, 350, 0, 200
188, 1, 2, 1, 0, 1, 350, 0, 200
189, 2, 1, 1, 0, 2, 350, 0, 400
190, 3, 1, 1, 0, 2, 350, 0, 400
191, 3, 3, 1, 0, 2, 350, 0, 400
192, 3, 2, 1, 0, 3, 350, 0, 600
193, 4, 1, 1, 0, 4, 350, 0, 800
194, 2, 1, 1, 0, 1, 350, 0, 200
195, 4, 4, 1, 0, 3, 350, 0, 600
196, 2, 3, 1, 0, 2, 350, 0, 400
197, 3, 2, 1, 0, 3, 350, 0, 600
198, 3, 1, 1, 0, 3, 350, 0, 600
199, 3, 2, 1, 0, 2, 350, 0, 400
200, 4, 1, 1, 0, 4, 350, 0, 800
201, 3, 2, 1, 0, 2, 350, 0, 400
202, 3, 1, 1, 0, 3, 350, 0, 600
203, 3, 1, 1, 0, 2, 350, 0, 400
204, 3, 2, 1, 0, 2, 350, 0, 400
205, 4, 1, 1, 0, 4, 350, 0, 800
206, 3, 1, 1, 0, 2, 350, 0, 400
207, 1, 4, 1, 0, 0, 350, 0, 0
208, 2, 3, 1, 0, 2, 350, 0, 400
209, 0, 2, 1, 0, 0, 350, 0, 0
210, 4, 1, 1, 0, 4, 350, 0, 800
211, 0, 0, 0, 1, 0, 0, 50, 0
212, 3, 1, 1, 0, 2, 350, 0, 400
213, 4, 1, 1, 0, 3, 350, 0, 600
214, 0, 0, 0, 1, 0, 0, 50, 0
215, 1, 2, 1, 0, 0, 350, 0, 0
216, 3, 1, 1, 0, 3, 350, 0, 600
217, 4, 2, 1, 0, 3, 350, 0, 600
218, 1, 1, 1, 0, 1, 350, 0, 200
219, 4, 1, 1, 0, 3, 350, 0, 600
220, 4, 1, 1, 0, 3, 350, 0, 600
221, 3, 2, 1, 0, 2, 350, 0, 400
222, 2, 1, 1, 0, 2, 350, 0, 400
223, 2, 1, 1, 0, 1, 350, 0, 200
224, 4, 2, 1, 0, 3, 350, 0, 600
225, 4, 1, 1, 0, 4, 350, 0, 800
226, 1, 1, 1, 0, 0, 350, 0, 0
227, 0, 0, 0, 1, 0, 0, 50, 0
228, 2, 2, 1, 0, 1, 350, 0, 200
229, 4, 1, 1, 0, 4, 350, 0, 800
230, 2, 2, 1, 0, 1, 350, 0, 200
231, 3, 1, 1, 0, 3, 350, 0, 600
232, 2, 2, 1, 0, 1, 350, 0, 200
233, 2, 1, 1, 0, 2, 350, 0, 400
234, 4, 1, 1, 0, 3, 350, 0, 600
235, 2, 3, 1, 0, 1, 350, 0, 200
236, 2, 2, 1, 0, 2, 350, 0, 400
237, 4, 1, 1, 0, 4, 350, 0, 800
238, 3, 2, 1, 0, 2, 350, 0, 400
239, 4, 1, 1, 0, 4, 350, 0, 800
240, 2, 1, 1, 0, 1, 350, 0, 200
241, 4, 1, 1, 0, 3, 350, 0, 600
242, 2, 2, 1, 0, 1, 350, 0, 200
243, 0, 1, 1, 0, 0, 350, 0, 0
244, 0, 0, 0, 1, 0, 0, 50, 0
245, 2, 1, 1, 0, 1, 350, 0, 200
246, 0, 0, 0, 1, 0, 0, 50, 0
247, 2, 1, 1, 0, 1, 350, 0, 200
248, 2, 2, 1, 0, 1, 350, 0, 200
249, 3, 1, 1, 0, 3, 350, 0, 600
250, 4, 2, 1, 0, 3, 350, 0, 600
251, 4, 1, 1, 0, 4, 350, 0, 800
252, 3, 3, 1, 0, 2, 350, 0, 400
253, 4, 2, 1, 0, 4, 350, 0, 800
254, 3, 1, 1, 0, 3, 350, 0, 600
255, 3, 2, 1, 0, 2, 350, 0, 400
256, 4, 1, 1, 0, 4, 350, 0, 800
257, 1, 1, 1, 0, 0, 350, 0, 0
258, 2, 1, 1, 0, 1, 350, 0, 200
259, 2, 1, 1, 0, 1, 350, 0, 200
260, 1, 1, 1, 0, 0, 350, 0, 0
261, 3, 1, 1, 0, 2, 350, 0, 400
262, 2, 1, 1, 0, 1, 350, 0, 200
263, 0, 0, 0, 1, 0, 0, 50, 0
264, 1, 1, 1, 0, 0, 350, 0, 0
265, 2, 4, 1, 0, 1, 350, 0, 200
266, 1, 3, 1, 0, 1, 350, 0, 200
267, 3, 2, 1, 0, 3, 350, 0, 600
268, 1, 1, 1, 0, 1, 350, 0, 200
269, 4, 1, 1, 0, 3, 350, 0, 600
270, 2, 4, 1, 0, 1, 350, 0, 200
271, 3, 3, 1, 0, 3, 350, 0, 600
272, 3, 2, 1, 0, 3, 350, 0, 600
273, 4, 1, 1, 0, 4, 350, 0, 800
274, 2, 1, 1, 0, 1, 350, 0, 200
275, 3, 2, 1, 0, 2, 350, 0, 400
276, 4, 1, 1, 0, 4, 350, 0, 800
277, 4, 1, 1, 0, 3, 350, 0, 600
278, 4, 1, 1, 0, 3, 350, 0, 600
279, 0, 0, 0, 1, 0, 0, 50, 0
280, 2, 1, 1, 0, 1, 350, 0, 200
281, 3, 3, 1, 0, 2, 350, 0, 400
282, 4, 2, 1, 0, 4, 350, 0, 800
283, 3, 1, 1, 0, 3, 350, 0, 600
284, 4, 1, 1, 0, 3, 350, 0, 600
285, 1, 4, 1, 0, 0, 350, 0, 0
286, 1, 3, 1, 0, 1, 350, 0, 200
287, 2, 2, 1, 0, 2, 350, 0, 400
288, 2, 1, 1, 0, 2, 350, 0, 400
289, 3, 3, 1, 0, 2, 350, 0, 400
290, 4, 2, 1, 0, 4, 350, 0, 800
291, 3, 1, 1, 0, 3, 350, 0, 600
292, 3, 2, 1, 0, 2, 350, 0, 400
293, 3, 1, 1, 0, 3, 350, 0, 600
294, 4, 2, 1, 0, 3, 350, 0, 600
295, 4, 1, 1, 0, 4, 350, 0, 800
296, 1, 2, 1, 0, 0, 350, 0, 0
297, 4, 1, 1, 0, 4, 350, 0, 800
298, 1, 2, 1, 0, 0, 350, 0, 0
299, 2, 1, 1, 0, 2, 350, 0, 400
300, 0, 0, 0, 1, 0, 0, 50, 0
301, 4, 2, 1, 0, 3, 350, 0, 600
302, 3, 1, 1, 0, 3, 350, 0, 600
303, 1, 3, 1, 0, 0, 350, 0, 0
304, 2, 2, 1, 0, 2, 350, 0, 400
305, 2, 1, 1, 0, 2, 350, 0, 400
306, 2, 1, 1, 0, 1, 350, 0, 200
307, 4, 1, 1, 0, 3, 350, 0, 600
308, 3, 2, 1, 0, 2, 350, 0, 400
309, 4, 1, 1, 0, 4, 350, 0, 800
310, 2, 2, 1, 0, 1, 350, 0, 200
311, 2, 1, 1, 0, 2, 350, 0, 400
312, 2, 2, 1, 0, 1, 350, 0, 200
313, 3, 1, 1, 0, 3, 350, 0, 600
314, 2, 1, 1, 0, 1, 350, 0, 200
315, 0, 0, 0, 1, 0, 0, 50, 0
316, 2, 2, 1, 0, 1, 350, 0, 200
317, 3, 1, 1, 0, 3, 350, 0, 600
318, 4, 2, 1, 0, 3, 350, 0, 600
319, 0, 1, 1, 0, 0, 350, 0, 0
320, 1, 1, 1, 0, 0, 350, 0, 0
321, 3, 2, 1, 0, 2, 350, 0, 400
322, 3, 1, 1, 0, 3, 350, 0, 600
323, 0, 0, 0, 1, 0, 0, 50, 0
324, 3, 1, 1, 0, 2, 350, 0, 400
325, 2, 1, 1, 0, 1, 350, 0, 200
326, 3, 3, 1, 0, 2, 350, 0, 400
327, 3, 2, 1, 0, 3, 350, 0, 600
328, 2, 1, 1, 0, 2, 350, 0, 400
329, 1, 1, 1, 0, 0, 350, 0, 0
330, 3, 3, 1, 0, 2, 350, 0, 400
331, 3, 2, 1, 0, 3, 350, 0, 600
332, 1, 1, 1, 0, 1, 350, 0, 200
333, 4, 1, 1, 0, 3, 350, 0, 600
334, 4, 3, 1, 0, 3, 350, 0, 600
335, 2, 2, 1, 0, 2, 350, 0, 400
336, 3, 1, 1, 0, 3, 350, 0, 600
337, 0, 0, 0, 1, 0, 0, 50, 0
338, 2, 1, 1, 0, 1, 350, 0, 200
339, 3, 2, 1, 0, 2, 350, 0, 400
340, 3, 1, 1, 0, 3, 350, 0, 600
341, 3, 2, 1, 0, 2, 350, 0, 400
342, 3, 1, 1, 0, 3, 350, 0, 600
343, 4, 1, 1, 0, 3, 350, 0, 600
344, 4, 2, 1, 0, 3, 350, 0, 600
345, 2, 1, 1, 0, 2, 350, 0, 400
346, 2, 1, 1, 0, 1, 350, 0, 200
347, 4, 3, 1, 0, 3, 350, 0, 600
348, 3, 2, 1, 0, 3, 350, 0, 600
349, 2, 1, 1, 0, 2, 350, 0, 400
350, 1, 1, 1, 0, 0, 350, 0, 0
351, 1, 4, 1, 0, 0, 350, 0, 0
352, 0, 3, 1, 0, 0, 350, 0, 0
353, 3, 2, 1, 0, 3, 350, 0, 600
354, 4, 1, 1, 0, 4, 350, 0, 800
355, 4, 2, 1, 0, 3, 350, 0, 600
356, 1, 1, 1, 0, 1, 350, 0, 200
357, 3, 2, 1, 0, 2, 350, 0, 400
358, 2, 1, 1, 0, 2, 350, 0, 400
359, 1, 2, 1, 0, 0, 350, 0, 0
360, 2, 1, 1, 0, 2, 350, 0, 400
361, 0, 0, 0, 1, 0, 0, 50, 0
362, 4, 4, 1, 0, 3, 350, 0, 600
363, 4, 3, 1, 0, 4, 350, 0, 800
364, 2, 2, 1, 0, 2, 350, 0, 400
365, 3, 1, 1, 0, 3, 350, 0, 600
