days, cars_request, car1, car2, car3, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
190, 4, 2, 1, 1, 3, 0, 2, 1050, 0, 400
191, 1, 1, 3, 0, 2, 1, 0, 700, 50, 0
192, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
193, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
194, 3, 2, 2, 2, 3, 0, 0, 1050, 0, 0
195, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
196, 4, 2, 2, 2, 3, 0, 1, 1050, 0, 200
197, 0, 1, 1, 1, 3, 0, 0, 1050, 0, 0
198, 4, 3, 4, 1, 3, 0, 1, 1050, 0, 200
199, 4, 2, 3, 2, 3, 0, 3, 1050, 0, 600
200, 2, 1, 2, 1, 3, 0, 2, 1050, 0, 400
201, 3, 2, 1, 3, 3, 0, 1, 1050, 0, 200
202, 4, 1, 3, 2, 3, 0, 3, 1050, 0, 600
203, 2, 1, 2, 1, 3, 0, 1, 1050, 0, 200
204, 1, 3, 1, 0, 2, 1, 0, 700, 50, 0
205, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
206, 1, 1, 1, 0, 2, 1, 0, 700, 50, 0
207, 4, 2, 1, 2, 3, 0, 1, 1050, 0, 200
208, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
209, 2, 2, 1, 0, 2, 1, 0, 700, 50, 0
210, 4, 1, 4, 4, 3, 0, 2, 1050, 0, 400
211, 2, 1, 3, 3, 3, 0, 1, 1050, 0, 200
212, 0, 0, 2, 2, 2, 1, 0, 700, 50, 0
213, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
214, 4, 3, 2, 3, 3, 0, 1, 1050, 0, 200
215, 3, 2, 1, 2, 3, 0, 3, 1050, 0, 600
216, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
217, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
218, 3, 3, 2, 4, 3, 0, 0, 1050, 0, 0
219, 4, 2, 1, 3, 3, 0, 4, 1050, 0, 800
220, 0, 1, 0, 2, 2, 1, 0, 700, 50, 0
221, 0, 0, 0, 1, 1, 2, 0, 350, 100, 0
222, 4, 3, 3, 2, 3, 0, 1, 1050, 0, 200
223, 3, 2, 2, 1, 3, 0, 3, 1050, 0, 600
224, 2, 1, 1, 1, 3, 0, 1, 1050, 0, 200
225, 3, 4, 1, 1, 3, 0, 0, 1050, 0, 0
226, 3, 3, 2, 2, 3, 0, 1, 1050, 0, 200
227, 4, 2, 1, 1, 3, 0, 4, 1050, 0, 800
228, 1, 1, 1, 0, 2, 1, 0, 700, 50, 0
229, 3, 4, 2, 2, 3, 0, 0, 1050, 0, 0
230, 2, 3, 1, 1, 3, 0, 2, 1050, 0, 400
231, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
232, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
233, 2, 4, 2, 0, 2, 1, 0, 700, 50, 0
234, 3, 3, 1, 1, 3, 0, 2, 1050, 0, 400
235, 1, 2, 2, 0, 2, 1, 0, 700, 50, 0
236, 2, 1, 1, 2, 3, 0, 1, 1050, 0, 200
237, 2, 2, 2, 1, 3, 0, 0, 1050, 0, 0
238, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
239, 4, 3, 2, 3, 3, 0, 1, 1050, 0, 200
240, 3, 2, 1, 2, 3, 0, 3, 1050, 0, 600
241, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
242, 1, 2, 0, 0, 1, 2, 0, 350, 100, 0
243, 3, 1, 4, 3, 3, 0, 1, 1050, 0, 200
244, 4, 2, 3, 2, 3, 0, 3, 1050, 0, 600
245, 4, 1, 2, 1, 3, 0, 4, 1050, 0, 800
246, 3, 2, 1, 3, 3, 0, 1, 1050, 0, 200
247, 2, 1, 2, 2, 3, 0, 1, 1050, 0, 200
248, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
249, 3, 2, 3, 4, 3, 0, 0, 1050, 0, 0
250, 4, 1, 2, 3, 3, 0, 4, 1050, 0, 800
251, 3, 2, 1, 2, 3, 0, 2, 1050, 0, 400
252, 3, 1, 1, 1, 3, 0, 2, 1050, 0, 400
253, 2, 1, 4, 0, 2, 1, 0, 700, 50, 0
254, 2, 2, 3, 1, 3, 0, 0, 1050, 0, 0
255, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
256, 2, 1, 1, 1, 3, 0, 0, 1050, 0, 0
257, 3, 2, 1, 1, 3, 0, 0, 1050, 0, 0
258, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
259, 3, 3, 1, 4, 3, 0, 1, 1050, 0, 200
260, 4, 2, 2, 3, 3, 0, 3, 1050, 0, 600
261, 2, 1, 1, 2, 3, 0, 2, 1050, 0, 400
262, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
263, 3, 1, 2, 3, 3, 0, 1, 1050, 0, 200
264, 0, 0, 1, 2, 2, 1, 0, 700, 50, 0
265, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
266, 4, 1, 1, 1, 3, 0, 2, 1050, 0, 400
267, 3, 3, 2, 2, 3, 0, 0, 1050, 0, 0
268, 0, 2, 1, 1, 3, 0, 0, 1050, 0, 0
269, 3, 1, 1, 2, 3, 0, 1, 1050, 0, 200
270, 3, 2, 3, 1, 3, 0, 1, 1050, 0, 200
271, 0, 1, 2, 0, 2, 1, 0, 700, 50, 0
272, 2, 4, 1, 1, 3, 0, 0, 1050, 0, 0
273, 2, 3, 1, 1, 3, 0, 0, 1050, 0, 0
274, 2, 2, 4, 4, 3, 0, 0, 1050, 0, 0
275, 2, 1, 3, 3, 3, 0, 2, 1050, 0, 400
276, 3, 2, 2, 2, 3, 0, 2, 1050, 0, 400
277, 2, 1, 1, 1, 3, 0, 2, 1050, 0, 400
278, 4, 1, 1, 2, 3, 0, 1, 1050, 0, 200
279, 1, 2, 0, 1, 2, 1, 0, 700, 50, 0
280, 0, 1, 0, 0, 1, 2, 0, 350, 100, 0
281, 1, 2, 0, 0, 1, 2, 0, 350, 100, 0
282, 2, 1, 3, 2, 3, 0, 0, 1050, 0, 0
283, 2, 3, 2, 1, 3, 0, 1, 1050, 0, 200
284, 3, 2, 1, 2, 3, 0, 2, 1050, 0, 400
285, 4, 1, 3, 1, 3, 0, 3, 1050, 0, 600
286, 2, 4, 2, 2, 3, 0, 0, 1050, 0, 0
287, 1, 3, 1, 1, 3, 0, 1, 1050, 0, 200
288, 3, 2, 3, 1, 3, 0, 1, 1050, 0, 200
289, 1, 1, 2, 1, 3, 0, 0, 1050, 0, 0
290, 3, 2, 1, 1, 3, 0, 1, 1050, 0, 200
291, 3, 1, 2, 1, 3, 0, 1, 1050, 0, 200
292, 2, 3, 1, 4, 3, 0, 0, 1050, 0, 0
293, 3, 2, 1, 3, 3, 0, 2, 1050, 0, 400
294, 0, 1, 0, 2, 2, 1, 0, 700, 50, 0
295, 4, 2, 2, 1, 3, 0, 2, 1050, 0, 400
296, 2, 1, 1, 3, 3, 0, 1, 1050, 0, 200
297, 3, 4, 2, 2, 3, 0, 1, 1050, 0, 200
298, 0, 3, 1, 1, 3, 0, 0, 1050, 0, 0
299, 2, 2, 2, 2, 3, 0, 0, 1050, 0, 0
300, 3, 1, 1, 1, 3, 0, 3, 1050, 0, 600
301, 3, 1, 1, 2, 3, 0, 0, 1050, 0, 0
302, 2, 1, 2, 1, 3, 0, 0, 1050, 0, 0
303, 3, 1, 1, 4, 3, 0, 1, 1050, 0, 200
304, 2, 1, 1, 3, 3, 0, 0, 1050, 0, 0
305, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
306, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
307, 3, 1, 1, 4, 3, 0, 0, 1050, 0, 0
308, 3, 4, 1, 3, 3, 0, 1, 1050, 0, 200
309, 4, 3, 2, 2, 3, 0, 3, 1050, 0, 600
310, 2, 2, 1, 1, 3, 0, 2, 1050, 0, 400
311, 2, 1, 4, 3, 3, 0, 0, 1050, 0, 0
312, 3, 3, 3, 2, 3, 0, 2, 1050, 0, 400
313, 2, 2, 2, 1, 3, 0, 2, 1050, 0, 400
314, 3, 1, 1, 2, 3, 0, 2, 1050, 0, 400
315, 2, 4, 2, 1, 3, 0, 0, 1050, 0, 0
316, 4, 3, 1, 1, 3, 0, 3, 1050, 0, 600
317, 2, 2, 2, 1, 3, 0, 0, 1050, 0, 0
318, 3, 1, 1, 3, 3, 0, 2, 1050, 0, 400
319, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
320, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
321, 0, 0, 1, 0, 1, 2, 0, 350, 100, 0
322, 2, 3, 1, 0, 2, 1, 0, 700, 50, 0
323, 1, 2, 3, 0, 2, 1, 0, 700, 50, 0
324, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
325, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
326, 1, 1, 0, 0, 1, 2, 0, 350, 100, 0
327, 4, 2, 2, 1, 3, 0, 1, 1050, 0, 200
328, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
329, 3, 1, 1, 1, 3, 0, 0, 1050, 0, 0
330, 2, 1, 3, 0, 2, 1, 0, 700, 50, 0
331, 1, 2, 2, 0, 2, 1, 0, 700, 50, 0
332, 1, 1, 1, 1, 3, 0, 0, 1050, 0, 0
333, 4, 2, 1, 1, 3, 0, 1, 1050, 0, 200
334, 2, 1, 4, 1, 3, 0, 0, 1050, 0, 0
335, 2, 2, 3, 2, 3, 0, 0, 1050, 0, 0
336, 1, 1, 2, 1, 3, 0, 1, 1050, 0, 200
337, 1, 1, 1, 0, 2, 1, 0, 700, 50, 0
338, 4, 1, 1, 2, 3, 0, 1, 1050, 0, 200
339, 3, 2, 2, 1, 3, 0, 1, 1050, 0, 200
340, 2, 1, 1, 3, 3, 0, 1, 1050, 0, 200
341, 3, 1, 3, 2, 3, 0, 1, 1050, 0, 200
342, 3, 1, 2, 1, 3, 0, 2, 1050, 0, 400
343, 1, 2, 1, 0, 2, 1, 0, 700, 50, 0
344, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
345, 3, 2, 1, 1, 3, 0, 2, 1050, 0, 400
346, 2, 1, 3, 2, 3, 0, 0, 1050, 0, 0
347, 3, 2, 2, 1, 3, 0, 2, 1050, 0, 400
348, 0, 1, 1, 0, 2, 1, 0, 700, 50, 0
349, 2, 1, 1, 0, 2, 1, 0, 700, 50, 0
350, 1, 4, 0, 0, 1, 2, 0, 350, 100, 0
351, 4, 3, 1, 3, 3, 0, 2, 1050, 0, 400
352, 2, 2, 1, 2, 3, 0, 1, 1050, 0, 200
353, 4, 1, 2, 1, 3, 0, 3, 1050, 0, 600
354, 3, 2, 1, 2, 3, 0, 1, 1050, 0, 200
355, 1, 1, 3, 1, 3, 0, 0, 1050, 0, 0
356, 3, 1, 2, 2, 3, 0, 1, 1050, 0, 200
357, 4, 1, 1, 1, 3, 0, 3, 1050, 0, 600
358, 4, 4, 1, 3, 3, 0, 1, 1050, 0, 200
359, 3, 3, 4, 2, 3, 0, 2, 1050, 0, 400
360, 0, 2, 3, 1, 3, 0, 0, 1050, 0, 0
361, 4, 1, 2, 2, 3, 0, 3, 1050, 0, 600
362, 4, 2, 1, 1, 3, 0, 3, 1050, 0, 600
363, 4, 1, 1, 2, 3, 0, 2, 1050, 0, 400
364, 4, 1, 4, 1, 3, 0, 2, 1050, 0, 400
365, 4, 2, 3, 1, 3, 0, 2, 1050, 0, 400
